item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_817,C:\frac{3}{5},C,C,nan,I+T_perp
mv_818,C,C,C,nan,I+T_perp
mv_820,A,A,C,nan,I+T_perp
mv_821,D,D,C,nan,I+T_perp
mv_822,D,D,C,nan,I+T_perp
mv_823,A,A,C,nan,I+T_perp
mv_825,A,A,B,nan,I+T_perp
mv_826,A,A,B,nan,I+T_perp
mv_827,A,A,B,nan,I+T_perp
mv_828,D,D,B,nan,I+T_perp
mv_830,C,C,B,nan,I+T_perp
mv_831,C,C,B,nan,I+T_perp
mv_832,C,C,B,nan,I+T_perp
mv_833,C,C,B,nan,I+T_perp
mv_835,None,None,B,nan,I+T_perp
mv_836,None,None,B,nan,I+T_perp
mv_837,None,None,B,nan,I+T_perp
mv_838,A,A,B,nan,I+T_perp
mv_840,D,D,A,nan,I+T_perp
mv_841,D,D,A,nan,I+T_perp
mv_842,D,D,A,nan,I+T_perp
mv_843,A,A,A,nan,I+T_perp
mv_845,B,B,D,nan,I+T_perp
mv_846,B,B,D,nan,I+T_perp
mv_847,B,B,D,nan,I+T_perp
mv_848,B,B,D,nan,I+T_perp
mv_850,C,C,D,nan,I+T_perp
mv_851,C,C,D,nan,I+T_perp
mv_852,C,C,D,nan,I+T_perp
mv_853,C,C,D,nan,I+T_perp
mv_855,B,B,B,nan,I+T_perp
mv_856,B,B,B,nan,I+T_perp
mv_857,B,B,B,nan,I+T_perp
mv_858,C,C,B,nan,I+T_perp
mv_860,A,A,C,nan,I+T_perp
mv_861,A,A,C,nan,I+T_perp
mv_862,A,A,C,nan,I+T_perp
mv_863,A,A,C,nan,I+T_perp
mv_865,D,D,D,nan,I+T_perp
mv_866,D,D,D,nan,I+T_perp
mv_867,D,D,D,nan,I+T_perp
mv_868,A,A,D,nan,I+T_perp
mv_870,A,A,C,nan,I+T_perp
mv_871,A,A,C,nan,I+T_perp
mv_872,A,A,C,nan,I+T_perp
mv_873,A,A,C,nan,I+T_perp
mv_875,B,B,C,nan,I+T_perp
mv_876,B,B,C,nan,I+T_perp
mv_877,B,B,C,nan,I+T_perp
mv_878,B,B,C,nan,I+T_perp
mv_880,B,B,A,nan,I+T_perp
mv_881,B,B,A,nan,I+T_perp
mv_882,B,B,A,nan,I+T_perp
mv_883,A,A,A,nan,I+T_perp
mv_885,B,B,C,nan,I+T_perp
mv_886,B,B,C,nan,I+T_perp
mv_887,B,B,C,nan,I+T_perp
mv_888,A,A,C,nan,I+T_perp
mv_890,B: 5√{3},B,D,nan,I+T_perp
mv_891,B: 5√{3},B,D,nan,I+T_perp
mv_892,B: \frac{5√{3}}{2},B,D,nan,I+T_perp
mv_893,B: \frac{5√{3}}{2},B,D,nan,I+T_perp
mv_895,B,B,B,nan,I+T_perp
mv_896,B,B,B,nan,I+T_perp
mv_897,B,B,B,nan,I+T_perp
mv_898,B,B,B,nan,I+T_perp
mv_900,D,D,C,nan,I+T_perp
mv_901,B:9,B,C,nan,I+T_perp
mv_902,B:9,B,C,nan,I+T_perp
mv_903,D,D,C,nan,I+T_perp
mv_905,B,B,D,nan,I+T_perp
mv_906,B,B,D,nan,I+T_perp
mv_907,B,B,D,nan,I+T_perp
mv_908,B,B,D,nan,I+T_perp
mv_910,B,B,D,nan,I+T_perp
mv_911,A,A,D,nan,I+T_perp
mv_912,A,A,D,nan,I+T_perp
mv_913,B,B,D,nan,I+T_perp
mv_915,D,D,D,nan,I+T_perp
mv_916,D,D,D,nan,I+T_perp
mv_917,D,D,D,nan,I+T_perp
mv_918,D:2√{3},D,D,nan,I+T_perp
mv_920,D,D,B,nan,I+T_perp
mv_921,D,D,B,nan,I+T_perp
mv_922,D,D,B,nan,I+T_perp
mv_923,C,C,B,nan,I+T_perp
mv_925,D,D,B,nan,I+T_perp
mv_926,D,D,B,nan,I+T_perp
mv_927,B,B,B,nan,I+T_perp
mv_928,B,B,B,nan,I+T_perp
mv_930,A,A,B,nan,I+T_perp
mv_931,A,A,B,nan,I+T_perp
mv_932,A,A,B,nan,I+T_perp
mv_933,A,A,B,nan,I+T_perp
mv_935,B,B,C,nan,I+T_perp
mv_936,B,B,C,nan,I+T_perp
mv_937,B,B,C,nan,I+T_perp
mv_938,B,B,C,nan,I+T_perp
mv_940,D,D,B,nan,I+T_perp
mv_941,D,D,B,nan,I+T_perp
mv_942,D,D,B,nan,I+T_perp
mv_943,B,B,B,nan,I+T_perp
mv_945,D,D,A,nan,I+T_perp
mv_946,D,D,A,nan,I+T_perp
mv_947,D,D,A,nan,I+T_perp
mv_948,A,A,A,nan,I+T_perp
mv_950,A,A,D,nan,I+T_perp
mv_951,A,A,D,nan,I+T_perp
mv_952,C,C,D,nan,I+T_perp
mv_953,A,A,D,nan,I+T_perp
mv_955,B,B,B,nan,I+T_perp
mv_956,B,B,B,nan,I+T_perp
mv_957,B,B,B,nan,I+T_perp
mv_958,D,D,B,nan,I+T_perp
mv_960,D,D,C,nan,I+T_perp
mv_961,D,D,C,nan,I+T_perp
mv_962,A,A,C,nan,I+T_perp
mv_963,None,None,C,nan,I+T_perp
mv_965,C:6√{3}cm,C,D,nan,I+T_perp
mv_966,C,C,D,nan,I+T_perp
mv_967,C,C,D,nan,I+T_perp
mv_968,C,C,D,nan,I+T_perp
mv_970,A,A,B,nan,I+T_perp
mv_971,A,A,B,nan,I+T_perp
mv_972,A,A,B,nan,I+T_perp
mv_973,A,A,B,nan,I+T_perp
mv_975,B:8π平方米,B,D,nan,I+T_perp
mv_976,B,B,D,nan,I+T_perp
mv_977,B,B,D,nan,I+T_perp
mv_978,B,B,D,nan,I+T_perp
mv_980,C,C,B,nan,I+T_perp
mv_981,C,C,B,nan,I+T_perp
mv_982,C,C,B,nan,I+T_perp
mv_983,A,A,B,nan,I+T_perp
mv_985,C,C,B,nan,I+T_perp
mv_986,C,C,B,nan,I+T_perp
mv_987,C,C,B,nan,I+T_perp
mv_988,C,C,B,nan,I+T_perp
mv_990,C,C,A,nan,I+T_perp
mv_991,C,C,A,nan,I+T_perp
mv_992,C,C,A,nan,I+T_perp
mv_993,B,B,A,nan,I+T_perp
mv_995,A,A,A,nan,I+T_perp
mv_996,A,A,A,nan,I+T_perp
mv_997,A,A,A,nan,I+T_perp
mv_998,B,B,A,nan,I+T_perp
mv_1000,B,B,B,nan,I+T_perp
mv_1001,B,B,B,nan,I+T_perp
mv_1002,B,B,B,nan,I+T_perp
mv_1003,B,B,B,nan,I+T_perp
mv_1005,A,A,D,nan,I+T_perp
mv_1006,A,A,D,nan,I+T_perp
mv_1007,A,A,D,nan,I+T_perp
mv_1008,A,A,D,nan,I+T_perp
mv_1010,D,D,A,nan,I+T_perp
mv_1011,C,C,A,nan,I+T_perp
mv_1012,C,C,A,nan,I+T_perp
mv_1013,C,C,A,nan,I+T_perp
mv_1015,A,A,C,nan,I+T_perp
mv_1016,A,A,C,nan,I+T_perp
mv_1017,A,A,C,nan,I+T_perp
mv_1018,B,B,C,nan,I+T_perp
mv_1020,A,A,C,nan,I+T_perp
mv_1021,A,A,C,nan,I+T_perp
mv_1022,A,A,C,nan,I+T_perp
mv_1023,A,A,C,nan,I+T_perp
mv_1025,C:36,C,D,nan,I+T_perp
mv_1026,C:36,C,D,nan,I+T_perp
mv_1027,C,C,D,nan,I+T_perp
mv_1028,C:36,C,D,nan,I+T_perp
mv_1030,A,A,B,nan,I+T_perp
mv_1031,A,A,B,nan,I+T_perp
mv_1032,A,A,B,nan,I+T_perp
mv_1033,A,A,B,nan,I+T_perp
mv_1035,B,B,A,nan,I+T_perp
mv_1036,B,B,A,nan,I+T_perp
mv_1037,B,B,A,nan,I+T_perp
mv_1038,B,B,A,nan,I+T_perp
mv_1040,B,B,B,nan,I+T_perp
mv_1041,B,B,B,nan,I+T_perp
mv_1042,B,B,B,nan,I+T_perp
mv_1043,B,B,B,nan,I+T_perp
mv_1045,A:12,A,B,nan,I+T_perp
mv_1046,A:12,A,B,nan,I+T_perp
mv_1047,A:12,A,B,nan,I+T_perp
mv_1048,A:12,A,B,nan,I+T_perp
mv_1050,C,C,A,nan,I+T_perp
mv_1051,C,C,A,nan,I+T_perp
mv_1052,C,C,A,nan,I+T_perp
mv_1053,A,A,A,nan,I+T_perp
mv_1055,D,D,B,nan,I+T_perp
mv_1056,D,D,B,nan,I+T_perp
mv_1057,D,D,B,nan,I+T_perp
mv_1058,D,D,B,nan,I+T_perp
mv_1060,A,A,C,nan,I+T_perp
mv_1061,A,A,C,nan,I+T_perp
mv_1062,A,A,C,nan,I+T_perp
mv_1063,A,A,C,nan,I+T_perp
mv_1065,A,A,D,nan,I+T_perp
mv_1066,A,A,D,nan,I+T_perp
mv_1067,A,A,D,nan,I+T_perp
mv_1068,A,A,D,nan,I+T_perp
mv_1070,A,A,B,nan,I+T_perp
mv_1071,A,A,B,nan,I+T_perp
mv_1072,A,A,B,nan,I+T_perp
mv_1073,A,A,B,nan,I+T_perp
mv_1075,B,B,D,nan,I+T_perp
mv_1076,B,B,D,nan,I+T_perp
mv_1077,B,B,D,nan,I+T_perp
mv_1078,B,B,D,nan,I+T_perp
mv_1080,A,A,C,nan,I+T_perp
mv_1081,C,C,C,nan,I+T_perp
mv_1082,A,A,C,nan,I+T_perp
mv_1083,C,C,C,nan,I+T_perp
mv_1085,A,A,B,nan,I+T_perp
mv_1086,D,D,B,nan,I+T_perp
mv_1087,D,D,B,nan,I+T_perp
mv_1088,A,A,B,nan,I+T_perp
mv_1090,A,A,C,nan,I+T_perp
mv_1091,A,A,C,nan,I+T_perp
mv_1092,B,B,C,nan,I+T_perp
mv_1093,A,A,C,nan,I+T_perp
mv_1095,A,A,A,nan,I+T_perp
mv_1096,A,A,A,nan,I+T_perp
mv_1097,A,A,A,nan,I+T_perp
mv_1098,A,A,A,nan,I+T_perp
mv_1100,B,B,B,nan,I+T_perp
mv_1101,B,B,B,nan,I+T_perp
mv_1102,B,B,B,nan,I+T_perp
mv_1103,B,B,B,nan,I+T_perp
mv_1105,A,A,C,nan,I+T_perp
mv_1106,A,A,C,nan,I+T_perp
mv_1107,A,A,C,nan,I+T_perp
mv_1108,A,A,C,nan,I+T_perp
mv_1110,B,B,A,nan,I+T_perp
mv_1111,A,A,A,nan,I+T_perp
mv_1112,A,A,A,nan,I+T_perp
mv_1113,D,D,A,nan,I+T_perp
mv_1115,C,C,B,nan,I+T_perp
mv_1116,C,C,B,nan,I+T_perp
mv_1117,C,C,B,nan,I+T_perp
mv_1118,C,C,B,nan,I+T_perp
mv_1120,B,B,D,nan,I+T_perp
mv_1121,B,B,D,nan,I+T_perp
mv_1122,A,A,D,nan,I+T_perp
mv_1123,B,B,D,nan,I+T_perp
mv_1125,A,A,C,nan,I+T_perp
mv_1126,B,B,C,nan,I+T_perp
mv_1127,B,B,C,nan,I+T_perp
mv_1128,B,B,C,nan,I+T_perp
mv_1130,C,C,D,nan,I+T_perp
mv_1131,D,D,D,nan,I+T_perp
mv_1132,D,D,D,nan,I+T_perp
mv_1133,D,D,D,nan,I+T_perp
mv_1135,D,D,C,nan,I+T_perp
mv_1136,D,D,C,nan,I+T_perp
mv_1137,D,D,C,nan,I+T_perp
mv_1138,D,D,C,nan,I+T_perp
mv_1140,A,A,C,nan,I+T_perp
mv_1141,A,A,C,nan,I+T_perp
mv_1142,B,B,C,nan,I+T_perp
mv_1143,A,A,C,nan,I+T_perp
mv_1145,A,A,D,nan,I+T_perp
mv_1146,A,A,D,nan,I+T_perp
mv_1147,A,A,D,nan,I+T_perp
mv_1148,A,A,D,nan,I+T_perp
mv_1150,D,D,B,nan,I+T_perp
mv_1151,D,D,B,nan,I+T_perp
mv_1152,D,D,B,nan,I+T_perp
mv_1153,D,D,B,nan,I+T_perp
mv_1155,A,A,B,nan,I+T_perp
mv_1156,A,A,B,nan,I+T_perp
mv_1157,B,B,B,nan,I+T_perp
mv_1158,A,A,B,nan,I+T_perp
mv_1160,B,B,A,nan,I+T_perp
mv_1161,B,B,A,nan,I+T_perp
mv_1162,D,D,A,nan,I+T_perp
mv_1163,B,B,A,nan,I+T_perp
mv_1165,B,B,C,nan,I+T_perp
mv_1166,A,A,C,nan,I+T_perp
mv_1167,A,A,C,nan,I+T_perp
mv_1168,A,A,C,nan,I+T_perp
mv_1170,B:110,B,B,nan,I+T_perp
mv_1171,B:110,B,B,nan,I+T_perp
mv_1172,B,B,B,nan,I+T_perp
mv_1173,B,B,B,nan,I+T_perp
mv_1175,A,A,C,nan,I+T_perp
mv_1176,A,A,C,nan,I+T_perp
mv_1177,A,A,C,nan,I+T_perp
mv_1178,A,A,C,nan,I+T_perp
mv_1180,C,C,C,nan,I+T_perp
mv_1181,C,C,C,nan,I+T_perp
mv_1182,C,C,C,nan,I+T_perp
mv_1183,A,A,C,nan,I+T_perp
mv_1185,B,B,B,nan,I+T_perp
mv_1186,A,A,B,nan,I+T_perp
mv_1187,A,A,B,nan,I+T_perp
mv_1188,D,D,B,nan,I+T_perp
mv_1190,A,A,B,nan,I+T_perp
mv_1191,A,A,B,nan,I+T_perp
mv_1192,B,B,B,nan,I+T_perp
mv_1193,A,A,B,nan,I+T_perp
mv_1195,D,D,A,nan,I+T_perp
mv_1196,D,D,A,nan,I+T_perp
mv_1197,D,D,A,nan,I+T_perp
mv_1198,D,D,A,nan,I+T_perp
mv_1200,A,A,D,nan,I+T_perp
mv_1201,A,A,D,nan,I+T_perp
mv_1202,A,A,D,nan,I+T_perp
mv_1203,C,C,D,nan,I+T_perp
mv_1205,A,A,C,nan,I+T_perp
mv_1206,A,A,C,nan,I+T_perp
mv_1207,A,A,C,nan,I+T_perp
mv_1208,A,A,C,nan,I+T_perp
mv_1210,B,B,D,nan,I+T_perp
mv_1211,B,B,D,nan,I+T_perp
mv_1212,B,B,D,nan,I+T_perp
mv_1213,B,B,D,nan,I+T_perp
mv_1215,C,C,B,nan,I+T_perp
mv_1216,C,C,B,nan,I+T_perp
mv_1217,D,D,B,nan,I+T_perp
mv_1218,C,C,B,nan,I+T_perp
mv_1220,B,B,A,nan,I+T_perp
mv_1221,B,B,A,nan,I+T_perp
mv_1222,B,B,A,nan,I+T_perp
mv_1223,D,D,A,nan,I+T_perp
mv_1225,A,A,B,nan,I+T_perp
mv_1226,A,A,B,nan,I+T_perp
mv_1227,A,A,B,nan,I+T_perp
mv_1228,A,A,B,nan,I+T_perp
mv_1230,D,D,B,nan,I+T_perp
mv_1231,B:44,B,B,nan,I+T_perp
mv_1232,B:44,B,B,nan,I+T_perp
mv_1233,A,A,B,nan,I+T_perp
mv_1235,D,D,C,nan,I+T_perp
mv_1236,D,D,C,nan,I+T_perp
mv_1237,D,D,C,nan,I+T_perp
mv_1238,D,D,C,nan,I+T_perp
mv_1240,A,A,D,nan,I+T_perp
mv_1241,A,A,D,nan,I+T_perp
mv_1242,A,A,D,nan,I+T_perp
mv_1243,D,D,D,nan,I+T_perp
mv_1245,B,B,D,nan,I+T_perp
mv_1246,B,B,D,nan,I+T_perp
mv_1247,D,D,D,nan,I+T_perp
mv_1248,A,A,D,nan,I+T_perp
mv_1250,A,A,A,nan,I+T_perp
mv_1251,C,C,A,nan,I+T_perp
mv_1252,C,C,A,nan,I+T_perp
mv_1253,C,C,A,nan,I+T_perp
mv_1255,C:9,C,B,nan,I+T_perp
mv_1256,C,C,B,nan,I+T_perp
mv_1257,C,C,B,nan,I+T_perp
mv_1258,B,B,B,nan,I+T_perp
mv_1260,B,B,C,nan,I+T_perp
mv_1261,B,B,C,nan,I+T_perp
mv_1262,B,B,C,nan,I+T_perp
mv_1263,B,B,C,nan,I+T_perp
mv_1265,B,B,D,nan,I+T_perp
mv_1266,B,B,D,nan,I+T_perp
mv_1267,B,B,D,nan,I+T_perp
mv_1268,B,B,D,nan,I+T_perp
mv_1270,B,B,B,nan,I+T_perp
mv_1271,B,B,B,nan,I+T_perp
mv_1272,B,B,B,nan,I+T_perp
mv_1273,B,B,B,nan,I+T_perp
mv_1275,A,A,A,nan,I+T_perp
mv_1276,A,A,A,nan,I+T_perp
mv_1277,A,A,A,nan,I+T_perp
mv_1278,A,A,A,nan,I+T_perp
mv_1280,A:10,A,C,nan,I+T_perp
mv_1281,A:10,A,C,nan,I+T_perp
mv_1282,A:10,A,C,nan,I+T_perp
mv_1283,B,B,C,nan,I+T_perp
mv_1285,A,A,B,nan,I+T_perp
mv_1286,A,A,B,nan,I+T_perp
mv_1287,A,A,B,nan,I+T_perp
mv_1288,A,A,B,nan,I+T_perp
mv_1290,B,B,C,nan,I+T_perp
mv_1291,A,A,C,nan,I+T_perp
mv_1292,A,A,C,nan,I+T_perp
mv_1293,A,A,C,nan,I+T_perp
mv_1295,C,C,B,nan,I+T_perp
mv_1296,B,B,B,nan,I+T_perp
mv_1297,B,B,B,nan,I+T_perp
mv_1298,B,B,B,nan,I+T_perp
mv_1300,C,C,B,nan,I+T_perp
mv_1301,C,C,B,nan,I+T_perp
mv_1302,C,C,B,nan,I+T_perp
mv_1303,A,A,B,nan,I+T_perp
mv_1305,C,C,C,nan,I+T_perp
mv_1306,C,C,C,nan,I+T_perp
mv_1307,C,C,C,nan,I+T_perp
mv_1308,C,C,C,nan,I+T_perp
mv_1310,C,C,B,nan,I+T_perp
mv_1311,C,C,B,nan,I+T_perp
mv_1312,C,C,B,nan,I+T_perp
mv_1313,C,C,B,nan,I+T_perp
mv_1315,D,D,C,nan,I+T_perp
mv_1316,C,C,C,nan,I+T_perp
mv_1317,A,A,C,nan,I+T_perp
mv_1318,D,D,C,nan,I+T_perp
mv_1320,B,B,B,nan,I+T_perp
mv_1321,B,B,B,nan,I+T_perp
mv_1322,B,B,B,nan,I+T_perp
mv_1323,B,B,B,nan,I+T_perp
mv_1325,B,B,D,nan,I+T_perp
mv_1326,B,B,D,nan,I+T_perp
mv_1327,B,B,D,nan,I+T_perp
mv_1328,B,B,D,nan,I+T_perp
mv_1330,D,D,C,nan,I+T_perp
mv_1331,B,B,C,nan,I+T_perp
mv_1332,B,B,C,nan,I+T_perp
mv_1333,B,B,C,nan,I+T_perp
mv_1335,C,C,A,nan,I+T_perp
mv_1336,C,C,A,nan,I+T_perp
mv_1337,C,C,A,nan,I+T_perp
mv_1338,C,C,A,nan,I+T_perp
mv_1340,B,B,C,nan,I+T_perp
mv_1341,B,B,C,nan,I+T_perp
mv_1342,B,B,C,nan,I+T_perp
mv_1343,B,B,C,nan,I+T_perp
mv_1345,A,A,C,nan,I+T_perp
mv_1346,C,C,C,nan,I+T_perp
mv_1347,C,C,C,nan,I+T_perp
mv_1348,C,C,C,nan,I+T_perp
mv_1350,A,A,B,nan,I+T_perp
mv_1351,C,C,B,nan,I+T_perp
mv_1352,C,C,B,nan,I+T_perp
mv_1353,C,C,B,nan,I+T_perp
mv_1355,A,A,A,nan,I+T_perp
mv_1356,A,A,A,nan,I+T_perp
mv_1357,A,A,A,nan,I+T_perp
mv_1358,D,D,A,nan,I+T_perp
mv_1360,B,B,B,nan,I+T_perp
mv_1361,A,A,B,nan,I+T_perp
mv_1362,A,A,B,nan,I+T_perp
mv_1363,A,A,B,nan,I+T_perp
mv_1365,A,A,C,nan,I+T_perp
mv_1366,A,A,C,nan,I+T_perp
mv_1367,A,A,C,nan,I+T_perp
mv_1368,A,A,C,nan,I+T_perp
mv_1370,A,A,C,nan,I+T_perp
mv_1371,C,C,C,nan,I+T_perp
mv_1372,D,D,C,nan,I+T_perp
mv_1373,A,A,C,nan,I+T_perp
mv_1375,D,D,C,nan,I+T_perp
mv_1376,D,D,C,nan,I+T_perp
mv_1377,D,D,C,nan,I+T_perp
mv_1378,A,A,C,nan,I+T_perp
mv_1380,B,B,C,nan,I+T_perp
mv_1381,B,B,C,nan,I+T_perp
mv_1382,B,B,C,nan,I+T_perp
mv_1383,B,B,C,nan,I+T_perp
mv_1385,D,D,A,nan,I+T_perp
mv_1386,D,D,A,nan,I+T_perp
mv_1387,D,D,A,nan,I+T_perp
mv_1388,D,D,A,nan,I+T_perp
mv_1390,A,A,A,nan,I+T_perp
mv_1391,A,A,A,nan,I+T_perp
mv_1392,A,A,A,nan,I+T_perp
mv_1393,A,A,A,nan,I+T_perp
mv_1395,A,A,B,nan,I+T_perp
mv_1396,A,A,B,nan,I+T_perp
mv_1397,A,A,B,nan,I+T_perp
mv_1398,A,A,B,nan,I+T_perp
mv_1400,A,A,A,nan,I+T_perp
mv_1401,A,A,A,nan,I+T_perp
mv_1402,A,A,A,nan,I+T_perp
mv_1403,A,A,A,nan,I+T_perp
mv_1405,B,B,B,nan,I+T_perp
mv_1406,A,A,B,nan,I+T_perp
mv_1407,A,A,B,nan,I+T_perp
mv_1408,A,A,B,nan,I+T_perp
mv_1410,A,A,C,nan,I+T_perp
mv_1411,D,D,C,nan,I+T_perp
mv_1412,D,D,C,nan,I+T_perp
mv_1413,D,D,C,nan,I+T_perp
mv_1415,B,B,B,nan,I+T_perp
mv_1416,B,B,B,nan,I+T_perp
mv_1417,B,B,B,nan,I+T_perp
mv_1418,B,B,B,nan,I+T_perp
mv_1420,B,B,C,nan,I+T_perp
mv_1421,B,B,C,nan,I+T_perp
mv_1422,B,B,C,nan,I+T_perp
mv_1423,B,B,C,nan,I+T_perp
mv_1425,A,A,D,nan,I+T_perp
mv_1426,A,A,D,nan,I+T_perp
mv_1427,A,A,D,nan,I+T_perp
mv_1428,A,A,D,nan,I+T_perp
mv_1430,B,B,D,nan,I+T_perp
mv_1431,C,C,D,nan,I+T_perp
mv_1432,C,C,D,nan,I+T_perp
mv_1433,C,C,D,nan,I+T_perp
mv_1435,A,A,A,nan,I+T_perp
mv_1436,A,A,A,nan,I+T_perp
mv_1437,A,A,A,nan,I+T_perp
mv_1438,A,A,A,nan,I+T_perp
mv_1440,D,D,B,nan,I+T_perp
mv_1441,D,D,B,nan,I+T_perp
mv_1442,D,D,B,nan,I+T_perp
mv_1443,A,A,B,nan,I+T_perp
mv_1445,D,D,A,nan,I+T_perp
mv_1446,B,B,A,nan,I+T_perp
mv_1447,B,B,A,nan,I+T_perp
mv_1448,B,B,A,nan,I+T_perp
mv_1450,A,A,D,nan,I+T_perp
mv_1451,A,A,D,nan,I+T_perp
mv_1452,A,A,D,nan,I+T_perp
mv_1453,A,A,D,nan,I+T_perp
mv_1455,A,A,D,nan,I+T_perp
mv_1456,A,A,D,nan,I+T_perp
mv_1457,A,A,D,nan,I+T_perp
mv_1458,A,A,D,nan,I+T_perp
mv_1460,B,B,C,nan,I+T_perp
mv_1461,B,B,C,nan,I+T_perp
mv_1462,B,B,C,nan,I+T_perp
mv_1463,B,B,C,nan,I+T_perp
mv_1465,B,B,A,nan,I+T_perp
mv_1466,B,B,A,nan,I+T_perp
mv_1467,B,B,A,nan,I+T_perp
mv_1468,B,B,A,nan,I+T_perp
mv_1470,B,B,A,nan,I+T_perp
mv_1471,C,C,A,nan,I+T_perp
mv_1472,C,C,A,nan,I+T_perp
mv_1473,C,C,A,nan,I+T_perp
mv_1475,A,A,B,nan,I+T_perp
mv_1476,D,D,B,nan,I+T_perp
mv_1477,A,A,B,nan,I+T_perp
mv_1478,D,D,B,nan,I+T_perp
mv_1480,D:123,D,B,nan,I+T_perp
mv_1481,A,A,B,nan,I+T_perp
mv_1482,A,A,B,nan,I+T_perp
mv_1483,D,D,B,nan,I+T_perp
mv_1485,A,A,A,nan,I+T_perp
mv_1486,A,A,A,nan,I+T_perp
mv_1487,A,A,A,nan,I+T_perp
mv_1488,A,A,A,nan,I+T_perp
mv_1490,A,A,C,nan,I+T_perp
mv_1491,A,A,C,nan,I+T_perp
mv_1492,A,A,C,nan,I+T_perp
mv_1493,A,A,C,nan,I+T_perp
mv_1495,B:2 \sqrt { 11 },B,B,nan,I+T_perp
mv_1496,B,B,B,nan,I+T_perp
mv_1497,B,B,B,nan,I+T_perp
mv_1498,B,B,B,nan,I+T_perp
mv_1500,A,A,A,nan,I+T_perp
mv_1501,A:5.8,A,A,nan,I+T_perp
mv_1502,A:5.8,A,A,nan,I+T_perp
mv_1503,C,C,A,nan,I+T_perp
mv_1505,B,B,A,nan,I+T_perp
mv_1506,B,B,A,nan,I+T_perp
mv_1507,B,B,A,nan,I+T_perp
mv_1508,B,B,A,nan,I+T_perp
mv_1510,C,C,B,nan,I+T_perp
mv_1511,A,A,B,nan,I+T_perp
mv_1512,A,A,B,nan,I+T_perp
mv_1513,A,A,B,nan,I+T_perp
mv_1515,A,A,C,nan,I+T_perp
mv_1516,B,B,C,nan,I+T_perp
mv_1517,B,B,C,nan,I+T_perp
mv_1518,B,B,C,nan,I+T_perp
mv_1520,D,D,D,nan,I+T_perp
mv_1521,A,A,D,nan,I+T_perp
mv_1522,A,A,D,nan,I+T_perp
mv_1523,A,A,D,nan,I+T_perp
mv_1525,A,A,A,nan,I+T_perp
mv_1526,A,A,A,nan,I+T_perp
mv_1527,A,A,A,nan,I+T_perp
mv_1528,B,B,A,nan,I+T_perp
mv_1530,C,C,B,nan,I+T_perp
mv_1531,D,D,B,nan,I+T_perp
mv_1532,D,D,B,nan,I+T_perp
mv_1533,D,D,B,nan,I+T_perp
mv_1535,C,C,A,nan,I+T_perp
mv_1536,A,A,A,nan,I+T_perp
mv_1537,B,B,A,nan,I+T_perp
mv_1538,A,A,A,nan,I+T_perp
mv_1540,A,A,C,nan,I+T_perp
mv_1541,C,C,C,nan,I+T_perp
mv_1542,C,C,C,nan,I+T_perp
mv_1543,C,C,C,nan,I+T_perp
mv_1545,A,A,B,nan,I+T_perp
mv_1546,B,B,B,nan,I+T_perp
mv_1547,B,B,B,nan,I+T_perp
mv_1548,B,B,B,nan,I+T_perp
mv_1550,B:104,B,D,nan,I+T_perp
mv_1551,B,B,D,nan,I+T_perp
mv_1552,B:104,B,D,nan,I+T_perp
mv_1553,B,B,D,nan,I+T_perp
mv_1555,A,A,B,nan,I+T_perp
mv_1556,A,A,B,nan,I+T_perp
mv_1557,A,A,B,nan,I+T_perp
mv_1558,A,A,B,nan,I+T_perp
mv_1560,A,A,B,nan,I+T_perp
mv_1561,A,A,B,nan,I+T_perp
mv_1562,A,A,B,nan,I+T_perp
mv_1563,A,A,B,nan,I+T_perp
mv_1565,B,B,C,nan,I+T_perp
mv_1566,B,B,C,nan,I+T_perp
mv_1567,B,B,C,nan,I+T_perp
mv_1568,D,D,C,nan,I+T_perp
mv_1570,A,A,D,nan,I+T_perp
mv_1571,A,A,D,nan,I+T_perp
mv_1572,A,A,D,nan,I+T_perp
mv_1573,A,A,D,nan,I+T_perp
mv_1575,A,A,C,nan,I+T_perp
mv_1576,A,A,C,nan,I+T_perp
mv_1577,A,A,C,nan,I+T_perp
mv_1578,A,A,C,nan,I+T_perp
mv_1580,A,A,B,nan,I+T_perp
mv_1581,A,A,B,nan,I+T_perp
mv_1582,A,A,B,nan,I+T_perp
mv_1583,A,A,B,nan,I+T_perp
mv_1585,B,B,C,nan,I+T_perp
mv_1586,A,A,C,nan,I+T_perp
mv_1587,A,A,C,nan,I+T_perp
mv_1588,A,A,C,nan,I+T_perp
mv_1590,A,A,A,nan,I+T_perp
mv_1591,A,A,A,nan,I+T_perp
mv_1592,A,A,A,nan,I+T_perp
mv_1593,A,A,A,nan,I+T_perp
mv_1595,D,D,C,nan,I+T_perp
mv_1596,A,A,C,nan,I+T_perp
mv_1597,A,A,C,nan,I+T_perp
mv_1598,A,A,C,nan,I+T_perp
mv_1600,C:48,C,C,nan,I+T_perp
mv_1601,C:48,C,C,nan,I+T_perp
mv_1602,C,C,C,nan,I+T_perp
mv_1603,D,D,C,nan,I+T_perp
mv_1605,A,A,C,nan,I+T_perp
mv_1606,A,A,C,nan,I+T_perp
mv_1607,A,A,C,nan,I+T_perp
mv_1608,A,A,C,nan,I+T_perp
mv_1610,C,C,D,nan,I+T_perp
