item_id,image_basename,domain,subcategory,source
mv_584,,Plane Geometry,Applied,GeoQA
mv_585,,Plane Geometry,Length,GeoQA
mv_586,,Plane Geometry,Length,GeoQA
mv_587,,Plane Geometry,Length,GeoQA
mv_588,,Plane Geometry,Length,GeoQA
mv_589,,Plane Geometry,Length,GeoQA
mv_590,,Plane Geometry,Applied,GeoQA
mv_591,,Plane Geometry,Applied,GeoQA
mv_592,,Plane Geometry,Applied,GeoQA
mv_593,,Plane Geometry,Applied,GeoQA
mv_594,,Plane Geometry,Applied,GeoQA
mv_595,,Plane Geometry,Area,GeoQA
mv_596,,Plane Geometry,Area,GeoQA
mv_597,,Plane Geometry,Area,GeoQA
mv_598,,Plane Geometry,Area,GeoQA
mv_599,,Plane Geometry,Area,GeoQA
mv_600,,Plane Geometry,Applied,GeoQA
mv_601,,Plane Geometry,Applied,GeoQA
mv_602,,Plane Geometry,Applied,GeoQA
mv_603,,Plane Geometry,Applied,GeoQA
mv_604,,Plane Geometry,Applied,GeoQA
mv_605,,Plane Geometry,Length,GeoQA
mv_606,,Plane Geometry,Length,GeoQA
mv_607,,Plane Geometry,Length,GeoQA
mv_608,,Plane Geometry,Length,GeoQA
mv_609,,Plane Geometry,Length,GeoQA
mv_610,,Plane Geometry,Area,GeoQA
mv_611,,Plane Geometry,Area,GeoQA
mv_612,,Plane Geometry,Area,GeoQA
mv_613,,Plane Geometry,Area,GeoQA
mv_614,,Plane Geometry,Area,GeoQA
mv_615,,Plane Geometry,Length,GeoQA
mv_616,,Plane Geometry,Length,GeoQA
mv_617,,Plane Geometry,Length,GeoQA
mv_618,,Plane Geometry,Length,GeoQA
mv_619,,Plane Geometry,Length,GeoQA
mv_620,,Plane Geometry,Length,GeoQA
mv_621,,Plane Geometry,Length,GeoQA
mv_622,,Plane Geometry,Length,GeoQA
mv_623,,Plane Geometry,Length,GeoQA
mv_624,,Plane Geometry,Length,GeoQA
mv_625,,Plane Geometry,Area,GeoQA
mv_626,,Plane Geometry,Area,GeoQA
mv_627,,Plane Geometry,Area,GeoQA
mv_628,,Plane Geometry,Area,GeoQA
mv_629,,Plane Geometry,Area,GeoQA
mv_630,,Plane Geometry,Length,GeoQA
mv_631,,Plane Geometry,Length,GeoQA
mv_632,,Plane Geometry,Length,GeoQA
mv_633,,Plane Geometry,Length,GeoQA
mv_634,,Plane Geometry,Length,GeoQA
mv_635,,Plane Geometry,Length,GeoQA
mv_636,,Plane Geometry,Length,GeoQA
mv_637,,Plane Geometry,Length,GeoQA
mv_638,,Plane Geometry,Length,GeoQA
mv_639,,Plane Geometry,Length,GeoQA
mv_640,,Plane Geometry,Applied,GeoQA
mv_641,,Plane Geometry,Applied,GeoQA
mv_642,,Plane Geometry,Applied,GeoQA
mv_643,,Plane Geometry,Applied,GeoQA
mv_644,,Plane Geometry,Applied,GeoQA
mv_645,,Plane Geometry,Length,GeoQA
mv_646,,Plane Geometry,Length,GeoQA
mv_647,,Plane Geometry,Length,GeoQA
mv_648,,Plane Geometry,Length,GeoQA
mv_649,,Plane Geometry,Length,GeoQA
mv_650,,Plane Geometry,Length,GeoQA
mv_651,,Plane Geometry,Length,GeoQA
mv_652,,Plane Geometry,Length,GeoQA
mv_653,,Plane Geometry,Length,GeoQA
mv_654,,Plane Geometry,Length,GeoQA
mv_655,,Plane Geometry,Applied,GeoQA
mv_656,,Plane Geometry,Applied,GeoQA
mv_657,,Plane Geometry,Applied,GeoQA
mv_658,,Plane Geometry,Applied,GeoQA
mv_659,,Plane Geometry,Applied,GeoQA
mv_660,,Plane Geometry,Length,GeoQA
mv_661,,Plane Geometry,Length,GeoQA
mv_662,,Plane Geometry,Length,GeoQA
mv_663,,Plane Geometry,Length,GeoQA
mv_664,,Plane Geometry,Length,GeoQA
mv_665,,Plane Geometry,Applied,GeoQA
mv_666,,Plane Geometry,Applied,GeoQA
mv_667,,Plane Geometry,Applied,GeoQA
mv_668,,Plane Geometry,Applied,GeoQA
mv_669,,Plane Geometry,Applied,GeoQA
mv_670,,Plane Geometry,Angle,GeoQA
mv_671,,Plane Geometry,Angle,GeoQA
mv_672,,Plane Geometry,Angle,GeoQA
mv_673,,Plane Geometry,Angle,GeoQA
mv_674,,Plane Geometry,Angle,GeoQA
mv_675,,Plane Geometry,Applied,GeoQA
mv_676,,Plane Geometry,Applied,GeoQA
mv_677,,Plane Geometry,Applied,GeoQA
mv_678,,Plane Geometry,Applied,GeoQA
mv_679,,Plane Geometry,Applied,GeoQA
mv_680,,Plane Geometry,Applied,GeoQA
mv_681,,Plane Geometry,Applied,GeoQA
mv_682,,Plane Geometry,Applied,GeoQA
mv_683,,Plane Geometry,Applied,GeoQA
mv_684,,Plane Geometry,Applied,GeoQA
mv_685,,Plane Geometry,Applied,GeoQA
mv_686,,Plane Geometry,Applied,GeoQA
mv_687,,Plane Geometry,Applied,GeoQA
mv_688,,Plane Geometry,Applied,GeoQA
mv_689,,Plane Geometry,Applied,GeoQA
mv_690,,Plane Geometry,Applied,GeoQA
mv_691,,Plane Geometry,Applied,GeoQA
mv_692,,Plane Geometry,Applied,GeoQA
mv_693,,Plane Geometry,Applied,GeoQA
mv_694,,Plane Geometry,Applied,GeoQA
mv_695,,Plane Geometry,Applied,GeoQA
mv_696,,Plane Geometry,Applied,GeoQA
mv_697,,Plane Geometry,Applied,GeoQA
mv_698,,Plane Geometry,Applied,GeoQA
mv_699,,Plane Geometry,Applied,GeoQA
mv_700,,Plane Geometry,Applied,GeoQA
mv_701,,Plane Geometry,Applied,GeoQA
mv_702,,Plane Geometry,Applied,GeoQA
mv_703,,Plane Geometry,Applied,GeoQA
mv_704,,Plane Geometry,Applied,GeoQA
mv_705,,Plane Geometry,Applied,GeoQA
mv_706,,Plane Geometry,Applied,GeoQA
mv_707,,Plane Geometry,Applied,GeoQA
mv_708,,Plane Geometry,Applied,GeoQA
mv_709,,Plane Geometry,Applied,GeoQA
mv_710,,Plane Geometry,Length,GeoQA
mv_711,,Plane Geometry,Length,GeoQA
mv_712,,Plane Geometry,Length,GeoQA
mv_713,,Plane Geometry,Length,GeoQA
mv_714,,Plane Geometry,Length,GeoQA
mv_715,,Plane Geometry,Applied,GeoQA
mv_716,,Plane Geometry,Applied,GeoQA
mv_717,,Plane Geometry,Applied,GeoQA
mv_718,,Plane Geometry,Applied,GeoQA
mv_719,,Plane Geometry,Applied,GeoQA
mv_720,,Plane Geometry,Angle,GeoQA
mv_721,,Plane Geometry,Angle,GeoQA
mv_722,,Plane Geometry,Angle,GeoQA
mv_723,,Plane Geometry,Angle,GeoQA
mv_724,,Plane Geometry,Angle,GeoQA
mv_725,,Plane Geometry,Applied,GeoQA
mv_726,,Plane Geometry,Applied,GeoQA
mv_727,,Plane Geometry,Applied,GeoQA
mv_728,,Plane Geometry,Applied,GeoQA
mv_729,,Plane Geometry,Applied,GeoQA
mv_730,,Plane Geometry,Applied,GeoQA
mv_731,,Plane Geometry,Applied,GeoQA
mv_732,,Plane Geometry,Applied,GeoQA
mv_733,,Plane Geometry,Applied,GeoQA
mv_734,,Plane Geometry,Applied,GeoQA
mv_735,,Plane Geometry,Applied,GeoQA
mv_736,,Plane Geometry,Applied,GeoQA
mv_737,,Plane Geometry,Applied,GeoQA
mv_738,,Plane Geometry,Applied,GeoQA
mv_739,,Plane Geometry,Applied,GeoQA
mv_740,,Plane Geometry,Applied,GeoQA
mv_741,,Plane Geometry,Applied,GeoQA
mv_742,,Plane Geometry,Applied,GeoQA
mv_743,,Plane Geometry,Applied,GeoQA
mv_744,,Plane Geometry,Applied,GeoQA
mv_745,,Plane Geometry,Applied,GeoQA
mv_746,,Plane Geometry,Applied,GeoQA
mv_747,,Plane Geometry,Applied,GeoQA
mv_748,,Plane Geometry,Applied,GeoQA
mv_749,,Plane Geometry,Applied,GeoQA
mv_750,,Plane Geometry,Applied,GeoQA
mv_751,,Plane Geometry,Applied,GeoQA
mv_752,,Plane Geometry,Applied,GeoQA
mv_753,,Plane Geometry,Applied,GeoQA
mv_754,,Plane Geometry,Applied,GeoQA
mv_755,,Plane Geometry,Applied,GeoQA
mv_756,,Plane Geometry,Applied,GeoQA
mv_757,,Plane Geometry,Applied,GeoQA
mv_758,,Plane Geometry,Applied,GeoQA
mv_759,,Plane Geometry,Applied,GeoQA
mv_760,,Plane Geometry,Applied,GeoQA
mv_761,,Plane Geometry,Applied,GeoQA
mv_762,,Plane Geometry,Applied,GeoQA
mv_763,,Plane Geometry,Applied,GeoQA
mv_764,,Plane Geometry,Applied,GeoQA
mv_765,,Plane Geometry,Applied,GeoQA
mv_766,,Plane Geometry,Applied,GeoQA
mv_767,,Plane Geometry,Applied,GeoQA
mv_768,,Plane Geometry,Applied,GeoQA
mv_769,,Plane Geometry,Applied,GeoQA
mv_770,,Plane Geometry,Applied,GeoQA
mv_771,,Plane Geometry,Applied,GeoQA
mv_772,,Plane Geometry,Applied,GeoQA
mv_773,,Plane Geometry,Applied,GeoQA
mv_774,,Plane Geometry,Applied,GeoQA
mv_775,,Plane Geometry,Area,GeoQA
mv_776,,Plane Geometry,Area,GeoQA
mv_777,,Plane Geometry,Area,GeoQA
mv_778,,Plane Geometry,Area,GeoQA
mv_779,,Plane Geometry,Area,GeoQA
mv_780,,Plane Geometry,Angle,GeoQA
mv_781,,Plane Geometry,Angle,GeoQA
mv_782,,Plane Geometry,Angle,GeoQA
mv_783,,Plane Geometry,Angle,GeoQA
mv_784,,Plane Geometry,Angle,GeoQA
mv_785,,Plane Geometry,Angle,GeoQA
mv_786,,Plane Geometry,Angle,GeoQA
mv_787,,Plane Geometry,Angle,GeoQA
mv_788,,Plane Geometry,Angle,GeoQA
mv_789,,Plane Geometry,Angle,GeoQA
mv_790,,Plane Geometry,Angle,GeoQA
mv_791,,Plane Geometry,Angle,GeoQA
mv_792,,Plane Geometry,Angle,GeoQA
mv_793,,Plane Geometry,Angle,GeoQA
mv_794,,Plane Geometry,Angle,GeoQA
mv_795,,Plane Geometry,Angle,GeoQA
mv_796,,Plane Geometry,Angle,GeoQA
mv_797,,Plane Geometry,Angle,GeoQA
mv_798,,Plane Geometry,Angle,GeoQA
mv_799,,Plane Geometry,Angle,GeoQA
mv_800,,Plane Geometry,Applied,GeoQA
mv_801,,Plane Geometry,Applied,GeoQA
mv_802,,Plane Geometry,Applied,GeoQA
mv_803,,Plane Geometry,Applied,GeoQA
mv_804,,Plane Geometry,Applied,GeoQA
mv_805,,Plane Geometry,Angle,GeoQA
mv_806,,Plane Geometry,Angle,GeoQA
mv_807,,Plane Geometry,Angle,GeoQA
mv_808,,Plane Geometry,Angle,GeoQA
mv_809,,Plane Geometry,Angle,GeoQA
mv_810,,Plane Geometry,Angle,GeoQA
mv_811,,Plane Geometry,Angle,GeoQA
mv_812,,Plane Geometry,Angle,GeoQA
mv_813,,Plane Geometry,Angle,GeoQA
mv_814,,Plane Geometry,Angle,GeoQA
mv_815,,Plane Geometry,Angle,GeoQA
mv_816,,Plane Geometry,Angle,GeoQA
mv_817,,Plane Geometry,Angle,GeoQA
mv_818,,Plane Geometry,Angle,GeoQA
mv_819,,Plane Geometry,Angle,GeoQA
mv_820,,Plane Geometry,Angle,GeoQA
mv_821,,Plane Geometry,Angle,GeoQA
mv_822,,Plane Geometry,Angle,GeoQA
mv_823,,Plane Geometry,Angle,GeoQA
mv_824,,Plane Geometry,Angle,GeoQA
mv_825,,Plane Geometry,Angle,GeoQA
mv_826,,Plane Geometry,Angle,GeoQA
mv_827,,Plane Geometry,Angle,GeoQA
mv_828,,Plane Geometry,Angle,GeoQA
mv_829,,Plane Geometry,Angle,GeoQA
mv_830,,Plane Geometry,Angle,GeoQA
mv_831,,Plane Geometry,Angle,GeoQA
mv_832,,Plane Geometry,Angle,GeoQA
mv_833,,Plane Geometry,Angle,GeoQA
mv_834,,Plane Geometry,Angle,GeoQA
mv_835,,Plane Geometry,Angle,GeoQA
mv_836,,Plane Geometry,Angle,GeoQA
mv_837,,Plane Geometry,Angle,GeoQA
mv_838,,Plane Geometry,Angle,GeoQA
mv_839,,Plane Geometry,Angle,GeoQA
mv_840,,Plane Geometry,Length,GeoQA
mv_841,,Plane Geometry,Length,GeoQA
mv_842,,Plane Geometry,Length,GeoQA
mv_843,,Plane Geometry,Length,GeoQA
mv_844,,Plane Geometry,Length,GeoQA
mv_845,,Plane Geometry,Angle,GeoQA
mv_846,,Plane Geometry,Angle,GeoQA
mv_847,,Plane Geometry,Angle,GeoQA
mv_848,,Plane Geometry,Angle,GeoQA
mv_849,,Plane Geometry,Angle,GeoQA
mv_850,,Plane Geometry,Length,GeoQA
mv_851,,Plane Geometry,Length,GeoQA
mv_852,,Plane Geometry,Length,GeoQA
mv_853,,Plane Geometry,Length,GeoQA
mv_854,,Plane Geometry,Length,GeoQA
mv_855,,Plane Geometry,Angle,GeoQA
mv_856,,Plane Geometry,Angle,GeoQA
mv_857,,Plane Geometry,Angle,GeoQA
mv_858,,Plane Geometry,Angle,GeoQA
mv_859,,Plane Geometry,Angle,GeoQA
mv_860,,Plane Geometry,Angle,GeoQA
mv_861,,Plane Geometry,Angle,GeoQA
mv_862,,Plane Geometry,Angle,GeoQA
mv_863,,Plane Geometry,Angle,GeoQA
mv_864,,Plane Geometry,Angle,GeoQA
mv_865,,Plane Geometry,Angle,GeoQA
mv_866,,Plane Geometry,Angle,GeoQA
mv_867,,Plane Geometry,Angle,GeoQA
mv_868,,Plane Geometry,Angle,GeoQA
mv_869,,Plane Geometry,Angle,GeoQA
mv_870,,Plane Geometry,Angle,GeoQA
mv_871,,Plane Geometry,Angle,GeoQA
mv_872,,Plane Geometry,Angle,GeoQA
mv_873,,Plane Geometry,Angle,GeoQA
mv_874,,Plane Geometry,Angle,GeoQA
mv_875,,Plane Geometry,Length,GeoQA
mv_876,,Plane Geometry,Length,GeoQA
mv_877,,Plane Geometry,Length,GeoQA
mv_878,,Plane Geometry,Length,GeoQA
mv_879,,Plane Geometry,Length,GeoQA
mv_880,,Plane Geometry,Applied,GeoQA
mv_881,,Plane Geometry,Applied,GeoQA
mv_882,,Plane Geometry,Applied,GeoQA
mv_883,,Plane Geometry,Applied,GeoQA
mv_884,,Plane Geometry,Applied,GeoQA
mv_885,,Plane Geometry,Length,GeoQA
mv_886,,Plane Geometry,Length,GeoQA
mv_887,,Plane Geometry,Length,GeoQA
mv_888,,Plane Geometry,Length,GeoQA
mv_889,,Plane Geometry,Length,GeoQA
mv_890,,Plane Geometry,Length,GeoQA
mv_891,,Plane Geometry,Length,GeoQA
mv_892,,Plane Geometry,Length,GeoQA
mv_893,,Plane Geometry,Length,GeoQA
mv_894,,Plane Geometry,Length,GeoQA
mv_895,,Plane Geometry,Length,GeoQA
mv_896,,Plane Geometry,Length,GeoQA
mv_897,,Plane Geometry,Length,GeoQA
mv_898,,Plane Geometry,Length,GeoQA
mv_899,,Plane Geometry,Length,GeoQA
mv_900,,Plane Geometry,Length,GeoQA
mv_901,,Plane Geometry,Length,GeoQA
mv_902,,Plane Geometry,Length,GeoQA
mv_903,,Plane Geometry,Length,GeoQA
mv_904,,Plane Geometry,Length,GeoQA
mv_905,,Plane Geometry,Length,GeoQA
mv_906,,Plane Geometry,Length,GeoQA
mv_907,,Plane Geometry,Length,GeoQA
mv_908,,Plane Geometry,Length,GeoQA
mv_909,,Plane Geometry,Length,GeoQA
mv_910,,Plane Geometry,Length,GeoQA
mv_911,,Plane Geometry,Length,GeoQA
mv_912,,Plane Geometry,Length,GeoQA
mv_913,,Plane Geometry,Length,GeoQA
mv_914,,Plane Geometry,Length,GeoQA
mv_915,,Plane Geometry,Length,GeoQA
mv_916,,Plane Geometry,Length,GeoQA
mv_917,,Plane Geometry,Length,GeoQA
mv_918,,Plane Geometry,Length,GeoQA
mv_919,,Plane Geometry,Length,GeoQA
mv_920,,Plane Geometry,Area,GeoQA
mv_921,,Plane Geometry,Area,GeoQA
mv_922,,Plane Geometry,Area,GeoQA
mv_923,,Plane Geometry,Area,GeoQA
mv_924,,Plane Geometry,Area,GeoQA
mv_925,,Plane Geometry,Length,GeoQA
mv_926,,Plane Geometry,Length,GeoQA
mv_927,,Plane Geometry,Length,GeoQA
mv_928,,Plane Geometry,Length,GeoQA
mv_929,,Plane Geometry,Length,GeoQA
mv_930,,Plane Geometry,Length,GeoQA
mv_931,,Plane Geometry,Length,GeoQA
mv_932,,Plane Geometry,Length,GeoQA
mv_933,,Plane Geometry,Length,GeoQA
mv_934,,Plane Geometry,Length,GeoQA
mv_935,,Plane Geometry,Length,GeoQA
mv_936,,Plane Geometry,Length,GeoQA
mv_937,,Plane Geometry,Length,GeoQA
mv_938,,Plane Geometry,Length,GeoQA
mv_939,,Plane Geometry,Length,GeoQA
mv_940,,Plane Geometry,Length,GeoQA
mv_941,,Plane Geometry,Length,GeoQA
mv_942,,Plane Geometry,Length,GeoQA
mv_943,,Plane Geometry,Length,GeoQA
mv_944,,Plane Geometry,Length,GeoQA
mv_945,,Plane Geometry,Angle,GeoQA
mv_946,,Plane Geometry,Angle,GeoQA
mv_947,,Plane Geometry,Angle,GeoQA
mv_948,,Plane Geometry,Angle,GeoQA
mv_949,,Plane Geometry,Angle,GeoQA
mv_950,,Plane Geometry,Length,GeoQA
mv_951,,Plane Geometry,Length,GeoQA
mv_952,,Plane Geometry,Length,GeoQA
mv_953,,Plane Geometry,Length,GeoQA
mv_954,,Plane Geometry,Length,GeoQA
mv_955,,Plane Geometry,Length,GeoQA
mv_956,,Plane Geometry,Length,GeoQA
mv_957,,Plane Geometry,Length,GeoQA
mv_958,,Plane Geometry,Length,GeoQA
mv_959,,Plane Geometry,Length,GeoQA
mv_960,,Plane Geometry,Length,GeoQA
mv_961,,Plane Geometry,Length,GeoQA
mv_962,,Plane Geometry,Length,GeoQA
mv_963,,Plane Geometry,Length,GeoQA
mv_964,,Plane Geometry,Length,GeoQA
mv_965,,Plane Geometry,Length,GeoQA
mv_966,,Plane Geometry,Length,GeoQA
mv_967,,Plane Geometry,Length,GeoQA
mv_968,,Plane Geometry,Length,GeoQA
mv_969,,Plane Geometry,Length,GeoQA
mv_970,,Plane Geometry,Length,GeoQA
mv_971,,Plane Geometry,Length,GeoQA
mv_972,,Plane Geometry,Length,GeoQA
mv_973,,Plane Geometry,Length,GeoQA
mv_974,,Plane Geometry,Length,GeoQA
mv_975,,Plane Geometry,Area,GeoQA
mv_976,,Plane Geometry,Area,GeoQA
mv_977,,Plane Geometry,Area,GeoQA
mv_978,,Plane Geometry,Area,GeoQA
mv_979,,Plane Geometry,Area,GeoQA
mv_980,,Plane Geometry,Area,GeoQA
mv_981,,Plane Geometry,Area,GeoQA
mv_982,,Plane Geometry,Area,GeoQA
mv_983,,Plane Geometry,Area,GeoQA
mv_984,,Plane Geometry,Area,GeoQA
mv_985,,Plane Geometry,Area,Geometry3K
mv_986,,Plane Geometry,Area,Geometry3K
mv_987,,Plane Geometry,Area,Geometry3K
mv_988,,Plane Geometry,Area,Geometry3K
mv_989,,Plane Geometry,Area,Geometry3K
mv_990,,Plane Geometry,Length,Geometry3K
mv_991,,Plane Geometry,Length,Geometry3K
mv_992,,Plane Geometry,Length,Geometry3K
mv_993,,Plane Geometry,Length,Geometry3K
mv_994,,Plane Geometry,Length,Geometry3K
mv_995,,Plane Geometry,Length,Geometry3K
mv_996,,Plane Geometry,Length,Geometry3K
mv_997,,Plane Geometry,Length,Geometry3K
mv_998,,Plane Geometry,Length,Geometry3K
mv_999,,Plane Geometry,Length,Geometry3K
mv_1000,,Plane Geometry,Angle,Geometry3K
mv_1001,,Plane Geometry,Angle,Geometry3K
mv_1002,,Plane Geometry,Angle,Geometry3K
mv_1003,,Plane Geometry,Angle,Geometry3K
mv_1004,,Plane Geometry,Angle,Geometry3K
mv_1005,,Plane Geometry,Angle,Geometry3K
mv_1006,,Plane Geometry,Angle,Geometry3K
mv_1007,,Plane Geometry,Angle,Geometry3K
mv_1008,,Plane Geometry,Angle,Geometry3K
mv_1009,,Plane Geometry,Angle,Geometry3K
mv_1010,,Plane Geometry,Angle,Geometry3K
mv_1011,,Plane Geometry,Angle,Geometry3K
mv_1012,,Plane Geometry,Angle,Geometry3K
mv_1013,,Plane Geometry,Angle,Geometry3K
mv_1014,,Plane Geometry,Angle,Geometry3K
mv_1015,,Plane Geometry,Length,Geometry3K
mv_1016,,Plane Geometry,Length,Geometry3K
mv_1017,,Plane Geometry,Length,Geometry3K
mv_1018,,Plane Geometry,Length,Geometry3K
mv_1019,,Plane Geometry,Length,Geometry3K
mv_1020,,Plane Geometry,Length,Geometry3K
mv_1021,,Plane Geometry,Length,Geometry3K
mv_1022,,Plane Geometry,Length,Geometry3K
mv_1023,,Plane Geometry,Length,Geometry3K
mv_1024,,Plane Geometry,Length,Geometry3K
mv_1025,,Plane Geometry,Length,Geometry3K
mv_1026,,Plane Geometry,Length,Geometry3K
mv_1027,,Plane Geometry,Length,Geometry3K
mv_1028,,Plane Geometry,Length,Geometry3K
mv_1029,,Plane Geometry,Length,Geometry3K
mv_1030,,Plane Geometry,Area,Geometry3K
mv_1031,,Plane Geometry,Area,Geometry3K
mv_1032,,Plane Geometry,Area,Geometry3K
mv_1033,,Plane Geometry,Area,Geometry3K
mv_1034,,Plane Geometry,Area,Geometry3K
mv_1035,,Plane Geometry,Angle,Geometry3K
mv_1036,,Plane Geometry,Angle,Geometry3K
mv_1037,,Plane Geometry,Angle,Geometry3K
mv_1038,,Plane Geometry,Angle,Geometry3K
mv_1039,,Plane Geometry,Angle,Geometry3K
mv_1040,,Plane Geometry,Angle,Geometry3K
mv_1041,,Plane Geometry,Angle,Geometry3K
mv_1042,,Plane Geometry,Angle,Geometry3K
mv_1043,,Plane Geometry,Angle,Geometry3K
mv_1044,,Plane Geometry,Angle,Geometry3K
mv_1045,,Plane Geometry,Length,Geometry3K
mv_1046,,Plane Geometry,Length,Geometry3K
mv_1047,,Plane Geometry,Length,Geometry3K
mv_1048,,Plane Geometry,Length,Geometry3K
mv_1049,,Plane Geometry,Length,Geometry3K
mv_1050,,Plane Geometry,Angle,Geometry3K
mv_1051,,Plane Geometry,Angle,Geometry3K
mv_1052,,Plane Geometry,Angle,Geometry3K
mv_1053,,Plane Geometry,Angle,Geometry3K
mv_1054,,Plane Geometry,Angle,Geometry3K
mv_1055,,Plane Geometry,Angle,Geometry3K
mv_1056,,Plane Geometry,Angle,Geometry3K
mv_1057,,Plane Geometry,Angle,Geometry3K
mv_1058,,Plane Geometry,Angle,Geometry3K
mv_1059,,Plane Geometry,Angle,Geometry3K
mv_1060,,Plane Geometry,Length,Geometry3K
mv_1061,,Plane Geometry,Length,Geometry3K
mv_1062,,Plane Geometry,Length,Geometry3K
mv_1063,,Plane Geometry,Length,Geometry3K
mv_1064,,Plane Geometry,Length,Geometry3K
mv_1065,,Plane Geometry,Angle,Geometry3K
mv_1066,,Plane Geometry,Angle,Geometry3K
mv_1067,,Plane Geometry,Angle,Geometry3K
mv_1068,,Plane Geometry,Angle,Geometry3K
mv_1069,,Plane Geometry,Angle,Geometry3K
mv_1070,,Plane Geometry,Length,Geometry3K
mv_1071,,Plane Geometry,Length,Geometry3K
mv_1072,,Plane Geometry,Length,Geometry3K
mv_1073,,Plane Geometry,Length,Geometry3K
mv_1074,,Plane Geometry,Length,Geometry3K
mv_1075,,Plane Geometry,Length,Geometry3K
mv_1076,,Plane Geometry,Length,Geometry3K
mv_1077,,Plane Geometry,Length,Geometry3K
mv_1078,,Plane Geometry,Length,Geometry3K
mv_1079,,Plane Geometry,Length,Geometry3K
mv_1080,,Plane Geometry,Length,Geometry3K
mv_1081,,Plane Geometry,Length,Geometry3K
mv_1082,,Plane Geometry,Length,Geometry3K
mv_1083,,Plane Geometry,Length,Geometry3K
mv_1084,,Plane Geometry,Length,Geometry3K
mv_1085,,Plane Geometry,Length,Geometry3K
mv_1086,,Plane Geometry,Length,Geometry3K
mv_1087,,Plane Geometry,Length,Geometry3K
mv_1088,,Plane Geometry,Length,Geometry3K
mv_1089,,Plane Geometry,Length,Geometry3K
mv_1090,,Plane Geometry,Length,Geometry3K
mv_1091,,Plane Geometry,Length,Geometry3K
mv_1092,,Plane Geometry,Length,Geometry3K
mv_1093,,Plane Geometry,Length,Geometry3K
mv_1094,,Plane Geometry,Length,Geometry3K
mv_1095,,Plane Geometry,Angle,Geometry3K
mv_1096,,Plane Geometry,Angle,Geometry3K
mv_1097,,Plane Geometry,Angle,Geometry3K
mv_1098,,Plane Geometry,Angle,Geometry3K
mv_1099,,Plane Geometry,Angle,Geometry3K
mv_1100,,Plane Geometry,Length,Geometry3K
mv_1101,,Plane Geometry,Length,Geometry3K
mv_1102,,Plane Geometry,Length,Geometry3K
mv_1103,,Plane Geometry,Length,Geometry3K
mv_1104,,Plane Geometry,Length,Geometry3K
mv_1105,,Plane Geometry,Length,Geometry3K
mv_1106,,Plane Geometry,Length,Geometry3K
mv_1107,,Plane Geometry,Length,Geometry3K
mv_1108,,Plane Geometry,Length,Geometry3K
mv_1109,,Plane Geometry,Length,Geometry3K
mv_1110,,Plane Geometry,Length,Geometry3K
mv_1111,,Plane Geometry,Length,Geometry3K
mv_1112,,Plane Geometry,Length,Geometry3K
mv_1113,,Plane Geometry,Length,Geometry3K
mv_1114,,Plane Geometry,Length,Geometry3K
mv_1115,,Plane Geometry,Angle,Geometry3K
mv_1116,,Plane Geometry,Angle,Geometry3K
mv_1117,,Plane Geometry,Angle,Geometry3K
mv_1118,,Plane Geometry,Angle,Geometry3K
mv_1119,,Plane Geometry,Angle,Geometry3K
mv_1120,,Plane Geometry,Length,Geometry3K
mv_1121,,Plane Geometry,Length,Geometry3K
mv_1122,,Plane Geometry,Length,Geometry3K
mv_1123,,Plane Geometry,Length,Geometry3K
mv_1124,,Plane Geometry,Length,Geometry3K
mv_1125,,Plane Geometry,Length,Geometry3K
mv_1126,,Plane Geometry,Length,Geometry3K
mv_1127,,Plane Geometry,Length,Geometry3K
mv_1128,,Plane Geometry,Length,Geometry3K
mv_1129,,Plane Geometry,Length,Geometry3K
mv_1130,,Plane Geometry,Area,Geometry3K
mv_1131,,Plane Geometry,Area,Geometry3K
mv_1132,,Plane Geometry,Area,Geometry3K
mv_1133,,Plane Geometry,Area,Geometry3K
mv_1134,,Plane Geometry,Area,Geometry3K
mv_1135,,Plane Geometry,Length,Geometry3K
mv_1136,,Plane Geometry,Length,Geometry3K
mv_1137,,Plane Geometry,Length,Geometry3K
mv_1138,,Plane Geometry,Length,Geometry3K
mv_1139,,Plane Geometry,Length,Geometry3K
mv_1140,,Plane Geometry,Length,Geometry3K
mv_1141,,Plane Geometry,Length,Geometry3K
mv_1142,,Plane Geometry,Length,Geometry3K
mv_1143,,Plane Geometry,Length,Geometry3K
mv_1144,,Plane Geometry,Length,Geometry3K
mv_1145,,Plane Geometry,Angle,Geometry3K
mv_1146,,Plane Geometry,Angle,Geometry3K
mv_1147,,Plane Geometry,Angle,Geometry3K
mv_1148,,Plane Geometry,Angle,Geometry3K
mv_1149,,Plane Geometry,Angle,Geometry3K
mv_1150,,Plane Geometry,Angle,Geometry3K
mv_1151,,Plane Geometry,Angle,Geometry3K
mv_1152,,Plane Geometry,Angle,Geometry3K
mv_1153,,Plane Geometry,Angle,Geometry3K
mv_1154,,Plane Geometry,Angle,Geometry3K
mv_1155,,Plane Geometry,Length,Geometry3K
mv_1156,,Plane Geometry,Length,Geometry3K
mv_1157,,Plane Geometry,Length,Geometry3K
mv_1158,,Plane Geometry,Length,Geometry3K
mv_1159,,Plane Geometry,Length,Geometry3K
mv_1160,,Plane Geometry,Angle,Geometry3K
mv_1161,,Plane Geometry,Angle,Geometry3K
mv_1162,,Plane Geometry,Angle,Geometry3K
mv_1163,,Plane Geometry,Angle,Geometry3K
