item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_1107,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1108,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1110,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1111,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1112,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1113,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1115,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1116,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1117,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1118,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1120,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1121,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1122,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1123,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1125,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1126,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1127,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1128,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1130,C,C,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1131,D,D,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1132,D,D,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1133,D,D,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1135,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1136,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1137,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1138,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1140,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1141,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1142,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1143,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1145,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1146,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1147,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1148,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1150,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1151,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1152,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1153,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1155,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1156,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1157,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1158,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1160,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1161,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1162,D,D,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1163,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1165,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1166,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1167,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1168,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1170,B:110,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1171,B:110,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1172,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1173,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1175,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1176,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1177,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1178,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1180,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1181,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1182,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1183,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1185,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1186,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1187,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1188,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1190,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1191,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1192,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1193,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1195,D,D,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1196,D,D,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1197,D,D,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1198,D,D,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1200,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1201,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1202,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1203,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1205,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1206,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1207,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1208,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1210,B,B,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1211,B,B,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1212,B,B,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1213,B,B,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1215,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1216,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1217,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1218,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1220,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1221,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1222,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1223,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1225,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1226,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1227,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1228,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1230,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1231,B:44,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1232,B:44,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1233,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1235,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1236,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1237,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1238,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1240,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1241,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1242,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1243,D,D,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1245,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1246,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1247,D,D,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1248,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1250,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1251,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1252,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1253,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1255,C:9,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1256,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1257,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1258,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1260,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1261,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1262,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1263,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1265,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1266,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1267,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1268,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1270,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1271,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1272,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1273,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1275,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1276,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1277,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1278,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1280,A:10,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1281,A:10,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1282,A:10,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1283,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1285,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1286,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1287,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1288,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1290,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1291,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1292,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1293,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1295,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1296,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1297,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1298,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1300,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1301,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1302,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1303,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1305,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1306,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1307,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1308,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1310,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1311,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1312,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1313,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1315,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1316,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1317,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1318,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1320,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1321,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1322,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1323,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1325,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1326,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1327,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1328,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1330,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1331,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1332,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1333,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1335,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1336,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1337,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1338,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1340,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1341,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1342,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1343,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1345,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1346,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1347,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1348,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1350,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1351,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1352,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1353,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1355,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1356,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1357,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1358,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1360,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1361,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1362,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1363,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1365,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1366,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1367,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1368,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1370,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1371,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1372,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1373,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1375,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1376,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1377,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1378,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1380,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1381,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1382,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1383,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1385,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1386,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1387,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1388,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1390,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1391,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1392,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1393,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1395,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1396,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1397,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1398,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1400,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1401,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1402,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1403,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1405,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1406,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1407,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1408,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1410,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1411,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1412,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1413,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1415,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1416,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1417,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1418,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1420,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1421,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1422,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1423,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1425,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1426,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1427,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1428,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1430,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1431,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1432,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1433,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1435,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1436,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1437,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1438,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1440,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1441,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1442,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1443,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1445,D,D,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1446,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1447,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1448,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1450,A,A,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1451,A,A,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1452,A,A,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1453,A,A,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1455,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1456,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1457,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1458,A,A,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1460,B,B,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1461,B,B,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1462,B,B,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1463,B,B,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1465,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1466,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1467,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1468,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1470,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1471,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1472,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1473,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1475,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1476,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1477,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1478,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1480,D:123,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1481,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1482,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1483,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1485,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1486,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1487,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1488,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1490,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1491,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1492,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1493,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1495,B:2 \sqrt { 11 },B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1496,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1497,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1498,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1500,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1501,A:5.8,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1502,A:5.8,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1503,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1505,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1506,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1507,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1508,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1510,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1511,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1512,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1513,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1515,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1516,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1517,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1518,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1520,D,D,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1521,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1522,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1523,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1525,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1526,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1527,A,A,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1528,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1530,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1531,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1532,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1533,D,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1535,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1536,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1537,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1538,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1540,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1541,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1542,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1543,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1545,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1546,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
