item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_912,B,B,D,nan,I+T
mv_913,B,B,D,nan,I+T
mv_915,D,D,D,nan,I+T
mv_916,C,C,D,nan,I+T
mv_917,C,C,D,nan,I+T
mv_918,D:2√{3},D,D,nan,I+T
mv_920,C,C,B,nan,I+T
mv_921,A,A,B,nan,I+T
mv_922,A,A,B,nan,I+T
mv_923,A,A,B,nan,I+T
mv_925,B,B,B,nan,I+T
mv_926,D:2√{3},D,B,nan,I+T
mv_927,B,B,B,nan,I+T
mv_928,B,B,B,nan,I+T
mv_930,A,A,B,nan,I+T
mv_931,B,B,B,nan,I+T
mv_932,B,B,B,nan,I+T
mv_933,A,A,B,nan,I+T
mv_935,B:√{2},B,C,nan,I+T
mv_936,B:√{2},B,C,nan,I+T
mv_937,B:√{2},B,C,nan,I+T
mv_938,A,A,C,nan,I+T
mv_940,B,B,B,nan,I+T
mv_941,B,B,B,nan,I+T
mv_942,B,B,B,nan,I+T
mv_943,B,B,B,nan,I+T
mv_945,C:55°,C,A,nan,I+T
mv_946,C,C,A,nan,I+T
mv_947,D,D,A,nan,I+T
mv_948,A,A,A,nan,I+T
mv_950,B: \frac{3}{2},B,D,nan,I+T
mv_951,C:\frac{2}{3}√{3},C,D,nan,I+T
mv_952,C:\frac{2}{3}√{3},C,D,nan,I+T
mv_953,A,A,D,nan,I+T
mv_955,B,B,B,nan,I+T
mv_956,B,B,B,nan,I+T
mv_957,B,B,B,nan,I+T
mv_958,D:5√{3},D,B,nan,I+T
mv_960,C,C,C,nan,I+T
mv_961,C,C,C,nan,I+T
mv_962,A,A,C,nan,I+T
mv_963,B,B,C,nan,I+T
mv_965,C:6√{3}cm,C,D,nan,I+T
mv_966,C:6√{3}cm,C,D,nan,I+T
mv_967,C:6√{3}cm,C,D,nan,I+T
mv_968,C,C,D,nan,I+T
mv_970,A,A,B,nan,I+T
mv_971,A,A,B,nan,I+T
mv_972,A,A,B,nan,I+T
mv_973,A,A,B,nan,I+T
mv_975,B:8π平方米,B,D,nan,I+T
mv_976,B:8π平方米,B,D,nan,I+T
mv_977,B:8π平方米,B,D,nan,I+T
mv_978,B:8πm^2,B,D,nan,I+T
mv_980,C:6√{2},C,B,nan,I+T
mv_981,C:6√{2},C,B,nan,I+T
mv_982,C:6√{2},C,B,nan,I+T
mv_983,A,A,B,nan,I+T
mv_985,C,C,B,nan,I+T
mv_986,C:120,C,B,nan,I+T
mv_987,C,C,B,nan,I+T
mv_988,C:120,C,B,nan,I+T
mv_990,C,C,A,nan,I+T
mv_991,C,C,A,nan,I+T
mv_992,C,C,A,nan,I+T
mv_993,B,B,A,nan,I+T
mv_995,A,A,A,nan,I+T
mv_996,A,A,A,nan,I+T
mv_997,A,A,A,nan,I+T
mv_998,A,A,A,nan,I+T
mv_1000,B,B,B,nan,I+T
mv_1001,B,B,B,nan,I+T
mv_1002,B,B,B,nan,I+T
mv_1003,B,B,B,nan,I+T
mv_1005,A,A,D,nan,I+T
mv_1006,A,A,D,nan,I+T
mv_1007,A:33,A,D,nan,I+T
mv_1008,A,A,D,nan,I+T
mv_1010,D,D,A,nan,I+T
mv_1011,C,C,A,nan,I+T
mv_1012,C,C,A,nan,I+T
mv_1013,C,C,A,nan,I+T
mv_1015,A,A,C,nan,I+T
mv_1016,A,A,C,nan,I+T
mv_1017,A,A,C,nan,I+T
mv_1018,B,B,C,nan,I+T
mv_1020,A,A,C,nan,I+T
mv_1021,A,A,C,nan,I+T
mv_1022,A,A,C,nan,I+T
mv_1023,A,A,C,nan,I+T
mv_1025,C:36,C,D,nan,I+T
mv_1026,C:36,C,D,nan,I+T
mv_1027,C D = x + 5,C,D,nan,I+T
mv_1028,C:36,C,D,nan,I+T
mv_1030,A,A,B,nan,I+T
mv_1031,A,A,B,nan,I+T
mv_1032,A,A,B,nan,I+T
mv_1033,A,A,B,nan,I+T
mv_1035,B,B,A,nan,I+T
mv_1036,B,B,A,nan,I+T
mv_1037,B,B,A,nan,I+T
mv_1038,B,B,A,nan,I+T
mv_1040,B:60,B,B,nan,I+T
mv_1041,B:60,B,B,nan,I+T
mv_1042,B,B,B,nan,I+T
mv_1043,B:60,B,B,nan,I+T
mv_1045,A:12,A,B,nan,I+T
mv_1046,A:12,A,B,nan,I+T
mv_1047,A:12,A,B,nan,I+T
mv_1048,A:12,A,B,nan,I+T
mv_1050,C,C,A,nan,I+T
mv_1051,C,C,A,nan,I+T
mv_1052,C,C,A,nan,I+T
mv_1053,A,A,A,nan,I+T
mv_1055,D,D,B,nan,I+T
mv_1056,D,D,B,nan,I+T
mv_1057,D,D,B,nan,I+T
mv_1058,D,D,B,nan,I+T
mv_1060,A,A,C,nan,I+T
mv_1061,A,A,C,nan,I+T
mv_1062,A,A,C,nan,I+T
mv_1063,A,A,C,nan,I+T
mv_1065,A,A,D,nan,I+T
mv_1066,A,A,D,nan,I+T
mv_1067,A,A,D,nan,I+T
mv_1068,A,A,D,nan,I+T
mv_1070,A,A,B,nan,I+T
mv_1071,A,A,B,nan,I+T
mv_1072,A,A,B,nan,I+T
mv_1073,A,A,B,nan,I+T
mv_1075,B,B,D,nan,I+T
mv_1076,B,B,D,nan,I+T
mv_1077,B,B,D,nan,I+T
mv_1078,B,B,D,nan,I+T
mv_1080,A,A,C,nan,I+T
mv_1081,A,A,C,nan,I+T
mv_1082,A,A,C,nan,I+T
mv_1083,A,A,C,nan,I+T
mv_1085,A,A,B,nan,I+T
mv_1086,D,D,B,nan,I+T
mv_1087,D,D,B,nan,I+T
mv_1088,A,A,B,nan,I+T
mv_1090,A,A,C,nan,I+T
mv_1091,A,A,C,nan,I+T
mv_1092,B,B,C,nan,I+T
mv_1093,A,A,C,nan,I+T
mv_1095,A,A,A,nan,I+T
mv_1096,A,A,A,nan,I+T
mv_1097,A,A,A,nan,I+T
mv_1098,A,A,A,nan,I+T
mv_1100,B,B,B,nan,I+T
mv_1101,B,B,B,nan,I+T
mv_1102,B,B,B,nan,I+T
mv_1103,B,B,B,nan,I+T
mv_1105,A,A,C,nan,I+T
mv_1106,A,A,C,nan,I+T
mv_1107,A,A,C,nan,I+T
mv_1108,A,A,C,nan,I+T
mv_1110,B,B,A,nan,I+T
mv_1111,A,A,A,nan,I+T
mv_1112,A,A,A,nan,I+T
mv_1113,A,A,A,nan,I+T
mv_1115,C,C,B,nan,I+T
mv_1116,C,C,B,nan,I+T
mv_1117,C,C,B,nan,I+T
mv_1118,C,C,B,nan,I+T
mv_1120,B,B,D,nan,I+T
mv_1121,B,B,D,nan,I+T
mv_1122,A,A,D,nan,I+T
mv_1123,B,B,D,nan,I+T
mv_1125,A,A,C,nan,I+T
mv_1126,B,B,C,nan,I+T
mv_1127,B:6 \sqrt { 6 },B,C,nan,I+T
mv_1128,B:6 \sqrt { 6 },B,C,nan,I+T
mv_1130,C,C,D,nan,I+T
mv_1131,D,D,D,nan,I+T
mv_1132,D,D,D,nan,I+T
mv_1133,D,D,D,nan,I+T
mv_1135,A,A,C,nan,I+T
mv_1136,A,A,C,nan,I+T
mv_1137,A,A,C,nan,I+T
mv_1138,D,D,C,nan,I+T
mv_1140,B:54,B,C,nan,I+T
mv_1141,A,A,C,nan,I+T
mv_1142,B,B,C,nan,I+T
mv_1143,A,A,C,nan,I+T
mv_1145,C:30,C,D,nan,I+T
mv_1146,C,C,D,nan,I+T
mv_1147,C,C,D,nan,I+T
mv_1148,C,C,D,nan,I+T
mv_1150,C,C,B,nan,I+T
mv_1151,A,A,B,nan,I+T
mv_1152,A,A,B,nan,I+T
mv_1153,A,A,B,nan,I+T
mv_1155,A,A,B,nan,I+T
mv_1156,A,A,B,nan,I+T
mv_1157,B,B,B,nan,I+T
mv_1158,A,A,B,nan,I+T
mv_1160,B,B,A,nan,I+T
mv_1161,B,B,A,nan,I+T
mv_1162,D,D,A,nan,I+T
mv_1163,B,B,A,nan,I+T
mv_1165,C,C,C,nan,I+T
mv_1166,A,A,C,nan,I+T
mv_1167,A,A,C,nan,I+T
mv_1168,A,A,C,nan,I+T
mv_1170,B:110,B,B,nan,I+T
mv_1171,B:110,B,B,nan,I+T
mv_1172,B:110,B,B,nan,I+T
mv_1173,B:110,B,B,nan,I+T
mv_1175,A,A,C,nan,I+T
mv_1176,A,A,C,nan,I+T
mv_1177,A,A,C,nan,I+T
mv_1178,A,A,C,nan,I+T
mv_1180,C,C,C,nan,I+T
mv_1181,C,C,C,nan,I+T
mv_1182,C,C,C,nan,I+T
mv_1183,A,A,C,nan,I+T
mv_1185,B:4 \sqrt { 2 },B,B,nan,I+T
mv_1186,B,B,B,nan,I+T
mv_1187,B,B,B,nan,I+T
mv_1188,B,B,B,nan,I+T
mv_1190,A,A,B,nan,I+T
mv_1191,A,A,B,nan,I+T
mv_1192,B,B,B,nan,I+T
mv_1193,A,A,B,nan,I+T
mv_1195,D,D,A,nan,I+T
mv_1196,D,D,A,nan,I+T
mv_1197,D,D,A,nan,I+T
mv_1198,D,D,A,nan,I+T
mv_1200,A,A,D,nan,I+T
mv_1201,A,A,D,nan,I+T
mv_1202,A,A,D,nan,I+T
mv_1203,C,C,D,nan,I+T
mv_1205,A,A,C,nan,I+T
mv_1206,A,A,C,nan,I+T
mv_1207,A,A,C,nan,I+T
mv_1208,A,A,C,nan,I+T
mv_1210,B,B,D,nan,I+T
mv_1211,B,B,D,nan,I+T
mv_1212,B,B,D,nan,I+T
mv_1213,B,B,D,nan,I+T
mv_1215,C:58,C,B,nan,I+T
mv_1216,C:58,C,B,nan,I+T
mv_1217,C:58,C,B,nan,I+T
mv_1218,C:58,C,B,nan,I+T
mv_1220,B,B,A,nan,I+T
mv_1221,B,B,A,nan,I+T
mv_1222,B,B,A,nan,I+T
mv_1223,B,B,A,nan,I+T
mv_1225,A,A,B,nan,I+T
mv_1226,A,A,B,nan,I+T
mv_1227,A,A,B,nan,I+T
mv_1228,A,A,B,nan,I+T
mv_1230,D:118,D,B,nan,I+T
mv_1231,B:44,B,B,nan,I+T
mv_1232,B:44,B,B,nan,I+T
mv_1233,D,D,B,nan,I+T
mv_1235,D,D,C,nan,I+T
mv_1236,D,D,C,nan,I+T
mv_1237,D,D,C,nan,I+T
mv_1238,D,D,C,nan,I+T
mv_1240,A,A,D,nan,I+T
mv_1241,A,A,D,nan,I+T
mv_1242,A,A,D,nan,I+T
mv_1243,A,A,D,nan,I+T
mv_1245,B,B,D,nan,I+T
mv_1246,B,B,D,nan,I+T
mv_1247,B,B,D,nan,I+T
mv_1248,A,A,D,nan,I+T
mv_1250,C,C,A,nan,I+T
mv_1251,C,C,A,nan,I+T
mv_1252,C,C,A,nan,I+T
mv_1253,C,C,A,nan,I+T
mv_1255,C:9,C,B,nan,I+T
mv_1256,C,C,B,nan,I+T
mv_1257,C,C,B,nan,I+T
mv_1258,B,B,B,nan,I+T
mv_1260,B,B,C,nan,I+T
mv_1261,B,B,C,nan,I+T
mv_1262,B,B,C,nan,I+T
mv_1263,B,B,C,nan,I+T
mv_1265,B,B,D,nan,I+T
mv_1266,B,B,D,nan,I+T
mv_1267,B,B,D,nan,I+T
mv_1268,B,B,D,nan,I+T
mv_1270,B:14.9,B,B,nan,I+T
mv_1271,B,B,B,nan,I+T
mv_1272,B,B,B,nan,I+T
mv_1273,B,B,B,nan,I+T
mv_1275,A,A,A,nan,I+T
mv_1276,A,A,A,nan,I+T
mv_1277,A,A,A,nan,I+T
mv_1278,A,A,A,nan,I+T
mv_1280,A:10,A,C,nan,I+T
mv_1281,A:10,A,C,nan,I+T
mv_1282,A:10,A,C,nan,I+T
mv_1283,B,B,C,nan,I+T
mv_1285,A,A,B,nan,I+T
mv_1286,A,A,B,nan,I+T
mv_1287,A,A,B,nan,I+T
mv_1288,A,A,B,nan,I+T
mv_1290,A,A,C,nan,I+T
mv_1291,A,A,C,nan,I+T
mv_1292,A,A,C,nan,I+T
mv_1293,A,A,C,nan,I+T
mv_1295,C,C,B,nan,I+T
mv_1296,B,B,B,nan,I+T
mv_1297,B,B,B,nan,I+T
mv_1298,B,B,B,nan,I+T
mv_1300,C,C,B,nan,I+T
mv_1301,C,C,B,nan,I+T
mv_1302,C,C,B,nan,I+T
mv_1303,A,A,B,nan,I+T
mv_1305,C,C,C,nan,I+T
mv_1306,C,C,C,nan,I+T
mv_1307,C,C,C,nan,I+T
mv_1308,C,C,C,nan,I+T
mv_1310,C,C,B,nan,I+T
mv_1311,C,C,B,nan,I+T
mv_1312,C,C,B,nan,I+T
mv_1313,C,C,B,nan,I+T
mv_1315,C,C,C,nan,I+T
mv_1316,B,B,C,nan,I+T
mv_1317,B,B,C,nan,I+T
mv_1318,A,A,C,nan,I+T
mv_1320,B,B,B,nan,I+T
mv_1321,A,A,B,nan,I+T
mv_1322,B,B,B,nan,I+T
mv_1323,B,B,B,nan,I+T
mv_1325,B,B,D,nan,I+T
mv_1326,B,B,D,nan,I+T
mv_1327,B,B,D,nan,I+T
mv_1328,B,B,D,nan,I+T
mv_1330,D,D,C,nan,I+T
mv_1331,D,D,C,nan,I+T
mv_1332,D,D,C,nan,I+T
mv_1333,D,D,C,nan,I+T
mv_1335,C,C,A,nan,I+T
mv_1336,C,C,A,nan,I+T
mv_1337,C,C,A,nan,I+T
mv_1338,C,C,A,nan,I+T
mv_1340,B,B,C,nan,I+T
mv_1341,B,B,C,nan,I+T
mv_1342,B,B,C,nan,I+T
mv_1343,B,B,C,nan,I+T
mv_1345,C,C,C,nan,I+T
mv_1346,C,C,C,nan,I+T
mv_1347,C,C,C,nan,I+T
mv_1348,C,C,C,nan,I+T
mv_1350,A,A,B,nan,I+T
mv_1351,C,C,B,nan,I+T
mv_1352,C,C,B,nan,I+T
mv_1353,C,C,B,nan,I+T
mv_1355,A:4 \sqrt { 2 },A,A,nan,I+T
mv_1356,A,A,A,nan,I+T
mv_1357,A,A,A,nan,I+T
mv_1358,A,A,A,nan,I+T
mv_1360,B,B,B,nan,I+T
mv_1361,B,B,B,nan,I+T
mv_1362,B,B,B,nan,I+T
mv_1363,A,A,B,nan,I+T
mv_1365,A,A,C,nan,I+T
mv_1366,B,B,C,nan,I+T
mv_1367,B,B,C,nan,I+T
mv_1368,B,B,C,nan,I+T
mv_1370,B,B,C,nan,I+T
mv_1371,A,A,C,nan,I+T
mv_1372,A,A,C,nan,I+T
mv_1373,A,A,C,nan,I+T
mv_1375,D,D,C,nan,I+T
mv_1376,B:33,B,C,nan,I+T
mv_1377,B:33,B,C,nan,I+T
mv_1378,A,A,C,nan,I+T
mv_1380,B,B,C,nan,I+T
mv_1381,B,B,C,nan,I+T
mv_1382,B,B,C,nan,I+T
mv_1383,B,B,C,nan,I+T
mv_1385,D,D,A,nan,I+T
mv_1386,D,D,A,nan,I+T
mv_1387,D,D,A,nan,I+T
mv_1388,D,D,A,nan,I+T
mv_1390,B,B,A,nan,I+T
mv_1391,A,A,A,nan,I+T
mv_1392,A,A,A,nan,I+T
mv_1393,B,B,A,nan,I+T
mv_1395,A,A,B,nan,I+T
mv_1396,A,A,B,nan,I+T
mv_1397,A,A,B,nan,I+T
mv_1398,A,A,B,nan,I+T
mv_1400,A,A,A,nan,I+T
mv_1401,A,A,A,nan,I+T
mv_1402,A,A,A,nan,I+T
mv_1403,A,A,A,nan,I+T
mv_1405,B,B,B,nan,I+T
mv_1406,B,B,B,nan,I+T
mv_1407,B,B,B,nan,I+T
mv_1408,B,B,B,nan,I+T
mv_1410,A,A,C,nan,I+T
mv_1411,B,B,C,nan,I+T
mv_1412,B,B,C,nan,I+T
mv_1413,D,D,C,nan,I+T
mv_1415,B,B,B,nan,I+T
mv_1416,B,B,B,nan,I+T
mv_1417,B,B,B,nan,I+T
mv_1418,B,B,B,nan,I+T
mv_1420,B,B,C,nan,I+T
mv_1421,B,B,C,nan,I+T
mv_1422,B,B,C,nan,I+T
mv_1423,B,B,C,nan,I+T
mv_1425,C,C,D,nan,I+T
mv_1426,A,A,D,nan,I+T
mv_1427,A,A,D,nan,I+T
mv_1428,A,A,D,nan,I+T
mv_1430,B,B,D,nan,I+T
mv_1431,C,C,D,nan,I+T
mv_1432,C,C,D,nan,I+T
mv_1433,C,C,D,nan,I+T
mv_1435,A,A,A,nan,I+T
mv_1436,A,A,A,nan,I+T
mv_1437,A,A,A,nan,I+T
mv_1438,A,A,A,nan,I+T
mv_1440,C,C,B,nan,I+T
mv_1441,C,C,B,nan,I+T
mv_1442,D,D,B,nan,I+T
mv_1443,A,A,B,nan,I+T
mv_1445,D,D,A,nan,I+T
mv_1446,B,B,A,nan,I+T
mv_1447,B,B,A,nan,I+T
mv_1448,B,B,A,nan,I+T
mv_1450,C,C,D,nan,I+T
mv_1451,A,A,D,nan,I+T
mv_1452,A,A,D,nan,I+T
mv_1453,A,A,D,nan,I+T
mv_1455,B,B,D,nan,I+T
mv_1456,B,B,D,nan,I+T
mv_1457,B,B,D,nan,I+T
mv_1458,A,A,D,nan,I+T
mv_1460,B,B,C,nan,I+T
mv_1461,B,B,C,nan,I+T
mv_1462,B,B,C,nan,I+T
mv_1463,B,B,C,nan,I+T
mv_1465,B,B,A,nan,I+T
mv_1466,B,B,A,nan,I+T
mv_1467,B,B,A,nan,I+T
mv_1468,B,B,A,nan,I+T
mv_1470,A,A,A,nan,I+T
mv_1471,C,C,A,nan,I+T
mv_1472,C,C,A,nan,I+T
mv_1473,C,C,A,nan,I+T
mv_1475,C,C,B,nan,I+T
mv_1476,D,D,B,nan,I+T
mv_1477,C,C,B,nan,I+T
mv_1478,D,D,B,nan,I+T
mv_1480,A,A,B,nan,I+T
mv_1481,A,A,B,nan,I+T
mv_1482,A,A,B,nan,I+T
mv_1483,D,D,B,nan,I+T
mv_1485,A,A,A,nan,I+T
mv_1486,A,A,A,nan,I+T
mv_1487,A,A,A,nan,I+T
mv_1488,A,A,A,nan,I+T
mv_1490,A,A,C,nan,I+T
mv_1491,A,A,C,nan,I+T
mv_1492,A,A,C,nan,I+T
mv_1493,A,A,C,nan,I+T
mv_1495,B:2 \sqrt { 11 },B,B,nan,I+T
mv_1496,B,B,B,nan,I+T
mv_1497,B,B,B,nan,I+T
mv_1498,B,B,B,nan,I+T
mv_1500,A:5.8,A,A,nan,I+T
mv_1501,A:5.8,A,A,nan,I+T
mv_1502,A:5.8,A,A,nan,I+T
mv_1503,C,C,A,nan,I+T
mv_1505,B,B,A,nan,I+T
mv_1506,B,B,A,nan,I+T
mv_1507,B,B,A,nan,I+T
mv_1508,B,B,A,nan,I+T
mv_1510,C,C,B,nan,I+T
mv_1511,A,A,B,nan,I+T
mv_1512,A,A,B,nan,I+T
mv_1513,A,A,B,nan,I+T
mv_1515,B,B,C,nan,I+T
mv_1516,B,B,C,nan,I+T
mv_1517,B,B,C,nan,I+T
mv_1518,B,B,C,nan,I+T
mv_1520,D,D,D,nan,I+T
mv_1521,C,C,D,nan,I+T
mv_1522,C,C,D,nan,I+T
mv_1523,A,A,D,nan,I+T
mv_1525,A,A,A,nan,I+T
mv_1526,A,A,A,nan,I+T
mv_1527,A,A,A,nan,I+T
mv_1528,A,A,A,nan,I+T
mv_1530,C,C,B,nan,I+T
mv_1531,D,D,B,nan,I+T
mv_1532,D,D,B,nan,I+T
mv_1533,D,D,B,nan,I+T
mv_1535,C,C,A,nan,I+T
mv_1536,B,B,A,nan,I+T
mv_1537,A,A,A,nan,I+T
mv_1538,B,B,A,nan,I+T
mv_1540,A,A,C,nan,I+T
mv_1541,C,C,C,nan,I+T
mv_1542,C,C,C,nan,I+T
mv_1543,C,C,C,nan,I+T
mv_1545,A,A,B,nan,I+T
mv_1546,B,B,B,nan,I+T
mv_1547,B,B,B,nan,I+T
mv_1548,B,B,B,nan,I+T
mv_1550,B:104,B,D,nan,I+T
mv_1551,B:104,B,D,nan,I+T
mv_1552,B:104,B,D,nan,I+T
mv_1553,B,B,D,nan,I+T
mv_1555,A,A,B,nan,I+T
mv_1556,C,C,B,nan,I+T
mv_1557,C,C,B,nan,I+T
mv_1558,C,C,B,nan,I+T
mv_1560,A,A,B,nan,I+T
mv_1561,C,C,B,nan,I+T
mv_1562,C,C,B,nan,I+T
mv_1563,C,C,B,nan,I+T
mv_1565,B,B,C,nan,I+T
mv_1566,B,B,C,nan,I+T
mv_1567,B,B,C,nan,I+T
mv_1568,D,D,C,nan,I+T
mv_1570,A,A,D,nan,I+T
mv_1571,B,B,D,nan,I+T
mv_1572,A,A,D,nan,I+T
mv_1573,B,B,D,nan,I+T
mv_1575,A,A,C,nan,I+T
mv_1576,A,A,C,nan,I+T
mv_1577,A,A,C,nan,I+T
mv_1578,A,A,C,nan,I+T
mv_1580,A,A,B,nan,I+T
mv_1581,A,A,B,nan,I+T
mv_1582,A,A,B,nan,I+T
mv_1583,A,A,B,nan,I+T
mv_1585,B,B,C,nan,I+T
mv_1586,A,A,C,nan,I+T
mv_1587,A,A,C,nan,I+T
mv_1588,A,A,C,nan,I+T
mv_1590,C,C,A,nan,I+T
mv_1591,A,A,A,nan,I+T
mv_1592,A,A,A,nan,I+T
mv_1593,A,A,A,nan,I+T
mv_1595,A,A,C,nan,I+T
mv_1596,A,A,C,nan,I+T
mv_1597,A,A,C,nan,I+T
mv_1598,A:3,A,C,nan,I+T
mv_1600,C:48,C,C,nan,I+T
mv_1601,C:48,C,C,nan,I+T
mv_1602,C:48,C,C,nan,I+T
mv_1603,D,D,C,nan,I+T
mv_1605,A,A,C,nan,I+T
mv_1606,A,A,C,nan,I+T
mv_1607,B,B,C,nan,I+T
mv_1608,A,A,C,nan,I+T
mv_1610,C:12,C,D,nan,I+T
mv_1611,C:12,C,D,nan,I+T
mv_1612,C:12,C,D,nan,I+T
mv_1613,C,C,D,nan,I+T
mv_1615,A,A,C,nan,I+T
mv_1616,A,A,C,nan,I+T
mv_1617,A,A,C,nan,I+T
mv_1618,A,A,C,nan,I+T
mv_1620,B,B,B,nan,I+T
mv_1621,B,B,B,nan,I+T
mv_1622,B,B,B,nan,I+T
mv_1623,B,B,B,nan,I+T
mv_1625,A,A,A,nan,I+T
mv_1626,C,C,A,nan,I+T
mv_1627,C,C,A,nan,I+T
mv_1628,C,C,A,nan,I+T
mv_1630,335,335,11.8,14.16,I+T
mv_1631,10.7,10.7,11.8,14.16,I+T
mv_1632,10.7,10.7,11.8,14.16,I+T
mv_1633,10.7,10.7,11.8,14.16,I+T
mv_1635,17.6,17.6,22.3,26.76,I+T
mv_1636,17.6,17.6,22.3,26.76,I+T
mv_1637,17.6,17.6,22.3,26.76,I+T
mv_1638,17.6,17.6,22.3,26.76,I+T
mv_1640,916,916,2191.7 metres,nan,I+T
mv_1641,145.96,145.96,2191.7 metres,nan,I+T
mv_1642,145.96,145.96,2191.7 metres,nan,I+T
mv_1643,1496,1496,2191.7 metres,nan,I+T
mv_1645,191,191,S 23.5 ^\circ W,nan,I+T
mv_1646,190,190,S 23.5 ^\circ W,nan,I+T
mv_1647,190,190,S 23.5 ^\circ W,nan,I+T
mv_1648,190,190,S 23.5 ^\circ W,nan,I+T
mv_1650,45,45,315^\circT,nan,I+T
mv_1651,45,45,315^\circT,nan,I+T
mv_1652,45,45,315^\circT,nan,I+T
mv_1653,45,45,315^\circT,nan,I+T
mv_1655,50,50,230 ^\circ T,nan,I+T
mv_1656,50,50,230 ^\circ T,nan,I+T
mv_1657,50,50,230 ^\circ T,nan,I+T
mv_1658,50,50,230 ^\circ T,nan,I+T
mv_1660,37°,37°,217 ^\circ T,nan,I+T
mv_1661,180,180,217 ^\circ T,nan,I+T
mv_1662,45,45,217 ^\circ T,nan,I+T
mv_1663,180,180,217 ^\circ T,nan,I+T
mv_1665,28°,28°,118掳T,nan,I+T
mv_1666,29.5,29.5,118掳T,nan,I+T
mv_1667,29.5,29.5,118掳T,nan,I+T
mv_1668,28.9,28.9,118掳T,nan,I+T
mv_1670,32°,32°,212°T,nan,I+T
mv_1671,320,320,212°T,nan,I+T
mv_1672,320,320,212°T,nan,I+T
mv_1673,320,320,212°T,nan,I+T
mv_1675,31°,31°,329° T,nan,I+T
mv_1676,315,315,329° T,nan,I+T
mv_1677,315,315,329° T,nan,I+T
mv_1678,315,315,329° T,nan,I+T
mv_1680,48,48,270 ^\circ T,nan,I+T
mv_1681,37,37,270 ^\circ T,nan,I+T
mv_1682,37,37,270 ^\circ T,nan,I+T
mv_1683,370,370,270 ^\circ T,nan,I+T
mv_1685,135°,135°,319 ^\circ T,nan,I+T
mv_1686,390,390,319 ^\circ T,nan,I+T
mv_1687,390,390,319 ^\circ T,nan,I+T
mv_1688,390,390,319 ^\circ T,nan,I+T
mv_1690,D,D,090^\circ T,nan,I+T
mv_1691,D,D,090^\circ T,nan,I+T
mv_1692,49,49,090^\circ T,nan,I+T
mv_1693,D,D,090^\circ T,nan,I+T
mv_1695,D,D,053 ^\circ T,nan,I+T
mv_1696,C,C,053 ^\circ T,nan,I+T
mv_1697,347,347,053 ^\circ T,nan,I+T
mv_1698,A,A,053 ^\circ T,nan,I+T
mv_1700,53,53,132 ^\circT,nan,I+T
mv_1701,45,45,132 ^\circT,nan,I+T
mv_1702,45,45,132 ^\circT,nan,I+T
mv_1703,45,45,132 ^\circT,nan,I+T
mv_1705,137°,137°,221 ^\circ T,nan,I+T
mv_1706,40,40,221 ^\circ T,nan,I+T
mv_1707,40,40,221 ^\circ T,nan,I+T
mv_1708,40,40,221 ^\circ T,nan,I+T
mv_1710,3.2,3.2,62^\circ,nan,I+T
mv_1711,3.2,3.2,62^\circ,nan,I+T
mv_1712,3.2,3.2,62^\circ,nan,I+T
mv_1713,32,32,62^\circ,nan,I+T
mv_1715,0.42,0.42,53.6^\circ,nan,I+T
mv_1716,42,42,53.6^\circ,nan,I+T
mv_1717,42,42,53.6^\circ,nan,I+T
mv_1718,42,42,53.6^\circ,nan,I+T
mv_1720,116,116,90.1,108.12,I+T
mv_1721,116,116,90.1,108.12,I+T
mv_1722,116,116,90.1,108.12,I+T
mv_1723,116,116,90.1,108.12,I+T
mv_1725,25,25,37.23,44.68,I+T
mv_1726,25,25,37.23,44.68,I+T
mv_1727,25,25,37.23,44.68,I+T
mv_1728,25,25,37.23,44.68,I+T
mv_1730,20,20,19,23.0,I+T
mv_1731,43,43,19,23.0,I+T
mv_1732,43,43,19,23.0,I+T
mv_1733,43,43,19,23.0,I+T
mv_1735,198,198,285,342.0,I+T
mv_1736,40,40,285,342.0,I+T
mv_1737,40,40,285,342.0,I+T
mv_1738,40,40,285,342.0,I+T
mv_1740,3.14,3.14,53.13,63.76,I+T
mv_1741,5,5,53.13,63.76,I+T
mv_1742,5,5,53.13,63.76,I+T
mv_1743,5,5,53.13,63.76,I+T
mv_1745,1000,1000,1688,2026.0,I+T
mv_1746,100,100,1688,2026.0,I+T
mv_1747,100,100,1688,2026.0,I+T
mv_1748,100,100,1688,2026.0,I+T
mv_1750,25.0,25.0,4.4 m,nan,I+T
mv_1751,10.8,10.8,4.4 m,nan,I+T
mv_1752,10.8,10.8,4.4 m,nan,I+T
mv_1753,25m,25m,4.4 m,nan,I+T
mv_1755,1000,1000,675 m,nan,I+T
mv_1756,10,10,675 m,nan,I+T
mv_1757,10,10,675 m,nan,I+T
mv_1758,1.5,1.5,675 m,nan,I+T
mv_1760,35,35,28,34.0,I+T
mv_1761,7,7,28,34.0,I+T
mv_1762,7,7,28,34.0,I+T
mv_1763,7,7,28,34.0,I+T
mv_1765,45,45,45.32,54.38,I+T
mv_1766,45.0,45.0,45.32,54.38,I+T
mv_1767,45.0,45.0,45.32,54.38,I+T
mv_1768,45.0,45.0,45.32,54.38,I+T
mv_1770,72,72,93.31,111.97,I+T
mv_1771,31.1,31.1,93.31,111.97,I+T
mv_1772,31.1,31.1,93.31,111.97,I+T
mv_1773,31.71,31.71,93.31,111.97,I+T
