item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_1155,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1156,A:6,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1157,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1158,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1160,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1161,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1162,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1163,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1165,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1166,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1167,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1168,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1170,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1171,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1172,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1173,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1175,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1176,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1177,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1178,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1180,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1181,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1182,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1183,A,A,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1185,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1186,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1187,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1188,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1190,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1191,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1192,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1193,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1195,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1196,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1197,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1198,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1200,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1201,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1202,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1203,D,D,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1205,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1206,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1207,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1208,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1210,D,D,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1211,D,D,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1212,D,D,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1213,D,D,D,,I+T_perp,,Plane Geometry,Applied,Geometry3K
mv_1215,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1216,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1217,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1218,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1220,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1221,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1222,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1223,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1225,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1226,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1227,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1228,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1230,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1231,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1232,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1233,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1235,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1236,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1237,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1238,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1240,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1241,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1242,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1243,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1245,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1246,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1247,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1248,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1250,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1251,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1252,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1253,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1255,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1256,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1257,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1258,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1260,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1261,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1262,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1263,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1265,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1266,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1267,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1268,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1270,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1271,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1272,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1273,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1275,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1276,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1277,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1278,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1280,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1281,A:10,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1282,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1283,A,A,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1285,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1286,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1287,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1288,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1290,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1291,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1292,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1293,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1295,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1296,B:30,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1297,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1298,B:30,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1300,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1301,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1302,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1303,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1305,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1306,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1307,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1308,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1310,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1311,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1312,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1313,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1315,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1316,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1317,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1318,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1320,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1321,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1322,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1323,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1325,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1326,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1327,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1328,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1330,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1331,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1332,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1333,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1335,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1336,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1337,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1338,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1340,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1341,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1342,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1343,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1345,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1346,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1347,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1348,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1350,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1351,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1352,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1353,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1355,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1356,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1357,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1358,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1360,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1361,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1362,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1363,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1365,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1366,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1367,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1368,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1370,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1371,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1372,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1373,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1375,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1376,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1377,B,B,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1378,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1380,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1381,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1382,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1383,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1385,D,D,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1386,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1387,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1388,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1390,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1391,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1392,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1393,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1395,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1396,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1397,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1398,D,D,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1400,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1401,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1402,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1403,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1405,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1406,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1407,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1408,A,A,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1410,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1411,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1412,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1413,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1415,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1416,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1417,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1418,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1420,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1421,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1422,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1423,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1425,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1426,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1427,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1428,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1430,D,D,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1431,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1432,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1433,A,A,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1435,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1436,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1437,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1438,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1440,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1441,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1442,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1443,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1445,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1446,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1447,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1448,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1450,B,B,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1451,B,B,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1452,B,B,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1453,B,B,D,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1455,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1456,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1457,B,B,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1458,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1460,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1461,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1462,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1463,C,C,C,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1465,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1466,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1467,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1468,C,C,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1470,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1471,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1472,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1473,B,B,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1475,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1476,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1477,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1478,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1480,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1481,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1482,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1483,A,A,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1485,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1486,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1487,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1488,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1490,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1491,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1492,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1493,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1495,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1496,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1497,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1498,B,B,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1500,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1501,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1502,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1503,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1505,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1506,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1507,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1508,C,C,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1510,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1511,D:21,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1512,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1513,D:21,D,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1515,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1516,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1517,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1518,D,D,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1520,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1521,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1522,B,B,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1523,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1525,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1526,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1527,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1528,B,B,A,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1530,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1531,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1532,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1533,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1535,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1536,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1537,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1538,A,A,A,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1540,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1541,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1542,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1543,D,D,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1545,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1546,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1547,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1548,C,C,B,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1550,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1551,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1552,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1553,C,C,D,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1555,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1556,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1557,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1558,C,C,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1560,B,B,B,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1561,C,C,B,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1562,C,C,B,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1563,C,C,B,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1565,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1566,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1567,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1568,C,C,C,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1570,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1571,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1572,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1573,C,C,D,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1575,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1576,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1577,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1578,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1580,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1581,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1582,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1583,B,B,B,,I+T_perp,,Plane Geometry,Angle,Geometry3K
mv_1585,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1586,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1587,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1588,C,C,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
mv_1590,A,A,A,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1591,A,A,A,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1592,A,A,A,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1593,A,A,A,,I+T_perp,,Plane Geometry,Area,Geometry3K
mv_1595,B,B,C,,I+T_perp,,Plane Geometry,Length,Geometry3K
