item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_1370,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1371,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1372,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1373,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1375,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1376,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1377,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1378,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1380,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1381,D,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1382,D,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1383,D,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1385,D,D,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1386,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1387,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1388,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1390,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1391,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1392,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1393,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1395,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1396,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1397,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1398,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1400,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1401,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1402,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1403,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1405,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1406,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1407,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1408,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1410,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1411,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1412,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1413,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1415,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1416,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1417,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1418,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1420,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1421,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1422,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1423,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1425,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1426,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1427,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1428,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1430,D,D,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1431,A,A,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1432,A,A,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1433,A,A,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1435,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1436,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1437,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1438,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1440,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1441,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1442,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1443,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1445,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1446,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1447,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1448,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1450,B,B,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1451,B,B,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1452,B,B,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1453,B,B,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1455,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1456,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1457,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1458,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1460,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1461,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1462,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1463,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1465,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1466,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1467,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1468,C,C,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1470,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1471,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1472,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1473,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1475,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1476,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1477,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1478,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1480,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1481,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1482,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1483,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1485,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1486,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1487,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1488,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1490,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1491,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1492,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1493,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1495,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1496,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1497,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1498,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1500,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1501,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1502,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1503,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1505,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1506,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1507,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1508,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1510,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1511,D:21,D,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1512,B:10,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1513,D:21,D,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1515,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1516,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1517,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1518,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1520,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1521,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1522,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1523,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1525,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1526,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1527,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1528,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1530,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1531,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1532,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1533,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1535,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1536,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1537,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1538,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1540,D,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1541,D:12,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1542,D,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1543,D:12,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1545,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1546,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1547,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1548,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1550,D,D,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1551,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1552,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1553,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1555,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1556,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1557,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1558,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1560,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1561,C,C,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1562,C,C,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1563,C,C,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1565,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1566,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1567,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1568,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1570,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1571,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1572,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1573,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1575,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1576,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1577,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1578,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1580,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1581,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1582,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1583,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1585,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1586,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1587,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1588,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1590,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1591,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1592,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1593,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1595,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1596,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1597,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1598,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1600,D,D,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1601,B,B,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1602,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1603,B,B,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1605,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1606,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1607,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1608,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1610,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1611,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1612,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1613,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1615,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1616,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1617,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1618,C,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1620,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1621,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1622,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1623,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1625,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1626,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1627,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1628,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1630,10.7,10.7,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1631,11.3,11.3,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1632,11.3,11.3,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1633,C,C,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1635,20.0,20.0,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1636,13.8,13.8,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1637,13.8,13.8,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1638,19.6,19.6,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1640,1830.0,1830.0,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1641,1830.0,1830.0,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1642,1830.0,1830.0,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1643,1832.0,1832.0,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1645,C,C,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1646,C,C,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1647,C,C,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1648,C,C,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1650,C,C,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1651,C,C,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1652,C,C,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1653,C,C,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1655,C,C,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1656,C,C,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1657,C,C,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1658,C,C,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1660,C,C,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1661,C,C,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1662,C,C,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1663,C,C,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1665,C,C,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1666,C,C,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1667,C,C,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1668,C,C,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1670,C,C,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1671,C,C,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1672,C,C,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1673,C,C,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1675,C,C,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1676,C,C,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1677,C,C,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1678,C,C,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1680,C,C,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1681,C,C,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1682,C,C,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1683,C,C,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1685,C,C,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1686,C,C,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1687,C,C,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1688,C,C,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1690,A. 090^\circ T,A,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1691,A. 090^\circ T,A,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1692,C,C,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1693,A. 090^\circ T,A,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1695,B. 082 ^\circ T,B,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1696,B. 082 ^\circ T,B,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1697,C,C,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1698,A. 053 ^\circ T,A,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1700,C,C,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1701,C,C,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1702,C,C,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1703,C,C,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1705,C,C,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1706,C,C,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1707,C,C,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1708,C,C,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1710,C,C,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1711,A,A,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1712,A,A,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1713,A,A,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1715,35.0,35.0,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1716,35.3,35.3,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1717,35.3,35.3,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1718,3.1,3.1,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1720,100.0,100.0,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1721,116,116,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1722,116,116,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1723,1.0,1.0,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1725,2.87,2.87,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1726,12.07,12.07,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1727,12.07,12.07,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1728,10.00,10.00,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1730,15,15,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1731,20,20,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1732,20,20,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1733,24,24,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1735,250,250,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1736,200,200,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1737,200,200,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1738,240,240,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1740,33.69,33.69,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1741,4.00,4.00,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1742,4.00,4.00,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1743,3.00,3.00,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1745,1000,1000,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1746,C,C,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1747,C,C,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1748,C,C,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1750,10.2,10.2,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1751,25.0,25.0,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1752,25.0,25.0,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1753,17.0,17.0,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1755,C,C,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1756,1000,1000,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1757,1000,1000,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1758,1000,1000,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1760,38,38,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1761,C,C,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1762,C,C,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1763,C,C,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1765,40.00,40.00,45.32,54.38,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1766,35.36,35.36,45.32,54.38,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1767,35.36,35.36,45.32,54.38,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1768,35.36,35.36,45.32,54.38,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1770,120.00,120.00,93.31,111.97,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1771,129.92,129.92,93.31,111.97,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1772,129.92,129.92,93.31,111.97,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1773,129.60,129.60,93.31,111.97,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1775,23.00,23.00,18.05,21.66,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1776,15.00,15.00,18.05,21.66,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1777,15.00,15.00,18.05,21.66,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1778,18.00,18.00,18.05,21.66,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1780,45,45,35掳,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1781,C,C,35掳,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1782,C,C,35掳,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1783,C,C,35掳,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1785,C,C,24.6,29.52,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1786,100,100,24.6,29.52,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1787,100,100,24.6,29.52,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1788,136,136,24.6,29.52,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1790,10.0,10.0,51.1,61.32,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1791,62.0,62.0,51.1,61.32,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1792,62.0,62.0,51.1,61.32,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1793,1.0,1.0,51.1,61.32,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1795,12.6,12.6,6.3,7.56,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1796,10.0,10.0,6.3,7.56,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1797,10.0,10.0,6.3,7.56,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1798,10.0,10.0,6.3,7.56,I+T,,Plane Geometry,Length,Geo2D_collected
mv_1800,100,100,9,11.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1801,100,100,9,11.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1802,100,100,9,11.0,I+T,,Plane Geometry,Applied,Geo2D_collected
