item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_1143,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1145,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1146,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1147,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1148,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1150,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1151,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1152,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1153,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1155,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1156,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1157,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1158,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1160,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1161,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1162,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1163,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1165,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1166,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1167,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1168,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1170,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1171,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1172,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1173,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1175,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1176,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1177,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1178,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1180,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1181,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1182,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1183,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1185,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1186,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1187,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1188,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1190,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1191,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1192,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1193,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1195,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1196,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1197,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1198,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1200,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1201,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1202,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1203,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1205,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1206,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1207,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1208,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1210,A,A,D,,I+T_masked,,Plane Geometry,Applied,Geometry3K
mv_1211,A,A,D,,I+T_masked,,Plane Geometry,Applied,Geometry3K
mv_1212,A,A,D,,I+T_masked,,Plane Geometry,Applied,Geometry3K
mv_1213,A,A,D,,I+T_masked,,Plane Geometry,Applied,Geometry3K
mv_1215,D,D,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1216,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1217,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1218,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1220,B,B,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1221,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1222,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1223,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1225,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1226,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1227,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1228,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1230,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1231,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1232,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1233,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1235,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1236,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1237,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1238,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1240,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1241,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1242,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1243,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1245,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1246,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1247,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1248,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1250,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1251,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1252,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1253,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1255,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1256,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1257,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1258,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1260,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1261,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1262,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1263,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1265,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1266,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1267,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1268,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1270,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1271,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1272,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1273,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1275,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1276,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1277,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1278,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1280,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1281,A E = [NUM],A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1282,A E,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1283,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1285,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1286,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1287,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1288,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1290,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1291,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1292,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1293,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1295,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1296,B,B,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1297,B,B,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1298,B,B,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1300,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1301,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1302,[NUM],[NUM],B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1303,C,C,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1305,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1306,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1307,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1308,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1310,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1311,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1312,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1313,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1315,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1316,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1317,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1318,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1320,B,B,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1321,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1322,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1323,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1325,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1326,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1327,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1328,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1330,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1331,B,B,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1332,B,B,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1333,B,B,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1335,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1336,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1337,D,D,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1338,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1340,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1341,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1342,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1343,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1345,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1346,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1347,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1348,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1350,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1351,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1352,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1353,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1355,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1356,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1357,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1358,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1360,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1361,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1362,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1363,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1365,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1366,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1367,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1368,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1370,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1371,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1372,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1373,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1375,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1376,B,B,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1377,B,B,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1378,B,B,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1380,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1381,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1382,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1383,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1385,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1386,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1387,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1388,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1390,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1391,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1392,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1393,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1395,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1396,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1397,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1398,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1400,D,D,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1401,D: [0.52],D,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1402,D: [0.52],D,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1403,D: [0.52],D,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1405,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1406,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1407,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1408,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1410,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1411,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1412,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1413,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1415,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1416,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1417,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1418,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1420,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1421,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1422,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1423,B,B,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1425,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1426,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1427,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1428,B,B,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1430,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1431,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1432,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1433,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1435,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1436,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1437,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1438,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1440,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1441,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1442,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1443,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1445,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1446,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1447,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1448,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1450,A,A,D,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1451,A,A,D,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1452,A,A,D,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1453,A,A,D,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1455,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1456,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1457,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1458,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1460,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1461,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1462,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1463,A,A,C,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1465,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1466,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1467,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1468,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1470,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1471,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1472,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1473,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1475,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1476,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1477,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1478,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1480,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1481,C,C,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1482,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1483,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1485,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1486,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1487,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1488,B,B,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1490,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1491,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1492,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1493,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1495,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1496,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1497,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1498,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1500,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1501,A:19.7,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1502,A:19.7,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1503,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1505,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1506,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1507,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1508,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1510,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1511,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1512,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1513,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1515,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1516,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1517,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1518,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1520,D,D,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1521,D,D,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1522,D,D,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1523,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1525,A,A,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1526,B,B,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1527,B,B,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1528,B,B,A,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1530,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1531,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1532,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1533,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1535,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1536,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1537,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1538,A,A,A,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1540,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1541,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1542,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1543,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1545,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1546,A,A,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1547,[NUM],[NUM],B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1548,B,B,B,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1550,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1551,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1552,A,A,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1553,B,B,D,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1555,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1556,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1557,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1558,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1560,A,A,B,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1561,A,A,B,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1562,A,A,B,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1563,A,A,B,,I+T_masked,,Plane Geometry,Area,Geometry3K
mv_1565,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1566,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1567,A,A,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1568,C,C,C,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1570,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1571,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1572,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1573,A,A,D,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1575,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1576,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1577,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1578,A,A,C,,I+T_masked,,Plane Geometry,Length,Geometry3K
mv_1580,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1581,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
mv_1582,A,A,B,,I+T_masked,,Plane Geometry,Angle,Geometry3K
