item_id,image_path,question_text_original,answer_gold_diagram,choices_optional,roi_hint_optional,answer_gold_text_misleading,condition,question_text,gold_correct_by
mv_457,data/mathverse_images/mv_457.png,"As shown in the figure, angle D = 34.0, then the degree of angle BOC is ()
Choices:
A:102°
B:112°
C:122°
D:132°",B,,,None,I+T_masked,"As shown in the figure, angle D = [NUM], then the degree of angle BOC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_458,data/mathverse_images/mv_458.png,"As shown in the figure, then the degree of angle BOC is ()
Choices:
A:102°
B:112°
C:122°
D:132°",B,,,None,I+T_masked,"As shown in the figure, then the degree of angle BOC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_460,data/mathverse_images/mv_460.png,"As shown in the figure, points A, B, and C are all on circle O, when angle OBC = 40.0, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",A,,,None,I+T_masked,"As shown in the figure, points A, B, and C are all on circle O, when angle OBC = [NUM], the degree of angle A is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_461,data/mathverse_images/mv_461.png,"As shown in the figure, when angle OBC = 40.0, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",A,,,None,I+T_masked,"As shown in the figure, when angle OBC = [NUM], the degree of angle A is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_462,data/mathverse_images/mv_462.png,"As shown in the figure, when angle OBC = 40.0, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",A,,,None,I+T_masked,"As shown in the figure, when angle OBC = [NUM], the degree of angle A is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_463,data/mathverse_images/mv_463.png,"As shown in the figure, the degree of angle A is ()
Choices:
A:50°
B:55°
C:60°
D:65°",A,,,None,I+T_masked,"As shown in the figure, the degree of angle A is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_465,data/mathverse_images/mv_465.png,"As shown in the figure, the diameter AB of circle O is perpendicular to the chord CD, the foot of perpendicular is the point E, angle CAO = 22.5, OC = 6.0, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",A,,,None,I+T_masked,"As shown in the figure, the diameter AB of circle O is perpendicular to the chord CD, the foot of perpendicular is the point E, angle CAO = [NUM], OC = [NUM], then the length of CD is ()
Choices:
A:[NUM]√{[NUM]}
B:[NUM]√{[NUM]}
C:[NUM]
D:[NUM]",diagram
mv_466,data/mathverse_images/mv_466.png,"As shown in the figure, angle CAO = 22.5, OC = 6.0, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",A,,,None,I+T_masked,"As shown in the figure, angle CAO = [NUM], OC = [NUM], then the length of CD is ()
Choices:
A:[NUM]√{[NUM]}
B:[NUM]√{[NUM]}
C:[NUM]
D:[NUM]",diagram
mv_467,data/mathverse_images/mv_467.png,"As shown in the figure, angle CAO = 22.5, OC = 6.0, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",A,,,None,I+T_masked,"As shown in the figure, angle CAO = [NUM], OC = [NUM], then the length of CD is ()
Choices:
A:[NUM]√{[NUM]}
B:[NUM]√{[NUM]}
C:[NUM]
D:[NUM]",diagram
mv_468,data/mathverse_images/mv_468.png,"As shown in the figure, then the length of CD is ()
Choices:
A:6√{2}
B:3√{2}
C:6
D:12",A,,,None,I+T_masked,"As shown in the figure, then the length of CD is ()
Choices:
A:[NUM]√{[NUM]}
B:[NUM]√{[NUM]}
C:[NUM]
D:[NUM]",diagram
mv_470,data/mathverse_images/mv_470.png,"As shown in the figure, in circle O, chord BC and radius OA intersect at point D. Connect AB and OC. If angle A = 60.0, angle ADC = 90.0, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",C,,,None,I+T_masked,"As shown in the figure, in circle O, chord BC and radius OA intersect at point D. Connect AB and OC. If angle A = [NUM], angle ADC = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_471,data/mathverse_images/mv_471.png,"As shown in the figure, If angle A = 60.0, angle ADC = 90.0, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",C,,,None,I+T_masked,"As shown in the figure, If angle A = [NUM], angle ADC = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_472,data/mathverse_images/mv_472.png,"As shown in the figure, If angle A = 60.0, angle ADC = 90.0, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",C,,,None,I+T_masked,"As shown in the figure, If angle A = [NUM], angle ADC = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_473,data/mathverse_images/mv_473.png,"As shown in the figure, then the degree of angle C is ()
Choices:
A:25°
B:27.5°
C:30°
D:35°",C,,,None,I+T_masked,"As shown in the figure, then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_475,data/mathverse_images/mv_475.png,"As shown in the figure, points A, B, and P are three points on circle O, if angle AOB = 40.0, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",C,,,None,I+T_masked,"As shown in the figure, points A, B, and P are three points on circle O, if angle AOB = [NUM], then the degree of angle APB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_476,data/mathverse_images/mv_476.png,"As shown in the figure, if angle AOB = 40.0, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",C,,,None,I+T_masked,"As shown in the figure, if angle AOB = [NUM], then the degree of angle APB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_477,data/mathverse_images/mv_477.png,"As shown in the figure, if angle AOB = 40.0, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",C,,,None,I+T_masked,"As shown in the figure, if angle AOB = [NUM], then the degree of angle APB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_478,data/mathverse_images/mv_478.png,"As shown in the figure, then the degree of angle APB is ()
Choices:
A:80°
B:140°
C:20°
D:50°",C,,,None,I+T_masked,"As shown in the figure, then the degree of angle APB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_480,data/mathverse_images/mv_480.png,"As shown in the figure, AB is the chord of circle O, OC perpendicular  AB and it intersects circle O at point C. Connect OA, OB, BC, if angle ABC = 25.0, then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",C,,,None,I+T_masked,"As shown in the figure, AB is the chord of circle O, OC perpendicular  AB and it intersects circle O at point C. Connect OA, OB, BC, if angle ABC = [NUM], then the size of angle AOB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_481,data/mathverse_images/mv_481.png,"As shown in the figure, OC perpendicular AB and it intersects circle O at point C. if angle ABC = 25.0, then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",C,,,None,I+T_masked,"As shown in the figure, OC perpendicular AB and it intersects circle O at point C. if angle ABC = [NUM], then the size of angle AOB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_482,data/mathverse_images/mv_482.png,"As shown in the figure, if angle ABC = 25.0, then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",C,,,None,I+T_masked,"As shown in the figure, if angle ABC = [NUM], then the size of angle AOB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_483,data/mathverse_images/mv_483.png,"As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:80°
B:90°
C:100°
D:120°",C,,,None,I+T_masked,"As shown in the figure, OC perpendicular AB and it intersects circle O at point C. then the size of angle AOB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_485,data/mathverse_images/mv_485.png,"As shown in the figure, given the angle of circumference angle A = 50.0, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",B,,,None,I+T_masked,"As shown in the figure, given the angle of circumference angle A = [NUM], then the size of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_486,data/mathverse_images/mv_486.png,"As shown in the figure, given the angle of circumference angle A = 50.0, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",B,,,None,I+T_masked,"As shown in the figure, given the angle of circumference angle A = [NUM], then the size of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_487,data/mathverse_images/mv_487.png,"As shown in the figure, given the angle of circumference angle A = 50.0, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",B,,,None,I+T_masked,"As shown in the figure, given the angle of circumference angle A = [NUM], then the size of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_488,data/mathverse_images/mv_488.png,"As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:50°
B:40°
C:130°
D:80°",B,,,None,I+T_masked,"As shown in the figure, given the angle of circumference, then the size of angle OBC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_490,data/mathverse_images/mv_490.png,"As shown in the figure, AB is the diameter of circle O, CD is the chord of circle O, angle ADC = 26.0, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",C,,,None,I+T_masked,"As shown in the figure, AB is the diameter of circle O, CD is the chord of circle O, angle ADC = [NUM], then the degree of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°
[NUM]",diagram
mv_491,data/mathverse_images/mv_491.png,"As shown in the figure, angle ADC = 26.0, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",C,,,None,I+T_masked,"As shown in the figure, angle ADC = [NUM], then the degree of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°
[NUM]",diagram
mv_492,data/mathverse_images/mv_492.png,"As shown in the figure, angle ADC = 26.0, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",C,,,None,I+T_masked,"As shown in the figure, angle ADC = [NUM], then the degree of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°
[NUM]",diagram
mv_493,data/mathverse_images/mv_493.png,"As shown in the figure, then the degree of angle CAB is ()
Choices:
A:26°
B:74°
C:64°
D:54°
102",C,,,None,I+T_masked,"As shown in the figure, then the degree of angle CAB is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°
[NUM]",diagram
mv_495,data/mathverse_images/mv_495.png,"As shown in the figure, in circle O, AB is the diameter, CD is the chord, AB perpendicular  CD, the foot of perpendicular is the point E. Connect CO and AD, if angle BOC = 30.0, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",D,,,None,I+T_masked,"As shown in the figure, in circle O, AB is the diameter, CD is the chord, AB perpendicular  CD, the foot of perpendicular is the point E. Connect CO and AD, if angle BOC = [NUM], then the degree of angle BAD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_496,data/mathverse_images/mv_496.png,"As shown in the figure, if angle BOC = 30.0, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",D,,,None,I+T_masked,"As shown in the figure, if angle BOC = [NUM], then the degree of angle BAD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_497,data/mathverse_images/mv_497.png,"As shown in the figure, if angle BOC = 30.0, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",D,,,None,I+T_masked,"As shown in the figure, if angle BOC = [NUM], then the degree of angle BAD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_498,data/mathverse_images/mv_498.png,"As shown in the figure, then the degree of angle BAD is ()
Choices:
A:30°
B:25°
C:20°
D:15°",D,,,None,I+T_masked,"As shown in the figure, then the degree of angle BAD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_500,data/mathverse_images/mv_500.png,"As shown in the figure, AB is the diameter of circle O, points C and D are two points on the circle, and angle AOC = 126.0, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",C,,,None,I+T_masked,"As shown in the figure, AB is the diameter of circle O, points C and D are two points on the circle, and angle AOC = [NUM], then angle CDB = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_501,data/mathverse_images/mv_501.png,"As shown in the figure, and angle AOC = 126.0, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",C,,,None,I+T_masked,"As shown in the figure, and angle AOC = [NUM], then angle CDB = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_502,data/mathverse_images/mv_502.png,"As shown in the figure, and angle AOC = 126.0, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",C,,,None,I+T_masked,"As shown in the figure, and angle AOC = [NUM], then angle CDB = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_503,data/mathverse_images/mv_503.png,"As shown in the figure, then angle CDB = ()
Choices:
A:54°
B:64°
C:27°
D:37°",C,,,None,I+T_masked,"As shown in the figure, then angle CDB = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_505,data/mathverse_images/mv_505.png,"As shown in the figure, AB is the diameter of circle O, points C and D are on circle O, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD and it intersects straight line AD at point E, if the radius of circle O is 2.5, the length of AC is 4.0, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",C,,,None,I+T_masked,"As shown in the figure, AB is the diameter of circle O, points C and D are on circle O, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD and it intersects straight line AD at point E, if the radius of circle O is [NUM], the length of AC is [NUM], then the length of CE is ()
Choices:
A:[NUM]
B:\frac{[NUM]}{[NUM]}
C:\frac{[NUM]}{[NUM]}
D:\frac{[NUM]}{[NUM]}",diagram
mv_506,data/mathverse_images/mv_506.png,"As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, if the radius of circle O is 2.5, the length of AC is 4.0, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",C,,,None,I+T_masked,"As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, if the radius of circle O is [NUM], the length of AC is [NUM], then the length of CE is ()
Choices:
A:[NUM]
B:\frac{[NUM]}{[NUM]}
C:\frac{[NUM]}{[NUM]}
D:\frac{[NUM]}{[NUM]}",diagram
mv_507,data/mathverse_images/mv_507.png,"As shown in the figure, if the radius of circle O is 2.5, the length of AC is 4.0, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",C,,,None,I+T_masked,"As shown in the figure, if the radius of circle O is [NUM], the length of AC is [NUM], then the length of CE is ()
Choices:
A:[NUM]
B:\frac{[NUM]}{[NUM]}
C:\frac{[NUM]}{[NUM]}
D:\frac{[NUM]}{[NUM]}",diagram
mv_508,data/mathverse_images/mv_508.png,"As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:3
B:\frac{20}{3}
C:\frac{12}{5}
D:\frac{16}{5}",C,,,None,I+T_masked,"As shown in the figure, and point C is the midpoint of arc BD, passing point C to draw the perpendicular line EF of AD, then the length of CE is ()
Choices:
A:[NUM]
B:\frac{[NUM]}{[NUM]}
C:\frac{[NUM]}{[NUM]}
D:\frac{[NUM]}{[NUM]}",diagram
mv_510,data/mathverse_images/mv_510.png,"As shown in the figure, the points A, B, and C are on circle O, and it is known that angle ABC = 130.0, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",A,,,None,I+T_masked,"As shown in the figure, the points A, B, and C are on circle O, and it is known that angle ABC = [NUM], then angle AOC = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_511,data/mathverse_images/mv_511.png,"As shown in the figure, and it is known that angle ABC = 130.0, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",A,,,None,I+T_masked,"As shown in the figure, and it is known that angle ABC = [NUM], then angle AOC = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_512,data/mathverse_images/mv_512.png,"As shown in the figure, and it is known that angle ABC = 130.0, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",A,,,None,I+T_masked,"As shown in the figure, and it is known that angle ABC = [NUM], then angle AOC = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_513,data/mathverse_images/mv_513.png,"As shown in the figure, then angle AOC = ()
Choices:
A:100°
B:110°
C:120°
D:130°",A,,,None,I+T_masked,"As shown in the figure, then angle AOC = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_515,data/mathverse_images/mv_515.png,"As shown in the figure, it is known that the radius of circle O is 5.0, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, chord CD = 8.0, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",A,,,None,I+T_masked,"As shown in the figure, it is known that the radius of circle O is [NUM], the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, chord CD = [NUM], then the length of chord AB is ()
Choices:
A:[NUM]
B:[NUM]
C:[NUM]√{[NUM]}
D:[NUM]√{[NUM]}",diagram
mv_516,data/mathverse_images/mv_516.png,"As shown in the figure, it is known that the radius of circle O is 5.0, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, chord CD = 8.0, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",A,,,None,I+T_masked,"As shown in the figure, it is known that the radius of circle O is [NUM], the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, chord CD = [NUM], then the length of chord AB is ()
Choices:
A:[NUM]
B:[NUM]
C:[NUM]√{[NUM]}
D:[NUM]√{[NUM]}",diagram
mv_517,data/mathverse_images/mv_517.png,"As shown in the figure, it is known that the radius of circle O is 5.0, chord CD = 8.0, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",A,,,None,I+T_masked,"As shown in the figure, it is known that the radius of circle O is [NUM], chord CD = [NUM], then the length of chord AB is ()
Choices:
A:[NUM]
B:[NUM]
C:[NUM]√{[NUM]}
D:[NUM]√{[NUM]}",diagram
mv_518,data/mathverse_images/mv_518.png,"As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:6
B:8
C:5√{2}
D:5√{3}",A,,,None,I+T_masked,"As shown in the figure, the central angles of chords AB and CD are angle AOB, angle COD, and angle AOB is complementary to angle COD, then the length of chord AB is ()
Choices:
A:[NUM]
B:[NUM]
C:[NUM]√{[NUM]}
D:[NUM]√{[NUM]}",diagram
mv_520,data/mathverse_images/mv_520.png,"As shown in the figure, AB is the diameter of circle O, CD is the chord of circle O, and the extended lines of AB and CD intersect at point E. Given that AB = 2 DE, angle E = 16.0, then the degree of angle ABC is ()
Choices:
A:32°
B:24°
C:16°
D:48°",B,,,None,I+T_masked,"As shown in the figure, AB is the diameter of circle O, CD is the chord of circle O, and the extended lines of AB and CD intersect at point E. Given that AB = [NUM] DE, angle E = [NUM], then the degree of angle ABC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_521,data/mathverse_images/mv_521.png,"As shown in the figure, Given that AB = 2 DE, angle E = 16.0, then the degree of angle ABC is ()
Choices:
A:32°
B:24°
C:16°
D:48°",B,,,None,I+T_masked,"As shown in the figure, Given that AB = [NUM] DE, angle E = [NUM], then the degree of angle ABC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_522,data/mathverse_images/mv_522.png,"As shown in the figure, Given that AB = 2 DE, angle E = 16.0, then the degree of angle ABC is ()
Choices:
A:32°
B:24°
C:16°
D:48°",B,,,None,I+T_masked,"As shown in the figure, Given that AB = [NUM] DE, angle E = [NUM], then the degree of angle ABC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_523,data/mathverse_images/mv_523.png,"As shown in the figure, Given that AB = 2 DE, then the degree of angle ABC is ()
Choices:
A:32°
B:24°
C:16°
D:48°",B,,,None,I+T_masked,"As shown in the figure, Given that AB = [NUM] DE, then the degree of angle ABC is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_525,data/mathverse_images/mv_525.png,"This question examines the theorem of angle of circumference, the key is to answer it based on the relationship between the central angle and the angle of circumference of the same chord. 4.0. As shown in the figure, AB is the diameter of circle O, C is the point on circle O (except A and B), angle AOD = 136.0, then the degree of angle C is ()
Choices:
A:44°
B:22°
C:46°
D:36°",B,,,None,I+T_masked,"This question examines the theorem of angle of circumference, the key is to answer it based on the relationship between the central angle and the angle of circumference of the same chord. [NUM]. As shown in the figure, AB is the diameter of circle O, C is the point on circle O (except A and B), angle AOD = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_526,data/mathverse_images/mv_526.png,"angle AOD = 136.0, then the degree of angle C is ()
Choices:
A:44°
B:22°
C:46°
D:36°",B,,,None,I+T_masked,"angle AOD = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_527,data/mathverse_images/mv_527.png,"angle AOD = 136.0, then the degree of angle C is ()
Choices:
A:44°
B:22°
C:46°
D:36°",B,,,None,I+T_masked,"angle AOD = [NUM], then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_528,data/mathverse_images/mv_528.png,"then the degree of angle C is ()
Choices:
A:44°
B:22°
C:46°
D:36°",B,,,None,I+T_masked,"then the degree of angle C is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_530,data/mathverse_images/mv_530.png,"As shown in the figure, AB is the diameter of circle O, and points C and D are on circle O. If angle BOD = 130.0, then the degree of angle ACD is ()
Choices:
A:50°
B:30°
C:25°
D:20°",C,,,None,I+T_masked,"As shown in the figure, AB is the diameter of circle O, and points C and D are on circle O. If angle BOD = [NUM], then the degree of angle ACD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_531,data/mathverse_images/mv_531.png,"As shown in the figure, If angle BOD = 130.0, then the degree of angle ACD is ()
Choices:
A:50°
B:30°
C:25°
D:20°",C,,,None,I+T_masked,"As shown in the figure, If angle BOD = [NUM], then the degree of angle ACD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_532,data/mathverse_images/mv_532.png,"As shown in the figure, If angle BOD = 130.0, then the degree of angle ACD is ()
Choices:
A:50°
B:30°
C:25°
D:20°",C,,,None,I+T_masked,"As shown in the figure, If angle BOD = [NUM], then the degree of angle ACD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_533,data/mathverse_images/mv_533.png,"As shown in the figure, then the degree of angle ACD is ()
Choices:
A:50°
B:30°
C:25°
D:20°",C,,,None,I+T_masked,"As shown in the figure, then the degree of angle ACD is ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_535,data/mathverse_images/mv_535.png,"Shaoxing is a famous bridge township. As shown in the figure, the distance CD from the top of the round arch bridge to the water surface is 8.0, and the arch radius OC is 5.0, so the width of the water surface AB is ()
Choices:
A:4m
B:5m
C:6m
D:8m",D,,,None,I+T_masked,"Shaoxing is a famous bridge township. As shown in the figure, the distance CD from the top of the round arch bridge to the water surface is [NUM], and the arch radius OC is [NUM], so the width of the water surface AB is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_536,data/mathverse_images/mv_536.png,"the distance CD from the top of the round arch bridge to the water surface is 8.0, and the arch radius OC is 5.0, so the width of the water surface AB is ()
Choices:
A:4m
B:5m
C:6m
D:8m",D,,,None,I+T_masked,"the distance CD from the top of the round arch bridge to the water surface is [NUM], and the arch radius OC is [NUM], so the width of the water surface AB is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_537,data/mathverse_images/mv_537.png,"the distance CD from the top of the round arch bridge to the water surface is 8.0, and the arch radius OC is 5.0, so the width of the water surface AB is ()
Choices:
A:4m
B:5m
C:6m
D:8m",D,,,None,I+T_masked,"the distance CD from the top of the round arch bridge to the water surface is [NUM], and the arch radius OC is [NUM], so the width of the water surface AB is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_538,data/mathverse_images/mv_538.png,"so the width of the water surface AB is ()
Choices:
A:4m
B:5m
C:6m
D:8m",D,,,None,I+T_masked,"so the width of the water surface AB is ()
Choices:
A:[NUM]m
B:[NUM]m
C:[NUM]m
D:[NUM]m",diagram
mv_540,data/mathverse_images/mv_540.png,"As shown in the figure, it is known that angle α = 130.0, then angle β = ()
Choices:
A:30°
B:40°
C:50°
D:65°",B,,,None,I+T_masked,"As shown in the figure, it is known that angle α = [NUM], then angle β = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_541,data/mathverse_images/mv_541.png,"As shown in the figure, it is known that angle α = 130.0, then angle β = ()
Choices:
A:30°
B:40°
C:50°
D:65°",B,,,None,I+T_masked,"As shown in the figure, it is known that angle α = [NUM], then angle β = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_542,data/mathverse_images/mv_542.png,"As shown in the figure, it is known that angle α = 130.0, then angle β = ()
Choices:
A:30°
B:40°
C:50°
D:65°",B,,,None,I+T_masked,"As shown in the figure, it is known that angle α = [NUM], then angle β = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
mv_543,data/mathverse_images/mv_543.png,"As shown in the figure, then angle β = ()
Choices:
A:30°
B:40°
C:50°
D:65°",B,,,None,I+T_masked,"As shown in the figure, then angle β = ()
Choices:
A:[NUM]°
B:[NUM]°
C:[NUM]°
D:[NUM]°",diagram
