item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_1320,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1321,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1322,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1323,B,B,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1325,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1326,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1327,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1328,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1330,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1331,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1332,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1333,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1335,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1336,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1337,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1338,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1340,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1341,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1342,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1343,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1345,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1346,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1347,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1348,C,C,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1350,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1351,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1352,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1353,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1355,A:4 \sqrt { 2 },A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1356,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1357,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1358,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1360,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1361,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1362,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1363,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1365,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1366,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1367,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1368,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1370,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1371,A,A,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1372,A,A,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1373,A,A,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1375,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1376,B:33,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1377,B:33,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1378,A,A,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1380,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1381,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1382,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1383,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1385,D,D,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1386,D,D,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1387,D,D,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1388,D,D,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1390,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1391,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1392,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1393,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1395,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1396,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1397,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1398,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1400,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1401,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1402,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1403,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1405,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1406,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1407,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1408,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1410,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1411,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1412,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1413,D,D,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1415,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1416,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1417,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1418,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1420,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1421,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1422,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1423,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1425,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1426,A,A,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1427,A,A,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1428,A,A,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1430,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1431,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1432,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1433,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1435,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1436,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1437,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1438,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1440,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1441,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1442,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1443,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1445,D,D,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1446,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1447,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1448,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1450,C,C,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1451,A,A,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1452,A,A,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1453,A,A,D,,I+T,,Plane Geometry,Area,Geometry3K
mv_1455,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1456,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1457,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1458,A,A,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1460,B,B,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1461,B,B,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1462,B,B,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1463,B,B,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1465,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1466,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1467,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1468,B,B,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1470,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1471,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1472,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1473,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1475,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1476,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1477,C,C,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1478,D,D,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1480,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1481,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1482,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1483,D,D,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1485,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1486,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1487,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1488,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1490,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1491,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1492,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1493,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1495,B:2 \sqrt { 11 },B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1496,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1497,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1498,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1500,A:5.8,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1501,A:5.8,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1502,A:5.8,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1503,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1505,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1506,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1507,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1508,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1510,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1511,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1512,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1513,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1515,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1516,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1517,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1518,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1520,D,D,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1521,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1522,C,C,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1523,A,A,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1525,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1526,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1527,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1528,A,A,A,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1530,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1531,D,D,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1532,D,D,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1533,D,D,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1535,C,C,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1536,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1537,A,A,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1538,B,B,A,,I+T,,Plane Geometry,Length,Geometry3K
mv_1540,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1541,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1542,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1543,C,C,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1545,A,A,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1546,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1547,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1548,B,B,B,,I+T,,Plane Geometry,Length,Geometry3K
mv_1550,B:104,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1551,B:104,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1552,B:104,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1553,B,B,D,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1555,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1556,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1557,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1558,C,C,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1560,A,A,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1561,C,C,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1562,C,C,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1563,C,C,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1565,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1566,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1567,B,B,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1568,D,D,C,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1570,A,A,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1571,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1572,A,A,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1573,B,B,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1575,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1576,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1577,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1578,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1580,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1581,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1582,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1583,A,A,B,,I+T,,Plane Geometry,Angle,Geometry3K
mv_1585,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1586,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1587,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1588,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1590,C,C,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1591,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1592,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1593,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1595,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1596,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1597,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1598,A:3,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1600,C:48,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1601,C:48,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1602,C:48,C,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1603,D,D,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1605,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1606,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1607,B,B,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1608,A,A,C,,I+T,,Plane Geometry,Length,Geometry3K
mv_1610,C:12,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1611,C:12,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1612,C:12,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1613,C,C,D,,I+T,,Plane Geometry,Length,Geometry3K
mv_1615,A,A,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1616,A,A,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1617,A,A,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1618,A,A,C,,I+T,,Plane Geometry,Area,Geometry3K
mv_1620,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1621,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1622,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1623,B,B,B,,I+T,,Plane Geometry,Area,Geometry3K
mv_1625,A,A,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1626,C,C,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1627,C,C,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1628,C,C,A,,I+T,,Plane Geometry,Area,Geometry3K
mv_1630,335,335,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1631,10.7,10.7,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1632,10.7,10.7,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1633,10.7,10.7,11.8,14.16,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1635,17.6,17.6,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1636,17.6,17.6,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1637,17.6,17.6,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1638,17.6,17.6,22.3,26.76,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1640,916,916,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1641,145.96,145.96,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1642,145.96,145.96,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1643,1496,1496,2191.7 metres,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1645,191,191,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1646,190,190,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1647,190,190,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1648,190,190,S 23.5 ^\circ W,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1650,45,45,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1651,45,45,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1652,45,45,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1653,45,45,315^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1655,50,50,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1656,50,50,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1657,50,50,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1658,50,50,230 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1660,37°,37°,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1661,180,180,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1662,45,45,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1663,180,180,217 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1665,28°,28°,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1666,29.5,29.5,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1667,29.5,29.5,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1668,28.9,28.9,118掳T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1670,32°,32°,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1671,320,320,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1672,320,320,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1673,320,320,212°T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1675,31°,31°,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1676,315,315,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1677,315,315,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1678,315,315,329° T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1680,48,48,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1681,37,37,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1682,37,37,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1683,370,370,270 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1685,135°,135°,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1686,390,390,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1687,390,390,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1688,390,390,319 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1690,D,D,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1691,D,D,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1692,49,49,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1693,D,D,090^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1695,D,D,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1696,C,C,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1697,347,347,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1698,A,A,053 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1700,53,53,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1701,45,45,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1702,45,45,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1703,45,45,132 ^\circT,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1705,137°,137°,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1706,40,40,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1707,40,40,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1708,40,40,221 ^\circ T,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1710,3.2,3.2,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1711,3.2,3.2,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1712,3.2,3.2,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1713,32,32,62^\circ,,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1715,0.42,0.42,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1716,42,42,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1717,42,42,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1718,42,42,53.6^\circ,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1720,116,116,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1721,116,116,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1722,116,116,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1723,116,116,90.1,108.12,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1725,25,25,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1726,25,25,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1727,25,25,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1728,25,25,37.23,44.68,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1730,20,20,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1731,43,43,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1732,43,43,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1733,43,43,19,23.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1735,198,198,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1736,40,40,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1737,40,40,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1738,40,40,285,342.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1740,3.14,3.14,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1741,5,5,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1742,5,5,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1743,5,5,53.13,63.76,I+T,,Plane Geometry,Angle,Geo2D_collected
mv_1745,1000,1000,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1746,100,100,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1747,100,100,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1748,100,100,1688,2026.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1750,25.0,25.0,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1751,10.8,10.8,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1752,10.8,10.8,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1753,25m,25m,4.4 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1755,1000,1000,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1756,10,10,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1757,10,10,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1758,1.5,1.5,675 m,,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1760,35,35,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1761,7,7,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1762,7,7,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
mv_1763,7,7,28,34.0,I+T,,Plane Geometry,Applied,Geo2D_collected
