item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_827,B,B,B,nan,I+T_perp
mv_828,B,B,B,nan,I+T_perp
mv_830,B,B,B,nan,I+T_perp
mv_831,A,A,B,nan,I+T_perp
mv_832,A,A,B,nan,I+T_perp
mv_833,A,A,B,nan,I+T_perp
mv_835,B,B,B,nan,I+T_perp
mv_836,B,B,B,nan,I+T_perp
mv_837,A,A,B,nan,I+T_perp
mv_838,B,B,B,nan,I+T_perp
mv_840,C,C,A,nan,I+T_perp
mv_841,C,C,A,nan,I+T_perp
mv_842,C,C,A,nan,I+T_perp
mv_843,C,C,A,nan,I+T_perp
mv_845,B,B,D,nan,I+T_perp
mv_846,B,B,D,nan,I+T_perp
mv_847,B,B,D,nan,I+T_perp
mv_848,B,B,D,nan,I+T_perp
mv_850,B,B,D,nan,I+T_perp
mv_851,B,B,D,nan,I+T_perp
mv_852,B,B,D,nan,I+T_perp
mv_853,B,B,D,nan,I+T_perp
mv_855,A,A,B,nan,I+T_perp
mv_856,A,A,B,nan,I+T_perp
mv_857,B,B,B,nan,I+T_perp
mv_858,A,A,B,nan,I+T_perp
mv_860,C,C,C,nan,I+T_perp
mv_861,C,C,C,nan,I+T_perp
mv_862,C,C,C,nan,I+T_perp
mv_863,C,C,C,nan,I+T_perp
mv_865,B,B,D,nan,I+T_perp
mv_866,B,B,D,nan,I+T_perp
mv_867,B,B,D,nan,I+T_perp
mv_868,B,B,D,nan,I+T_perp
mv_870,D,D,C,nan,I+T_perp
mv_871,D,D,C,nan,I+T_perp
mv_872,D,D,C,nan,I+T_perp
mv_873,C,C,C,nan,I+T_perp
mv_875,C,C,C,nan,I+T_perp
mv_876,C,C,C,nan,I+T_perp
mv_877,C,C,C,nan,I+T_perp
mv_878,C,C,C,nan,I+T_perp
mv_880,C,C,A,nan,I+T_perp
mv_881,C,C,A,nan,I+T_perp
mv_882,C,C,A,nan,I+T_perp
mv_883,A,A,A,nan,I+T_perp
mv_885,B,B,C,nan,I+T_perp
mv_886,B,B,C,nan,I+T_perp
mv_887,B,B,C,nan,I+T_perp
mv_888,B,B,C,nan,I+T_perp
mv_890,B,B,D,nan,I+T_perp
mv_891,B,B,D,nan,I+T_perp
mv_892,B,B,D,nan,I+T_perp
mv_893,B,B,D,nan,I+T_perp
mv_895,B,B,B,nan,I+T_perp
mv_896,B,B,B,nan,I+T_perp
mv_897,B,B,B,nan,I+T_perp
mv_898,B,B,B,nan,I+T_perp
mv_900,B,B,C,nan,I+T_perp
mv_901,B,B,C,nan,I+T_perp
mv_902,B,B,C,nan,I+T_perp
mv_903,D,D,C,nan,I+T_perp
mv_905,C,C,D,nan,I+T_perp
mv_906,C,C,D,nan,I+T_perp
mv_907,C,C,D,nan,I+T_perp
mv_908,C,C,D,nan,I+T_perp
mv_910,B,B,D,nan,I+T_perp
mv_911,B,B,D,nan,I+T_perp
mv_912,B,B,D,nan,I+T_perp
mv_913,B,B,D,nan,I+T_perp
mv_915,B,B,D,nan,I+T_perp
mv_916,B,B,D,nan,I+T_perp
mv_917,B,B,D,nan,I+T_perp
mv_918,B,B,D,nan,I+T_perp
mv_920,B,B,B,nan,I+T_perp
mv_921,B,B,B,nan,I+T_perp
mv_922,B,B,B,nan,I+T_perp
mv_923,C,C,B,nan,I+T_perp
mv_925,B,B,B,nan,I+T_perp
mv_926,B,B,B,nan,I+T_perp
mv_927,B,B,B,nan,I+T_perp
mv_928,B,B,B,nan,I+T_perp
mv_930,B,B,B,nan,I+T_perp
mv_931,B,B,B,nan,I+T_perp
mv_932,B,B,B,nan,I+T_perp
mv_933,C,C,B,nan,I+T_perp
mv_935,A,A,C,nan,I+T_perp
mv_936,A,A,C,nan,I+T_perp
mv_937,A,A,C,nan,I+T_perp
mv_938,A,A,C,nan,I+T_perp
mv_940,C,C,B,nan,I+T_perp
mv_941,C,C,B,nan,I+T_perp
mv_942,C,C,B,nan,I+T_perp
mv_943,B,B,B,nan,I+T_perp
mv_945,A,A,A,nan,I+T_perp
mv_946,A,A,A,nan,I+T_perp
mv_947,A,A,A,nan,I+T_perp
mv_948,A,A,A,nan,I+T_perp
mv_950,D,D,D,nan,I+T_perp
mv_951,D,D,D,nan,I+T_perp
mv_952,D,D,D,nan,I+T_perp
mv_953,D,D,D,nan,I+T_perp
mv_955,C,C,B,nan,I+T_perp
mv_956,C,C,B,nan,I+T_perp
mv_957,C,C,B,nan,I+T_perp
mv_958,C,C,B,nan,I+T_perp
mv_960,A,A,C,nan,I+T_perp
mv_961,A,A,C,nan,I+T_perp
mv_962,A,A,C,nan,I+T_perp
mv_963,C,C,C,nan,I+T_perp
mv_965,D,D,D,nan,I+T_perp
mv_966,D,D,D,nan,I+T_perp
mv_967,D,D,D,nan,I+T_perp
mv_968,C,C,D,nan,I+T_perp
mv_970,B,B,B,nan,I+T_perp
mv_971,B,B,B,nan,I+T_perp
mv_972,B,B,B,nan,I+T_perp
mv_973,B,B,B,nan,I+T_perp
mv_975,D,D,D,nan,I+T_perp
mv_976,D,D,D,nan,I+T_perp
mv_977,D,D,D,nan,I+T_perp
mv_978,D,D,D,nan,I+T_perp
mv_980,B,B,B,nan,I+T_perp
mv_981,B,B,B,nan,I+T_perp
mv_982,B,B,B,nan,I+T_perp
mv_983,B,B,B,nan,I+T_perp
mv_985,B,B,B,nan,I+T_perp
mv_986,B,B,B,nan,I+T_perp
mv_987,B,B,B,nan,I+T_perp
mv_988,B,B,B,nan,I+T_perp
mv_990,A,A,A,nan,I+T_perp
mv_991,A,A,A,nan,I+T_perp
mv_992,A,A,A,nan,I+T_perp
mv_993,B,B,A,nan,I+T_perp
mv_995,B,B,A,nan,I+T_perp
mv_996,B,B,A,nan,I+T_perp
mv_997,B,B,A,nan,I+T_perp
mv_998,C,C,A,nan,I+T_perp
mv_1000,C,C,B,nan,I+T_perp
mv_1001,C,C,B,nan,I+T_perp
mv_1002,C,C,B,nan,I+T_perp
mv_1003,C,C,B,nan,I+T_perp
mv_1005,C,C,D,nan,I+T_perp
mv_1006,C,C,D,nan,I+T_perp
mv_1007,C,C,D,nan,I+T_perp
mv_1008,C,C,D,nan,I+T_perp
mv_1010,B,B,A,nan,I+T_perp
mv_1011,B,B,A,nan,I+T_perp
mv_1012,B,B,A,nan,I+T_perp
mv_1013,B,B,A,nan,I+T_perp
mv_1015,B,B,C,nan,I+T_perp
mv_1016,B,B,C,nan,I+T_perp
mv_1017,B,B,C,nan,I+T_perp
mv_1018,C,C,C,nan,I+T_perp
mv_1020,C,C,C,nan,I+T_perp
mv_1021,C,C,C,nan,I+T_perp
mv_1022,B,B,C,nan,I+T_perp
mv_1023,C,C,C,nan,I+T_perp
mv_1025,D,D,D,nan,I+T_perp
mv_1026,D,D,D,nan,I+T_perp
mv_1027,D,D,D,nan,I+T_perp
mv_1028,D,D,D,nan,I+T_perp
mv_1030,B,B,B,nan,I+T_perp
mv_1031,B,B,B,nan,I+T_perp
mv_1032,B,B,B,nan,I+T_perp
mv_1033,B,B,B,nan,I+T_perp
mv_1035,C,C,A,nan,I+T_perp
mv_1036,C,C,A,nan,I+T_perp
mv_1037,D,D,A,nan,I+T_perp
mv_1038,C,C,A,nan,I+T_perp
mv_1040,B,B,B,nan,I+T_perp
mv_1041,C,C,B,nan,I+T_perp
mv_1042,B,B,B,nan,I+T_perp
mv_1043,C,C,B,nan,I+T_perp
mv_1045,D,D,B,nan,I+T_perp
mv_1046,B,B,B,nan,I+T_perp
mv_1047,B,B,B,nan,I+T_perp
mv_1048,B,B,B,nan,I+T_perp
mv_1050,B,B,A,nan,I+T_perp
mv_1051,B,B,A,nan,I+T_perp
mv_1052,B,B,A,nan,I+T_perp
mv_1053,B,B,A,nan,I+T_perp
mv_1055,C,C,B,nan,I+T_perp
mv_1056,C,C,B,nan,I+T_perp
mv_1057,C,C,B,nan,I+T_perp
mv_1058,C,C,B,nan,I+T_perp
mv_1060,B,B,C,nan,I+T_perp
mv_1061,B,B,C,nan,I+T_perp
mv_1062,B,B,C,nan,I+T_perp
mv_1063,B,B,C,nan,I+T_perp
mv_1065,D,D,D,nan,I+T_perp
mv_1066,D,D,D,nan,I+T_perp
mv_1067,D,D,D,nan,I+T_perp
mv_1068,D,D,D,nan,I+T_perp
mv_1070,B,B,B,nan,I+T_perp
mv_1071,B,B,B,nan,I+T_perp
mv_1072,B,B,B,nan,I+T_perp
mv_1073,B,B,B,nan,I+T_perp
mv_1075,C,C,D,nan,I+T_perp
mv_1076,C,C,D,nan,I+T_perp
mv_1077,C,C,D,nan,I+T_perp
mv_1078,C,C,D,nan,I+T_perp
mv_1080,D,D,C,nan,I+T_perp
mv_1081,B,B,C,nan,I+T_perp
mv_1082,B,B,C,nan,I+T_perp
mv_1083,B,B,C,nan,I+T_perp
mv_1085,B,B,B,nan,I+T_perp
mv_1086,B,B,B,nan,I+T_perp
mv_1087,B,B,B,nan,I+T_perp
mv_1088,B,B,B,nan,I+T_perp
mv_1090,D,D,C,nan,I+T_perp
mv_1091,D,D,C,nan,I+T_perp
mv_1092,D,D,C,nan,I+T_perp
mv_1093,D,D,C,nan,I+T_perp
mv_1095,B,B,A,nan,I+T_perp
mv_1096,B,B,A,nan,I+T_perp
mv_1097,B,B,A,nan,I+T_perp
mv_1098,B,B,A,nan,I+T_perp
mv_1100,B,B,B,nan,I+T_perp
mv_1101,B,B,B,nan,I+T_perp
mv_1102,B,B,B,nan,I+T_perp
mv_1103,B,B,B,nan,I+T_perp
mv_1105,B,B,C,nan,I+T_perp
mv_1106,B,B,C,nan,I+T_perp
mv_1107,D,D,C,nan,I+T_perp
mv_1108,B,B,C,nan,I+T_perp
mv_1110,A,A,A,nan,I+T_perp
mv_1111,A,A,A,nan,I+T_perp
mv_1112,A,A,A,nan,I+T_perp
mv_1113,A,A,A,nan,I+T_perp
mv_1115,B,B,B,nan,I+T_perp
mv_1116,B,B,B,nan,I+T_perp
mv_1117,B,B,B,nan,I+T_perp
mv_1118,B,B,B,nan,I+T_perp
mv_1120,B,B,D,nan,I+T_perp
mv_1121,B,B,D,nan,I+T_perp
mv_1122,B,B,D,nan,I+T_perp
mv_1123,B,B,D,nan,I+T_perp
mv_1125,B,B,C,nan,I+T_perp
mv_1126,B,B,C,nan,I+T_perp
mv_1127,B,B,C,nan,I+T_perp
mv_1128,B,B,C,nan,I+T_perp
mv_1130,C,C,D,nan,I+T_perp
mv_1131,C,C,D,nan,I+T_perp
mv_1132,C,C,D,nan,I+T_perp
mv_1133,C,C,D,nan,I+T_perp
mv_1135,C,C,C,nan,I+T_perp
mv_1136,C,C,C,nan,I+T_perp
mv_1137,C,C,C,nan,I+T_perp
mv_1138,C,C,C,nan,I+T_perp
mv_1140,C,C,C,nan,I+T_perp
mv_1141,C,C,C,nan,I+T_perp
mv_1142,C,C,C,nan,I+T_perp
mv_1143,C,C,C,nan,I+T_perp
mv_1145,B,B,D,nan,I+T_perp
mv_1146,B,B,D,nan,I+T_perp
mv_1147,B,B,D,nan,I+T_perp
mv_1148,B,B,D,nan,I+T_perp
mv_1150,C,C,B,nan,I+T_perp
mv_1151,C,C,B,nan,I+T_perp
mv_1152,C,C,B,nan,I+T_perp
mv_1153,C,C,B,nan,I+T_perp
mv_1155,A,A,B,nan,I+T_perp
mv_1156,A:6,A,B,nan,I+T_perp
mv_1157,D,D,B,nan,I+T_perp
mv_1158,A,A,B,nan,I+T_perp
mv_1160,C,C,A,nan,I+T_perp
mv_1161,C,C,A,nan,I+T_perp
mv_1162,C,C,A,nan,I+T_perp
mv_1163,C,C,A,nan,I+T_perp
mv_1165,B,B,C,nan,I+T_perp
mv_1166,B,B,C,nan,I+T_perp
mv_1167,B,B,C,nan,I+T_perp
mv_1168,B,B,C,nan,I+T_perp
mv_1170,C,C,B,nan,I+T_perp
mv_1171,C,C,B,nan,I+T_perp
mv_1172,C,C,B,nan,I+T_perp
mv_1173,C,C,B,nan,I+T_perp
mv_1175,C,C,C,nan,I+T_perp
mv_1176,C,C,C,nan,I+T_perp
mv_1177,C,C,C,nan,I+T_perp
mv_1178,C,C,C,nan,I+T_perp
mv_1180,A,A,C,nan,I+T_perp
mv_1181,A,A,C,nan,I+T_perp
mv_1182,A,A,C,nan,I+T_perp
mv_1183,A,A,C,nan,I+T_perp
mv_1185,B,B,B,nan,I+T_perp
mv_1186,B,B,B,nan,I+T_perp
mv_1187,B,B,B,nan,I+T_perp
mv_1188,B,B,B,nan,I+T_perp
mv_1190,C,C,B,nan,I+T_perp
mv_1191,C,C,B,nan,I+T_perp
mv_1192,C,C,B,nan,I+T_perp
mv_1193,B,B,B,nan,I+T_perp
mv_1195,C,C,A,nan,I+T_perp
mv_1196,C,C,A,nan,I+T_perp
mv_1197,C,C,A,nan,I+T_perp
mv_1198,C,C,A,nan,I+T_perp
mv_1200,B,B,D,nan,I+T_perp
mv_1201,B,B,D,nan,I+T_perp
mv_1202,B,B,D,nan,I+T_perp
mv_1203,D,D,D,nan,I+T_perp
mv_1205,C,C,C,nan,I+T_perp
mv_1206,C,C,C,nan,I+T_perp
mv_1207,C,C,C,nan,I+T_perp
mv_1208,C,C,C,nan,I+T_perp
mv_1210,D,D,D,nan,I+T_perp
mv_1211,D,D,D,nan,I+T_perp
mv_1212,D,D,D,nan,I+T_perp
mv_1213,D,D,D,nan,I+T_perp
mv_1215,A,A,B,nan,I+T_perp
mv_1216,A,A,B,nan,I+T_perp
mv_1217,A,A,B,nan,I+T_perp
mv_1218,A,A,B,nan,I+T_perp
mv_1220,B,B,A,nan,I+T_perp
mv_1221,B,B,A,nan,I+T_perp
mv_1222,B,B,A,nan,I+T_perp
mv_1223,B,B,A,nan,I+T_perp
mv_1225,B,B,B,nan,I+T_perp
mv_1226,B,B,B,nan,I+T_perp
mv_1227,B,B,B,nan,I+T_perp
mv_1228,B,B,B,nan,I+T_perp
mv_1230,B,B,B,nan,I+T_perp
mv_1231,B,B,B,nan,I+T_perp
mv_1232,B,B,B,nan,I+T_perp
mv_1233,B,B,B,nan,I+T_perp
mv_1235,B,B,C,nan,I+T_perp
mv_1236,B,B,C,nan,I+T_perp
mv_1237,B,B,C,nan,I+T_perp
mv_1238,B,B,C,nan,I+T_perp
mv_1240,C,C,D,nan,I+T_perp
mv_1241,C,C,D,nan,I+T_perp
mv_1242,C,C,D,nan,I+T_perp
mv_1243,C,C,D,nan,I+T_perp
mv_1245,C,C,D,nan,I+T_perp
mv_1246,C,C,D,nan,I+T_perp
mv_1247,C,C,D,nan,I+T_perp
mv_1248,C,C,D,nan,I+T_perp
mv_1250,B,B,A,nan,I+T_perp
mv_1251,B,B,A,nan,I+T_perp
mv_1252,B,B,A,nan,I+T_perp
mv_1253,B,B,A,nan,I+T_perp
mv_1255,B,B,B,nan,I+T_perp
mv_1256,B,B,B,nan,I+T_perp
mv_1257,B,B,B,nan,I+T_perp
mv_1258,B,B,B,nan,I+T_perp
mv_1260,A,A,C,nan,I+T_perp
mv_1261,A,A,C,nan,I+T_perp
mv_1262,A,A,C,nan,I+T_perp
mv_1263,A,A,C,nan,I+T_perp
mv_1265,B,B,D,nan,I+T_perp
mv_1266,B,B,D,nan,I+T_perp
mv_1267,B,B,D,nan,I+T_perp
mv_1268,B,B,D,nan,I+T_perp
mv_1270,A,A,B,nan,I+T_perp
mv_1271,A,A,B,nan,I+T_perp
mv_1272,B,B,B,nan,I+T_perp
mv_1273,A,A,B,nan,I+T_perp
mv_1275,C,C,A,nan,I+T_perp
mv_1276,C,C,A,nan,I+T_perp
mv_1277,C,C,A,nan,I+T_perp
mv_1278,C,C,A,nan,I+T_perp
mv_1280,A,A,C,nan,I+T_perp
mv_1281,A:10,A,C,nan,I+T_perp
mv_1282,A,A,C,nan,I+T_perp
mv_1283,A,A,C,nan,I+T_perp
mv_1285,B,B,B,nan,I+T_perp
mv_1286,C,C,B,nan,I+T_perp
mv_1287,C,C,B,nan,I+T_perp
mv_1288,C,C,B,nan,I+T_perp
mv_1290,C,C,C,nan,I+T_perp
mv_1291,C,C,C,nan,I+T_perp
mv_1292,C,C,C,nan,I+T_perp
mv_1293,C,C,C,nan,I+T_perp
mv_1295,C,C,B,nan,I+T_perp
mv_1296,B:30,B,B,nan,I+T_perp
mv_1297,C,C,B,nan,I+T_perp
mv_1298,B:30,B,B,nan,I+T_perp
mv_1300,D,D,B,nan,I+T_perp
mv_1301,D,D,B,nan,I+T_perp
mv_1302,D,D,B,nan,I+T_perp
mv_1303,D,D,B,nan,I+T_perp
mv_1305,C,C,C,nan,I+T_perp
mv_1306,C,C,C,nan,I+T_perp
mv_1307,C,C,C,nan,I+T_perp
mv_1308,C,C,C,nan,I+T_perp
mv_1310,B,B,B,nan,I+T_perp
mv_1311,B,B,B,nan,I+T_perp
mv_1312,B,B,B,nan,I+T_perp
mv_1313,B,B,B,nan,I+T_perp
mv_1315,C,C,C,nan,I+T_perp
mv_1316,C,C,C,nan,I+T_perp
mv_1317,C,C,C,nan,I+T_perp
mv_1318,C,C,C,nan,I+T_perp
mv_1320,C,C,B,nan,I+T_perp
mv_1321,C,C,B,nan,I+T_perp
mv_1322,C,C,B,nan,I+T_perp
mv_1323,C,C,B,nan,I+T_perp
mv_1325,B,B,D,nan,I+T_perp
mv_1326,C,C,D,nan,I+T_perp
mv_1327,C,C,D,nan,I+T_perp
mv_1328,C,C,D,nan,I+T_perp
mv_1330,B,B,C,nan,I+T_perp
mv_1331,B,B,C,nan,I+T_perp
mv_1332,B,B,C,nan,I+T_perp
mv_1333,B,B,C,nan,I+T_perp
mv_1335,B,B,A,nan,I+T_perp
mv_1336,B,B,A,nan,I+T_perp
mv_1337,B,B,A,nan,I+T_perp
mv_1338,B,B,A,nan,I+T_perp
mv_1340,C,C,C,nan,I+T_perp
mv_1341,C,C,C,nan,I+T_perp
mv_1342,C,C,C,nan,I+T_perp
mv_1343,C,C,C,nan,I+T_perp
mv_1345,C,C,C,nan,I+T_perp
mv_1346,C,C,C,nan,I+T_perp
mv_1347,C,C,C,nan,I+T_perp
mv_1348,C,C,C,nan,I+T_perp
mv_1350,B,B,B,nan,I+T_perp
mv_1351,C,C,B,nan,I+T_perp
mv_1352,B,B,B,nan,I+T_perp
mv_1353,C,C,B,nan,I+T_perp
mv_1355,A,A,A,nan,I+T_perp
mv_1356,A,A,A,nan,I+T_perp
mv_1357,A,A,A,nan,I+T_perp
mv_1358,A,A,A,nan,I+T_perp
mv_1360,B,B,B,nan,I+T_perp
mv_1361,B,B,B,nan,I+T_perp
mv_1362,B,B,B,nan,I+T_perp
mv_1363,B,B,B,nan,I+T_perp
mv_1365,C,C,C,nan,I+T_perp
mv_1366,D,D,C,nan,I+T_perp
mv_1367,D,D,C,nan,I+T_perp
mv_1368,D,D,C,nan,I+T_perp
mv_1370,C,C,C,nan,I+T_perp
mv_1371,C,C,C,nan,I+T_perp
mv_1372,C,C,C,nan,I+T_perp
mv_1373,C,C,C,nan,I+T_perp
mv_1375,B,B,C,nan,I+T_perp
mv_1376,B,B,C,nan,I+T_perp
mv_1377,B,B,C,nan,I+T_perp
mv_1378,C,C,C,nan,I+T_perp
mv_1380,C,C,C,nan,I+T_perp
mv_1381,D,D,C,nan,I+T_perp
mv_1382,D,D,C,nan,I+T_perp
mv_1383,D,D,C,nan,I+T_perp
mv_1385,D,D,A,nan,I+T_perp
mv_1386,C,C,A,nan,I+T_perp
mv_1387,C,C,A,nan,I+T_perp
mv_1388,C,C,A,nan,I+T_perp
mv_1390,C,C,A,nan,I+T_perp
mv_1391,C,C,A,nan,I+T_perp
mv_1392,C,C,A,nan,I+T_perp
mv_1393,C,C,A,nan,I+T_perp
mv_1395,D,D,B,nan,I+T_perp
mv_1396,D,D,B,nan,I+T_perp
mv_1397,D,D,B,nan,I+T_perp
mv_1398,D,D,B,nan,I+T_perp
mv_1400,B,B,A,nan,I+T_perp
mv_1401,B,B,A,nan,I+T_perp
mv_1402,B,B,A,nan,I+T_perp
mv_1403,B,B,A,nan,I+T_perp
mv_1405,A,A,B,nan,I+T_perp
mv_1406,A,A,B,nan,I+T_perp
mv_1407,A,A,B,nan,I+T_perp
mv_1408,A,A,B,nan,I+T_perp
mv_1410,B,B,C,nan,I+T_perp
mv_1411,B,B,C,nan,I+T_perp
mv_1412,B,B,C,nan,I+T_perp
mv_1413,B,B,C,nan,I+T_perp
mv_1415,C,C,B,nan,I+T_perp
mv_1416,C,C,B,nan,I+T_perp
mv_1417,C,C,B,nan,I+T_perp
mv_1418,C,C,B,nan,I+T_perp
mv_1420,C,C,C,nan,I+T_perp
mv_1421,C,C,C,nan,I+T_perp
mv_1422,C,C,C,nan,I+T_perp
mv_1423,C,C,C,nan,I+T_perp
mv_1425,B,B,D,nan,I+T_perp
mv_1426,B,B,D,nan,I+T_perp
mv_1427,B,B,D,nan,I+T_perp
mv_1428,B,B,D,nan,I+T_perp
mv_1430,D,D,D,nan,I+T_perp
mv_1431,A,A,D,nan,I+T_perp
mv_1432,A,A,D,nan,I+T_perp
mv_1433,A,A,D,nan,I+T_perp
mv_1435,B,B,A,nan,I+T_perp
mv_1436,B,B,A,nan,I+T_perp
mv_1437,B,B,A,nan,I+T_perp
mv_1438,B,B,A,nan,I+T_perp
mv_1440,B,B,B,nan,I+T_perp
mv_1441,C,C,B,nan,I+T_perp
mv_1442,C,C,B,nan,I+T_perp
mv_1443,B,B,B,nan,I+T_perp
mv_1445,C,C,A,nan,I+T_perp
mv_1446,C,C,A,nan,I+T_perp
mv_1447,C,C,A,nan,I+T_perp
mv_1448,C,C,A,nan,I+T_perp
mv_1450,B,B,D,nan,I+T_perp
mv_1451,B,B,D,nan,I+T_perp
mv_1452,B,B,D,nan,I+T_perp
mv_1453,B,B,D,nan,I+T_perp
mv_1455,C,C,D,nan,I+T_perp
mv_1456,B,B,D,nan,I+T_perp
mv_1457,B,B,D,nan,I+T_perp
mv_1458,C,C,D,nan,I+T_perp
mv_1460,C,C,C,nan,I+T_perp
mv_1461,C,C,C,nan,I+T_perp
mv_1462,C,C,C,nan,I+T_perp
mv_1463,C,C,C,nan,I+T_perp
mv_1465,C,C,A,nan,I+T_perp
mv_1466,C,C,A,nan,I+T_perp
mv_1467,C,C,A,nan,I+T_perp
mv_1468,C,C,A,nan,I+T_perp
mv_1470,A,A,A,nan,I+T_perp
mv_1471,A,A,A,nan,I+T_perp
mv_1472,B,B,A,nan,I+T_perp
mv_1473,B,B,A,nan,I+T_perp
mv_1475,C,C,B,nan,I+T_perp
mv_1476,C,C,B,nan,I+T_perp
mv_1477,C,C,B,nan,I+T_perp
mv_1478,C,C,B,nan,I+T_perp
mv_1480,A,A,B,nan,I+T_perp
mv_1481,A,A,B,nan,I+T_perp
mv_1482,A,A,B,nan,I+T_perp
mv_1483,A,A,B,nan,I+T_perp
mv_1485,A,A,A,nan,I+T_perp
mv_1486,A,A,A,nan,I+T_perp
mv_1487,A,A,A,nan,I+T_perp
mv_1488,A,A,A,nan,I+T_perp
mv_1490,B,B,C,nan,I+T_perp
mv_1491,C,C,C,nan,I+T_perp
mv_1492,C,C,C,nan,I+T_perp
mv_1493,C,C,C,nan,I+T_perp
mv_1495,B,B,B,nan,I+T_perp
mv_1496,B,B,B,nan,I+T_perp
mv_1497,B,B,B,nan,I+T_perp
mv_1498,B,B,B,nan,I+T_perp
mv_1500,C,C,A,nan,I+T_perp
mv_1501,C,C,A,nan,I+T_perp
mv_1502,C,C,A,nan,I+T_perp
mv_1503,C,C,A,nan,I+T_perp
mv_1505,C,C,A,nan,I+T_perp
mv_1506,C,C,A,nan,I+T_perp
mv_1507,C,C,A,nan,I+T_perp
mv_1508,C,C,A,nan,I+T_perp
mv_1510,B,B,B,nan,I+T_perp
mv_1511,D:21,D,B,nan,I+T_perp
mv_1512,B,B,B,nan,I+T_perp
mv_1513,D:21,D,B,nan,I+T_perp
mv_1515,D,D,C,nan,I+T_perp
mv_1516,D,D,C,nan,I+T_perp
mv_1517,D,D,C,nan,I+T_perp
mv_1518,D,D,C,nan,I+T_perp
mv_1520,B,B,D,nan,I+T_perp
mv_1521,B,B,D,nan,I+T_perp
mv_1522,B,B,D,nan,I+T_perp
mv_1523,C,C,D,nan,I+T_perp
mv_1525,B,B,A,nan,I+T_perp
mv_1526,B,B,A,nan,I+T_perp
mv_1527,B,B,A,nan,I+T_perp
mv_1528,B,B,A,nan,I+T_perp
mv_1530,C,C,B,nan,I+T_perp
mv_1531,C,C,B,nan,I+T_perp
mv_1532,C,C,B,nan,I+T_perp
mv_1533,C,C,B,nan,I+T_perp
mv_1535,A,A,A,nan,I+T_perp
mv_1536,A,A,A,nan,I+T_perp
mv_1537,A,A,A,nan,I+T_perp
mv_1538,A,A,A,nan,I+T_perp
mv_1540,D,D,C,nan,I+T_perp
mv_1541,D,D,C,nan,I+T_perp
mv_1542,D,D,C,nan,I+T_perp
mv_1543,D,D,C,nan,I+T_perp
mv_1545,C,C,B,nan,I+T_perp
mv_1546,C,C,B,nan,I+T_perp
mv_1547,C,C,B,nan,I+T_perp
mv_1548,C,C,B,nan,I+T_perp
mv_1550,C,C,D,nan,I+T_perp
mv_1551,C,C,D,nan,I+T_perp
mv_1552,C,C,D,nan,I+T_perp
mv_1553,C,C,D,nan,I+T_perp
mv_1555,C,C,B,nan,I+T_perp
mv_1556,C,C,B,nan,I+T_perp
mv_1557,C,C,B,nan,I+T_perp
mv_1558,C,C,B,nan,I+T_perp
mv_1560,B,B,B,nan,I+T_perp
mv_1561,C,C,B,nan,I+T_perp
mv_1562,C,C,B,nan,I+T_perp
mv_1563,C,C,B,nan,I+T_perp
mv_1565,C,C,C,nan,I+T_perp
mv_1566,C,C,C,nan,I+T_perp
mv_1567,C,C,C,nan,I+T_perp
mv_1568,C,C,C,nan,I+T_perp
mv_1570,C,C,D,nan,I+T_perp
mv_1571,C,C,D,nan,I+T_perp
mv_1572,C,C,D,nan,I+T_perp
mv_1573,C,C,D,nan,I+T_perp
mv_1575,B,B,C,nan,I+T_perp
mv_1576,B,B,C,nan,I+T_perp
mv_1577,C,C,C,nan,I+T_perp
mv_1578,B,B,C,nan,I+T_perp
mv_1580,B,B,B,nan,I+T_perp
mv_1581,B,B,B,nan,I+T_perp
mv_1582,B,B,B,nan,I+T_perp
mv_1583,B,B,B,nan,I+T_perp
mv_1585,C,C,C,nan,I+T_perp
mv_1586,C,C,C,nan,I+T_perp
mv_1587,C,C,C,nan,I+T_perp
mv_1588,C,C,C,nan,I+T_perp
mv_1590,A,A,A,nan,I+T_perp
mv_1591,A,A,A,nan,I+T_perp
mv_1592,A,A,A,nan,I+T_perp
mv_1593,A,A,A,nan,I+T_perp
mv_1595,B,B,C,nan,I+T_perp
mv_1596,B,B,C,nan,I+T_perp
mv_1597,B,B,C,nan,I+T_perp
mv_1598,B,B,C,nan,I+T_perp
mv_1600,B,B,C,nan,I+T_perp
mv_1601,B,B,C,nan,I+T_perp
mv_1602,B,B,C,nan,I+T_perp
mv_1603,B,B,C,nan,I+T_perp
mv_1605,C,C,C,nan,I+T_perp
mv_1606,C,C,C,nan,I+T_perp
mv_1607,C,C,C,nan,I+T_perp
mv_1608,C,C,C,nan,I+T_perp
mv_1610,B,B,D,nan,I+T_perp
mv_1611,B,B,D,nan,I+T_perp
mv_1612,B,B,D,nan,I+T_perp
mv_1613,B,B,D,nan,I+T_perp
mv_1615,C,C,C,nan,I+T_perp
mv_1616,C,C,C,nan,I+T_perp
mv_1617,C,C,C,nan,I+T_perp
mv_1618,C,C,C,nan,I+T_perp
mv_1620,B,B,B,nan,I+T_perp
mv_1621,B,B,B,nan,I+T_perp
mv_1622,B,B,B,nan,I+T_perp
mv_1623,B,B,B,nan,I+T_perp
mv_1625,A,A,A,nan,I+T_perp
mv_1626,A,A,A,nan,I+T_perp
