item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_782,A,A,A,nan,I+T_masked
mv_783,A,A,A,nan,I+T_masked
mv_785,A,A,C,nan,I+T_masked
mv_786,A,A,C,nan,I+T_masked
mv_787,A,A,C,nan,I+T_masked
mv_788,A,A,C,nan,I+T_masked
mv_790,A,A,A,nan,I+T_masked
mv_791,A,A,A,nan,I+T_masked
mv_792,A,A,A,nan,I+T_masked
mv_793,A,A,A,nan,I+T_masked
mv_795,A,A,D,nan,I+T_masked
mv_796,A,A,D,nan,I+T_masked
mv_797,A,A,D,nan,I+T_masked
mv_798,B,B,D,nan,I+T_masked
mv_800,A,A,B,nan,I+T_masked
mv_801,A,A,B,nan,I+T_masked
mv_802,A,A,B,nan,I+T_masked
mv_803,A,A,B,nan,I+T_masked
mv_805,A,A,C,nan,I+T_masked
mv_806,A,A,C,nan,I+T_masked
mv_807,A,A,C,nan,I+T_masked
mv_808,A: 40°,A,C,nan,I+T_masked
mv_810,A,A,B,nan,I+T_masked
mv_811,A,A,B,nan,I+T_masked
mv_812,A,A,B,nan,I+T_masked
mv_813,B,B,B,nan,I+T_masked
mv_815,A,A,C,nan,I+T_masked
mv_816,A,A,C,nan,I+T_masked
mv_817,A,A,C,nan,I+T_masked
mv_818,A,A,C,nan,I+T_masked
mv_820,A,A,C,nan,I+T_masked
mv_821,A,A,C,nan,I+T_masked
mv_822,A,A,C,nan,I+T_masked
mv_823,A,A,C,nan,I+T_masked
mv_825,A,A,B,nan,I+T_masked
mv_826,A,A,B,nan,I+T_masked
mv_827,A,A,B,nan,I+T_masked
mv_828,A,A,B,nan,I+T_masked
mv_830,A,A,B,nan,I+T_masked
mv_831,A,A,B,nan,I+T_masked
mv_832,A,A,B,nan,I+T_masked
mv_833,C,C,B,nan,I+T_masked
mv_835,A,A,B,nan,I+T_masked
mv_836,A,A,B,nan,I+T_masked
mv_837,A,A,B,nan,I+T_masked
mv_838,A,A,B,nan,I+T_masked
mv_840,C:[NUM]√{[NUM]},C,A,nan,I+T_masked
mv_841,C:[NUM]√{[NUM]},C,A,nan,I+T_masked
mv_842,C:[NUM]√{[NUM]},C,A,nan,I+T_masked
mv_843,B,B,A,nan,I+T_masked
mv_845,A,A,D,nan,I+T_masked
mv_846,A,A,D,nan,I+T_masked
mv_847,A,A,D,nan,I+T_masked
mv_848,B,B,D,nan,I+T_masked
mv_850,B,B,D,nan,I+T_masked
mv_851,B,B,D,nan,I+T_masked
mv_852,B,B,D,nan,I+T_masked
mv_853,B,B,D,nan,I+T_masked
mv_855,A,A,B,nan,I+T_masked
mv_856,A,A,B,nan,I+T_masked
mv_857,A,A,B,nan,I+T_masked
mv_858,A,A,B,nan,I+T_masked
mv_860,A,A,C,nan,I+T_masked
mv_861,A,A,C,nan,I+T_masked
mv_862,A,A,C,nan,I+T_masked
mv_863,A: 50°,A,C,nan,I+T_masked
mv_865,A,A,D,nan,I+T_masked
mv_866,A,A,D,nan,I+T_masked
mv_867,A,A,D,nan,I+T_masked
mv_868,A,A,D,nan,I+T_masked
mv_870,A: [NUM]°,A,C,nan,I+T_masked
mv_871,A: [NUM]°,A,C,nan,I+T_masked
mv_872,A: [NUM]°,A,C,nan,I+T_masked
mv_873,A: 40°,A,C,nan,I+T_masked
mv_875,A,A,C,nan,I+T_masked
mv_876,A,A,C,nan,I+T_masked
mv_877,A,A,C,nan,I+T_masked
mv_878,A,A,C,nan,I+T_masked
mv_880,A,A,A,nan,I+T_masked
mv_881,A,A,A,nan,I+T_masked
mv_882,A,A,A,nan,I+T_masked
mv_883,A,A,A,nan,I+T_masked
mv_885,B:[NUM]√{[NUM]},B,C,nan,I+T_masked
mv_886,B:[NUM]√{[NUM]},B,C,nan,I+T_masked
mv_887,B:[NUM]√{[NUM]},B,C,nan,I+T_masked
mv_888,B: [NUM]√{[NUM]},B,C,nan,I+T_masked
mv_890,B:\frac{[NUM]√{[NUM]}}{[NUM]},B,D,nan,I+T_masked
mv_891,B:\frac{[NUM]√{[NUM]}}{[NUM]},B,D,nan,I+T_masked
mv_892,B:\frac{[NUM]√{[NUM]}}{[NUM]},B,D,nan,I+T_masked
mv_893,B:\frac{[NUM]√{[NUM]}}{[NUM]},B,D,nan,I+T_masked
mv_895,A,A,B,nan,I+T_masked
mv_896,A,A,B,nan,I+T_masked
mv_897,A,A,B,nan,I+T_masked
mv_898,A,A,B,nan,I+T_masked
mv_900,A,A,C,nan,I+T_masked
mv_901,A,A,C,nan,I+T_masked
mv_902,A,A,C,nan,I+T_masked
mv_903,B,B,C,nan,I+T_masked
mv_905,A,A,D,nan,I+T_masked
mv_906,A,A,D,nan,I+T_masked
mv_907,A,A,D,nan,I+T_masked
mv_908,A,A,D,nan,I+T_masked
mv_910,A,A,D,nan,I+T_masked
mv_911,A,A,D,nan,I+T_masked
mv_912,A,A,D,nan,I+T_masked
mv_913,B,B,D,nan,I+T_masked
mv_915,B:√{[NUM]},B,D,nan,I+T_masked
mv_916,B:√{[NUM]},B,D,nan,I+T_masked
mv_917,B:√{[NUM]},B,D,nan,I+T_masked
mv_918,A:30,A,D,nan,I+T_masked
mv_920,A,A,B,nan,I+T_masked
mv_921,A,A,B,nan,I+T_masked
mv_922,A,A,B,nan,I+T_masked
mv_923,A,A,B,nan,I+T_masked
mv_925,B:√{[NUM]},B,B,nan,I+T_masked
mv_926,B:√{[NUM]},B,B,nan,I+T_masked
mv_927,B:√{[NUM]},B,B,nan,I+T_masked
mv_928,C:30,C,B,nan,I+T_masked
mv_930,A: [NUM],A,B,nan,I+T_masked
mv_931,A,A,B,nan,I+T_masked
mv_932,A,A,B,nan,I+T_masked
mv_933,A:30,A,B,nan,I+T_masked
mv_935,C: [NUM]√{[NUM]}-[NUM],C,C,nan,I+T_masked
mv_936,C: [NUM]√{[NUM]}-[NUM],C,C,nan,I+T_masked
mv_937,C: [NUM]√{[NUM]}-[NUM],C,C,nan,I+T_masked
mv_938,C: [NUM]√{[NUM]}-[NUM],C,C,nan,I+T_masked
mv_940,A,A,B,nan,I+T_masked
mv_941,A,A,B,nan,I+T_masked
mv_942,A,A,B,nan,I+T_masked
mv_943,B,B,B,nan,I+T_masked
mv_945,A,A,A,nan,I+T_masked
mv_946,A,A,A,nan,I+T_masked
mv_947,A,A,A,nan,I+T_masked
mv_948,A,A,A,nan,I+T_masked
mv_950,A,A,D,nan,I+T_masked
mv_951,A,A,D,nan,I+T_masked
mv_952,A,A,D,nan,I+T_masked
mv_953,A,A,D,nan,I+T_masked
mv_955,C:[NUM]√{[NUM]},C,B,nan,I+T_masked
mv_956,A,A,B,nan,I+T_masked
mv_957,C:[NUM]√{[NUM]},C,B,nan,I+T_masked
mv_958,A,A,B,nan,I+T_masked
mv_960,A,A,C,nan,I+T_masked
mv_961,A,A,C,nan,I+T_masked
mv_962,A,A,C,nan,I+T_masked
mv_963,B,B,C,nan,I+T_masked
mv_965,A,A,D,nan,I+T_masked
mv_966,C,C,D,nan,I+T_masked
mv_967,C,C,D,nan,I+T_masked
mv_968,C,C,D,nan,I+T_masked
mv_970,A: [NUM],A,B,nan,I+T_masked
mv_971,A: [NUM],A,B,nan,I+T_masked
mv_972,A,A,B,nan,I+T_masked
mv_973,A: [NUM],A,B,nan,I+T_masked
mv_975,B,B,D,nan,I+T_masked
mv_976,B,B,D,nan,I+T_masked
mv_977,B,B,D,nan,I+T_masked
mv_978,A,A,D,nan,I+T_masked
mv_980,A,A,B,nan,I+T_masked
mv_981,A,A,B,nan,I+T_masked
mv_982,A,A,B,nan,I+T_masked
mv_983,A,A,B,nan,I+T_masked
mv_985,A,A,B,nan,I+T_masked
mv_986,A,A,B,nan,I+T_masked
mv_987,A,A,B,nan,I+T_masked
mv_988,A,A,B,nan,I+T_masked
mv_990,A,A,A,nan,I+T_masked
mv_991,A,A,A,nan,I+T_masked
mv_992,A,A,A,nan,I+T_masked
mv_993,B,B,A,nan,I+T_masked
mv_995,A,A,A,nan,I+T_masked
mv_996,A,A,A,nan,I+T_masked
mv_997,A,A,A,nan,I+T_masked
mv_998,A,A,A,nan,I+T_masked
mv_1000,B,B,B,nan,I+T_masked
mv_1001,B,B,B,nan,I+T_masked
mv_1002,B,B,B,nan,I+T_masked
mv_1003,B,B,B,nan,I+T_masked
mv_1005,A,A,D,nan,I+T_masked
mv_1006,A,A,D,nan,I+T_masked
mv_1007,A:38,A,D,nan,I+T_masked
mv_1008,A,A,D,nan,I+T_masked
mv_1010,A,A,A,nan,I+T_masked
mv_1011,A,A,A,nan,I+T_masked
mv_1012,A,A,A,nan,I+T_masked
mv_1013,A,A,A,nan,I+T_masked
mv_1015,A,A,C,nan,I+T_masked
mv_1016,A,A,C,nan,I+T_masked
mv_1017,A,A,C,nan,I+T_masked
mv_1018,A,A,C,nan,I+T_masked
mv_1020,B,B,C,nan,I+T_masked
mv_1021,B,B,C,nan,I+T_masked
mv_1022,B,B,C,nan,I+T_masked
mv_1023,B,B,C,nan,I+T_masked
mv_1025,C D = x + [NUM],C,D,nan,I+T_masked
mv_1026,C D = x + [NUM],C,D,nan,I+T_masked
mv_1027,A,A,D,nan,I+T_masked
mv_1028,C,C,D,nan,I+T_masked
mv_1030,A,A,B,nan,I+T_masked
mv_1031,A,A,B,nan,I+T_masked
mv_1032,A,A,B,nan,I+T_masked
mv_1033,A,A,B,nan,I+T_masked
mv_1035,A,A,A,nan,I+T_masked
mv_1036,A,A,A,nan,I+T_masked
mv_1037,A,A,A,nan,I+T_masked
mv_1038,A,A,A,nan,I+T_masked
mv_1040,A,A,B,nan,I+T_masked
mv_1041,A,A,B,nan,I+T_masked
mv_1042,A,A,B,nan,I+T_masked
mv_1043,A,A,B,nan,I+T_masked
mv_1045,A: [NUM],A,B,nan,I+T_masked
mv_1046,A: [NUM],A,B,nan,I+T_masked
mv_1047,A,A,B,nan,I+T_masked
mv_1048,A,A,B,nan,I+T_masked
mv_1050,A,A,A,nan,I+T_masked
mv_1051,A,A,A,nan,I+T_masked
mv_1052,A,A,A,nan,I+T_masked
mv_1053,A,A,A,nan,I+T_masked
mv_1055,B,B,B,nan,I+T_masked
mv_1056,B,B,B,nan,I+T_masked
mv_1057,A,A,B,nan,I+T_masked
mv_1058,B,B,B,nan,I+T_masked
mv_1060,A,A,C,nan,I+T_masked
mv_1061,A,A,C,nan,I+T_masked
mv_1062,A,A,C,nan,I+T_masked
mv_1063,B,B,C,nan,I+T_masked
mv_1065,A,A,D,nan,I+T_masked
mv_1066,40,40,D,nan,I+T_masked
mv_1067,A,A,D,nan,I+T_masked
mv_1068,40,40,D,nan,I+T_masked
mv_1070,A,A,B,nan,I+T_masked
mv_1071,B: [NUM] \pi,B,B,nan,I+T_masked
mv_1072,A,A,B,nan,I+T_masked
mv_1073,B: [NUM] \pi,B,B,nan,I+T_masked
mv_1075,A,A,D,nan,I+T_masked
mv_1076,A,A,D,nan,I+T_masked
mv_1077,A,A,D,nan,I+T_masked
mv_1078,A,A,D,nan,I+T_masked
mv_1080,A,A,C,nan,I+T_masked
mv_1081,A,A,C,nan,I+T_masked
mv_1082,A,A,C,nan,I+T_masked
mv_1083,A,A,C,nan,I+T_masked
mv_1085,A,A,B,nan,I+T_masked
mv_1086,A,A,B,nan,I+T_masked
mv_1087,A,A,B,nan,I+T_masked
mv_1088,A,A,B,nan,I+T_masked
mv_1090,A,A,C,nan,I+T_masked
mv_1091,A,A,C,nan,I+T_masked
mv_1092,B,B,C,nan,I+T_masked
mv_1093,A,A,C,nan,I+T_masked
mv_1095,A,A,A,nan,I+T_masked
mv_1096,B,B,A,nan,I+T_masked
mv_1097,B,B,A,nan,I+T_masked
mv_1098,B,B,A,nan,I+T_masked
mv_1100,A,A,B,nan,I+T_masked
mv_1101,A,A,B,nan,I+T_masked
mv_1102,A,A,B,nan,I+T_masked
mv_1103,A,A,B,nan,I+T_masked
mv_1105,A,A,C,nan,I+T_masked
mv_1106,A,A,C,nan,I+T_masked
mv_1107,A,A,C,nan,I+T_masked
mv_1108,A,A,C,nan,I+T_masked
mv_1110,A,A,A,nan,I+T_masked
mv_1111,A,A,A,nan,I+T_masked
mv_1112,A,A,A,nan,I+T_masked
mv_1113,A,A,A,nan,I+T_masked
mv_1115,C,C,B,nan,I+T_masked
mv_1116,A,A,B,nan,I+T_masked
mv_1117,A,A,B,nan,I+T_masked
mv_1118,A,A,B,nan,I+T_masked
mv_1120,A,A,D,nan,I+T_masked
mv_1121,A,A,D,nan,I+T_masked
mv_1122,A,A,D,nan,I+T_masked
mv_1123,A,A,D,nan,I+T_masked
mv_1125,B: [NUM],B,C,nan,I+T_masked
mv_1126,B,B,C,nan,I+T_masked
mv_1127,B,B,C,nan,I+T_masked
mv_1128,B,B,C,nan,I+T_masked
mv_1130,A,A,D,nan,I+T_masked
mv_1131,A,A,D,nan,I+T_masked
mv_1132,A,A,D,nan,I+T_masked
mv_1133,A,A,D,nan,I+T_masked
mv_1135,A,A,C,nan,I+T_masked
mv_1136,A,A,C,nan,I+T_masked
mv_1137,A,A,C,nan,I+T_masked
mv_1138,D,D,C,nan,I+T_masked
mv_1140,A,A,C,nan,I+T_masked
mv_1141,A,A,C,nan,I+T_masked
mv_1142,B,B,C,nan,I+T_masked
mv_1143,A,A,C,nan,I+T_masked
mv_1145,A,A,D,nan,I+T_masked
mv_1146,A,A,D,nan,I+T_masked
mv_1147,A,A,D,nan,I+T_masked
mv_1148,A,A,D,nan,I+T_masked
mv_1150,A,A,B,nan,I+T_masked
mv_1151,A,A,B,nan,I+T_masked
mv_1152,A,A,B,nan,I+T_masked
mv_1153,A,A,B,nan,I+T_masked
mv_1155,A,A,B,nan,I+T_masked
mv_1156,A,A,B,nan,I+T_masked
mv_1157,A,A,B,nan,I+T_masked
mv_1158,B,B,B,nan,I+T_masked
mv_1160,A,A,A,nan,I+T_masked
mv_1161,A,A,A,nan,I+T_masked
mv_1162,A,A,A,nan,I+T_masked
mv_1163,A,A,A,nan,I+T_masked
mv_1165,A,A,C,nan,I+T_masked
mv_1166,A,A,C,nan,I+T_masked
mv_1167,A,A,C,nan,I+T_masked
mv_1168,A,A,C,nan,I+T_masked
mv_1170,A,A,B,nan,I+T_masked
mv_1171,C,C,B,nan,I+T_masked
mv_1172,A,A,B,nan,I+T_masked
mv_1173,A,A,B,nan,I+T_masked
mv_1175,A,A,C,nan,I+T_masked
mv_1176,A,A,C,nan,I+T_masked
mv_1177,A,A,C,nan,I+T_masked
mv_1178,A,A,C,nan,I+T_masked
mv_1180,A,A,C,nan,I+T_masked
mv_1181,A,A,C,nan,I+T_masked
mv_1182,A,A,C,nan,I+T_masked
mv_1183,A,A,C,nan,I+T_masked
mv_1185,A,A,B,nan,I+T_masked
mv_1186,A,A,B,nan,I+T_masked
mv_1187,A,A,B,nan,I+T_masked
mv_1188,B,B,B,nan,I+T_masked
mv_1190,A,A,B,nan,I+T_masked
mv_1191,A,A,B,nan,I+T_masked
mv_1192,A,A,B,nan,I+T_masked
mv_1193,A,A,B,nan,I+T_masked
mv_1195,A,A,A,nan,I+T_masked
mv_1196,A,A,A,nan,I+T_masked
mv_1197,A,A,A,nan,I+T_masked
mv_1198,A,A,A,nan,I+T_masked
mv_1200,A,A,D,nan,I+T_masked
mv_1201,A,A,D,nan,I+T_masked
mv_1202,A,A,D,nan,I+T_masked
mv_1203,A,A,D,nan,I+T_masked
mv_1205,A,A,C,nan,I+T_masked
mv_1206,A,A,C,nan,I+T_masked
mv_1207,A,A,C,nan,I+T_masked
mv_1208,A,A,C,nan,I+T_masked
mv_1210,A,A,D,nan,I+T_masked
mv_1211,A,A,D,nan,I+T_masked
mv_1212,A,A,D,nan,I+T_masked
mv_1213,A,A,D,nan,I+T_masked
mv_1215,D,D,B,nan,I+T_masked
mv_1216,C,C,B,nan,I+T_masked
mv_1217,C,C,B,nan,I+T_masked
mv_1218,A,A,B,nan,I+T_masked
mv_1220,B,B,A,nan,I+T_masked
mv_1221,A,A,A,nan,I+T_masked
mv_1222,A,A,A,nan,I+T_masked
mv_1223,A,A,A,nan,I+T_masked
mv_1225,A,A,B,nan,I+T_masked
mv_1226,A,A,B,nan,I+T_masked
mv_1227,A,A,B,nan,I+T_masked
mv_1228,A,A,B,nan,I+T_masked
mv_1230,C,C,B,nan,I+T_masked
mv_1231,C,C,B,nan,I+T_masked
mv_1232,C,C,B,nan,I+T_masked
mv_1233,A,A,B,nan,I+T_masked
mv_1235,A,A,C,nan,I+T_masked
mv_1236,A,A,C,nan,I+T_masked
mv_1237,A,A,C,nan,I+T_masked
mv_1238,A,A,C,nan,I+T_masked
mv_1240,A,A,D,nan,I+T_masked
mv_1241,A,A,D,nan,I+T_masked
mv_1242,A,A,D,nan,I+T_masked
mv_1243,A,A,D,nan,I+T_masked
mv_1245,A,A,D,nan,I+T_masked
mv_1246,A,A,D,nan,I+T_masked
mv_1247,A,A,D,nan,I+T_masked
mv_1248,A,A,D,nan,I+T_masked
mv_1250,A,A,A,nan,I+T_masked
mv_1251,A,A,A,nan,I+T_masked
mv_1252,A,A,A,nan,I+T_masked
mv_1253,A,A,A,nan,I+T_masked
mv_1255,B,B,B,nan,I+T_masked
mv_1256,B,B,B,nan,I+T_masked
mv_1257,B,B,B,nan,I+T_masked
mv_1258,B,B,B,nan,I+T_masked
mv_1260,A,A,C,nan,I+T_masked
mv_1261,A,A,C,nan,I+T_masked
mv_1262,A,A,C,nan,I+T_masked
mv_1263,A,A,C,nan,I+T_masked
mv_1265,A,A,D,nan,I+T_masked
mv_1266,A,A,D,nan,I+T_masked
mv_1267,A,A,D,nan,I+T_masked
mv_1268,A,A,D,nan,I+T_masked
mv_1270,A,A,B,nan,I+T_masked
mv_1271,A,A,B,nan,I+T_masked
mv_1272,A,A,B,nan,I+T_masked
mv_1273,A,A,B,nan,I+T_masked
mv_1275,A,A,A,nan,I+T_masked
mv_1276,A,A,A,nan,I+T_masked
mv_1277,A,A,A,nan,I+T_masked
mv_1278,A,A,A,nan,I+T_masked
mv_1280,A,A,C,nan,I+T_masked
mv_1281,A E = [NUM],A,C,nan,I+T_masked
mv_1282,A E,A,C,nan,I+T_masked
mv_1283,A,A,C,nan,I+T_masked
mv_1285,C,C,B,nan,I+T_masked
mv_1286,C,C,B,nan,I+T_masked
mv_1287,C,C,B,nan,I+T_masked
mv_1288,C,C,B,nan,I+T_masked
mv_1290,A,A,C,nan,I+T_masked
mv_1291,A,A,C,nan,I+T_masked
mv_1292,A,A,C,nan,I+T_masked
mv_1293,A,A,C,nan,I+T_masked
mv_1295,A,A,B,nan,I+T_masked
mv_1296,B,B,B,nan,I+T_masked
mv_1297,B,B,B,nan,I+T_masked
mv_1298,B,B,B,nan,I+T_masked
mv_1300,A,A,B,nan,I+T_masked
mv_1301,A,A,B,nan,I+T_masked
mv_1302,[NUM],[NUM],B,nan,I+T_masked
mv_1303,C,C,B,nan,I+T_masked
mv_1305,A,A,C,nan,I+T_masked
mv_1306,A,A,C,nan,I+T_masked
mv_1307,A,A,C,nan,I+T_masked
mv_1308,A,A,C,nan,I+T_masked
mv_1310,A,A,B,nan,I+T_masked
mv_1311,B,B,B,nan,I+T_masked
mv_1312,A,A,B,nan,I+T_masked
mv_1313,B,B,B,nan,I+T_masked
mv_1315,A,A,C,nan,I+T_masked
mv_1316,A,A,C,nan,I+T_masked
mv_1317,A,A,C,nan,I+T_masked
mv_1318,A,A,C,nan,I+T_masked
mv_1320,B,B,B,nan,I+T_masked
mv_1321,A,A,B,nan,I+T_masked
mv_1322,A,A,B,nan,I+T_masked
mv_1323,A,A,B,nan,I+T_masked
mv_1325,A,A,D,nan,I+T_masked
mv_1326,A,A,D,nan,I+T_masked
mv_1327,A,A,D,nan,I+T_masked
mv_1328,A,A,D,nan,I+T_masked
mv_1330,A,A,C,nan,I+T_masked
mv_1331,B,B,C,nan,I+T_masked
mv_1332,B,B,C,nan,I+T_masked
mv_1333,B,B,C,nan,I+T_masked
mv_1335,A,A,A,nan,I+T_masked
mv_1336,A,A,A,nan,I+T_masked
mv_1337,D,D,A,nan,I+T_masked
mv_1338,A,A,A,nan,I+T_masked
mv_1340,A,A,C,nan,I+T_masked
mv_1341,B,B,C,nan,I+T_masked
mv_1342,A,A,C,nan,I+T_masked
mv_1343,B,B,C,nan,I+T_masked
mv_1345,A,A,C,nan,I+T_masked
mv_1346,A,A,C,nan,I+T_masked
mv_1347,A,A,C,nan,I+T_masked
mv_1348,A,A,C,nan,I+T_masked
mv_1350,A,A,B,nan,I+T_masked
mv_1351,A,A,B,nan,I+T_masked
mv_1352,A,A,B,nan,I+T_masked
mv_1353,A,A,B,nan,I+T_masked
mv_1355,A,A,A,nan,I+T_masked
mv_1356,A,A,A,nan,I+T_masked
mv_1357,A,A,A,nan,I+T_masked
mv_1358,A,A,A,nan,I+T_masked
mv_1360,A,A,B,nan,I+T_masked
mv_1361,A,A,B,nan,I+T_masked
mv_1362,A,A,B,nan,I+T_masked
mv_1363,A,A,B,nan,I+T_masked
mv_1365,A,A,C,nan,I+T_masked
mv_1366,A,A,C,nan,I+T_masked
mv_1367,A,A,C,nan,I+T_masked
mv_1368,A,A,C,nan,I+T_masked
mv_1370,A,A,C,nan,I+T_masked
mv_1371,A,A,C,nan,I+T_masked
mv_1372,A,A,C,nan,I+T_masked
mv_1373,A,A,C,nan,I+T_masked
mv_1375,A,A,C,nan,I+T_masked
mv_1376,B,B,C,nan,I+T_masked
mv_1377,B,B,C,nan,I+T_masked
mv_1378,B,B,C,nan,I+T_masked
mv_1380,A,A,C,nan,I+T_masked
mv_1381,A,A,C,nan,I+T_masked
mv_1382,A,A,C,nan,I+T_masked
mv_1383,B,B,C,nan,I+T_masked
mv_1385,A,A,A,nan,I+T_masked
mv_1386,A,A,A,nan,I+T_masked
mv_1387,A,A,A,nan,I+T_masked
mv_1388,A,A,A,nan,I+T_masked
mv_1390,A,A,A,nan,I+T_masked
mv_1391,A,A,A,nan,I+T_masked
mv_1392,A,A,A,nan,I+T_masked
mv_1393,A,A,A,nan,I+T_masked
mv_1395,A,A,B,nan,I+T_masked
mv_1396,A,A,B,nan,I+T_masked
mv_1397,A,A,B,nan,I+T_masked
mv_1398,A,A,B,nan,I+T_masked
mv_1400,D,D,A,nan,I+T_masked
mv_1401,D: [0.52],D,A,nan,I+T_masked
mv_1402,D: [0.52],D,A,nan,I+T_masked
mv_1403,D: [0.52],D,A,nan,I+T_masked
mv_1405,A,A,B,nan,I+T_masked
mv_1406,A,A,B,nan,I+T_masked
mv_1407,A,A,B,nan,I+T_masked
mv_1408,A,A,B,nan,I+T_masked
mv_1410,A,A,C,nan,I+T_masked
mv_1411,A,A,C,nan,I+T_masked
mv_1412,A,A,C,nan,I+T_masked
mv_1413,B,B,C,nan,I+T_masked
mv_1415,B,B,B,nan,I+T_masked
mv_1416,A,A,B,nan,I+T_masked
mv_1417,A,A,B,nan,I+T_masked
mv_1418,A,A,B,nan,I+T_masked
mv_1420,B,B,C,nan,I+T_masked
mv_1421,B,B,C,nan,I+T_masked
mv_1422,B,B,C,nan,I+T_masked
mv_1423,B,B,C,nan,I+T_masked
mv_1425,A,A,D,nan,I+T_masked
mv_1426,A,A,D,nan,I+T_masked
mv_1427,A,A,D,nan,I+T_masked
mv_1428,B,B,D,nan,I+T_masked
mv_1430,A,A,D,nan,I+T_masked
mv_1431,A,A,D,nan,I+T_masked
mv_1432,A,A,D,nan,I+T_masked
mv_1433,A,A,D,nan,I+T_masked
mv_1435,A,A,A,nan,I+T_masked
mv_1436,A,A,A,nan,I+T_masked
mv_1437,A,A,A,nan,I+T_masked
mv_1438,A,A,A,nan,I+T_masked
mv_1440,A,A,B,nan,I+T_masked
mv_1441,A,A,B,nan,I+T_masked
mv_1442,A,A,B,nan,I+T_masked
mv_1443,A,A,B,nan,I+T_masked
mv_1445,A,A,A,nan,I+T_masked
mv_1446,A,A,A,nan,I+T_masked
mv_1447,A,A,A,nan,I+T_masked
mv_1448,A,A,A,nan,I+T_masked
mv_1450,A,A,D,nan,I+T_masked
mv_1451,A,A,D,nan,I+T_masked
mv_1452,A,A,D,nan,I+T_masked
mv_1453,A,A,D,nan,I+T_masked
mv_1455,A,A,D,nan,I+T_masked
mv_1456,A,A,D,nan,I+T_masked
mv_1457,A,A,D,nan,I+T_masked
mv_1458,A,A,D,nan,I+T_masked
mv_1460,A,A,C,nan,I+T_masked
mv_1461,A,A,C,nan,I+T_masked
mv_1462,A,A,C,nan,I+T_masked
mv_1463,A,A,C,nan,I+T_masked
mv_1465,A,A,A,nan,I+T_masked
mv_1466,A,A,A,nan,I+T_masked
mv_1467,A,A,A,nan,I+T_masked
mv_1468,A,A,A,nan,I+T_masked
mv_1470,A,A,A,nan,I+T_masked
mv_1471,A,A,A,nan,I+T_masked
mv_1472,A,A,A,nan,I+T_masked
mv_1473,A,A,A,nan,I+T_masked
mv_1475,A,A,B,nan,I+T_masked
mv_1476,A,A,B,nan,I+T_masked
mv_1477,A,A,B,nan,I+T_masked
mv_1478,A,A,B,nan,I+T_masked
mv_1480,A,A,B,nan,I+T_masked
mv_1481,C,C,B,nan,I+T_masked
mv_1482,A,A,B,nan,I+T_masked
mv_1483,A,A,B,nan,I+T_masked
mv_1485,A,A,A,nan,I+T_masked
mv_1486,A,A,A,nan,I+T_masked
mv_1487,A,A,A,nan,I+T_masked
mv_1488,B,B,A,nan,I+T_masked
mv_1490,A,A,C,nan,I+T_masked
mv_1491,A,A,C,nan,I+T_masked
mv_1492,A,A,C,nan,I+T_masked
mv_1493,A,A,C,nan,I+T_masked
mv_1495,B,B,B,nan,I+T_masked
mv_1496,B,B,B,nan,I+T_masked
mv_1497,B,B,B,nan,I+T_masked
mv_1498,B,B,B,nan,I+T_masked
mv_1500,A,A,A,nan,I+T_masked
mv_1501,A:19.7,A,A,nan,I+T_masked
mv_1502,A:19.7,A,A,nan,I+T_masked
mv_1503,A,A,A,nan,I+T_masked
mv_1505,A,A,A,nan,I+T_masked
mv_1506,A,A,A,nan,I+T_masked
mv_1507,A,A,A,nan,I+T_masked
mv_1508,A,A,A,nan,I+T_masked
mv_1510,A,A,B,nan,I+T_masked
mv_1511,A,A,B,nan,I+T_masked
mv_1512,A,A,B,nan,I+T_masked
mv_1513,A,A,B,nan,I+T_masked
mv_1515,A,A,C,nan,I+T_masked
mv_1516,A,A,C,nan,I+T_masked
mv_1517,A,A,C,nan,I+T_masked
mv_1518,A,A,C,nan,I+T_masked
mv_1520,D,D,D,nan,I+T_masked
mv_1521,D,D,D,nan,I+T_masked
mv_1522,D,D,D,nan,I+T_masked
mv_1523,A,A,D,nan,I+T_masked
mv_1525,A,A,A,nan,I+T_masked
mv_1526,B,B,A,nan,I+T_masked
mv_1527,B,B,A,nan,I+T_masked
mv_1528,B,B,A,nan,I+T_masked
mv_1530,A,A,B,nan,I+T_masked
mv_1531,A,A,B,nan,I+T_masked
mv_1532,A,A,B,nan,I+T_masked
mv_1533,A,A,B,nan,I+T_masked
mv_1535,A,A,A,nan,I+T_masked
mv_1536,A,A,A,nan,I+T_masked
mv_1537,A,A,A,nan,I+T_masked
mv_1538,A,A,A,nan,I+T_masked
mv_1540,A,A,C,nan,I+T_masked
mv_1541,A,A,C,nan,I+T_masked
mv_1542,A,A,C,nan,I+T_masked
mv_1543,A,A,C,nan,I+T_masked
mv_1545,A,A,B,nan,I+T_masked
mv_1546,A,A,B,nan,I+T_masked
mv_1547,[NUM],[NUM],B,nan,I+T_masked
mv_1548,B,B,B,nan,I+T_masked
mv_1550,A,A,D,nan,I+T_masked
mv_1551,A,A,D,nan,I+T_masked
mv_1552,A,A,D,nan,I+T_masked
mv_1553,B,B,D,nan,I+T_masked
mv_1555,A,A,B,nan,I+T_masked
mv_1556,A,A,B,nan,I+T_masked
